"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,491.000000,0,0,0,0,0,0,0
,1,26.000000,1,0,0,0,0,0,0
,2,114.000000,0,1,0,0,0,0,0
,3,79.000000,1,1,0,0,0,0,0
,4,4.000000,0,0,1,0,0,0,0
,6,3.000000,0,1,1,0,0,0,0
,7,2.000000,1,1,1,0,0,0,0
,8,187.000000,0,0,0,1,0,0,0
,9,1.000000,1,0,0,1,0,0,0
,10,20.000000,0,1,0,1,0,0,0
,16,354.000000,0,0,0,0,1,0,0
,17,11.000000,1,0,0,0,1,0,0
,18,70.000000,0,1,0,0,1,0,0
,19,14.000000,1,1,0,0,1,0,0
,20,91.000000,0,0,1,0,1,0,0
,21,6.000000,1,0,1,0,1,0,0
,22,11.000000,0,1,1,0,1,0,0
,23,13.000000,1,1,1,0,1,0,0
,24,256.000000,0,0,0,1,1,0,0
,26,5.000000,0,1,0,1,1,0,0
,27,3.000000,1,1,0,1,1,0,0
,28,310.000000,0,0,1,1,1,0,0
,29,1.000000,1,0,1,1,1,0,0
,30,17.000000,0,1,1,1,1,0,0
,31,7.000000,1,1,1,1,1,0,0
,32,13.000000,0,0,0,0,0,1,0
,34,11.000000,0,1,0,0,0,1,0
,35,26.000000,1,1,0,0,0,1,0
,36,11.000000,0,0,1,0,0,1,0
,38,28.000000,0,1,1,0,0,1,0
,39,105.000000,1,1,1,0,0,1,0
,42,1.000000,0,1,0,1,0,1,0
,43,4.000000,1,1,0,1,0,1,0
,48,13.000000,0,0,0,0,1,1,0
,50,23.000000,0,1,0,0,1,1,0
,51,21.000000,1,1,0,0,1,1,0
,52,123.000000,0,0,1,0,1,1,0
,53,4.000000,1,0,1,0,1,1,0
,54,925.000000,0,1,1,0,1,1,0
,55,1646.000000,1,1,1,0,1,1,0
,56,4.000000,0,0,0,1,1,1,0
,58,6.000000,0,1,0,1,1,1,0
,59,3.000000,1,1,0,1,1,1,0
,60,473.000000,0,0,1,1,1,1,0
,62,1627.000000,0,1,1,1,1,1,0
,63,1113.000000,1,1,1,1,1,1,0
,64,345.000000,0,0,0,0,0,0,1
,65,181.000000,1,0,0,0,0,0,1
,66,73.000000,0,1,0,0,0,0,1
,67,635.000000,1,1,0,0,0,0,1
,68,1.000000,0,0,1,0,0,0,1
,70,3.000000,0,1,1,0,0,0,1
,71,9.000000,1,1,1,0,0,0,1
,72,1306.000000,0,0,0,1,0,0,1
,73,834.000000,1,0,0,1,0,0,1
,74,86.000000,0,1,0,1,0,0,1
,75,1128.000000,1,1,0,1,0,0,1
,76,5.000000,0,0,1,1,0,0,1
,77,3.000000,1,0,1,1,0,0,1
,78,3.000000,0,1,1,1,0,0,1
,79,26.000000,1,1,1,1,0,0,1
,80,118.000000,0,0,0,0,1,0,1
,81,58.000000,1,0,0,0,1,0,1
,82,31.000000,0,1,0,0,1,0,1
,83,149.000000,1,1,0,0,1,0,1
,84,41.000000,0,0,1,0,1,0,1
,85,7.000000,1,0,1,0,1,0,1
,86,19.000000,0,1,1,0,1,0,1
,87,48.000000,1,1,1,0,1,0,1
,88,2921.000000,0,0,0,1,1,0,1
,89,1302.000000,1,0,0,1,1,0,1
,90,634.000000,0,1,0,1,1,0,1
,91,3711.000000,1,1,0,1,1,0,1
,92,2066.000000,0,0,1,1,1,0,1
,93,735.000000,1,0,1,1,1,0,1
,94,1496.000000,0,1,1,1,1,0,1
,95,5339.000000,1,1,1,1,1,0,1
,98,21.000000,0,1,0,0,0,1,1
,99,170.000000,1,1,0,0,0,1,1
,100,2.000000,0,0,1,0,0,1,1
,102,15.000000,0,1,1,0,0,1,1
,103,236.000000,1,1,1,0,0,1,1
,104,4.000000,0,0,0,1,0,1,1
,106,14.000000,0,1,0,1,0,1,1
,107,273.000000,1,1,0,1,0,1,1
,108,2.000000,0,0,1,1,0,1,1
,109,2.000000,1,0,1,1,0,1,1
,110,3.000000,0,1,1,1,0,1,1
,111,150.000000,1,1,1,1,0,1,1
,112,1.000000,0,0,0,0,1,1,1
,113,2.000000,1,0,0,0,1,1,1
,114,13.000000,0,1,0,0,1,1,1
,115,169.000000,1,1,0,0,1,1,1
,116,41.000000,0,0,1,0,1,1,1
,117,12.000000,1,0,1,0,1,1,1
,118,497.000000,0,1,1,0,1,1,1
,119,4491.000000,1,1,1,0,1,1,1
,120,102.000000,0,0,0,1,1,1,1
,121,105.000000,1,0,0,1,1,1,1
,122,270.000000,0,1,0,1,1,1,1
,123,2932.000000,1,1,0,1,1,1,1
,124,2382.000000,0,0,1,1,1,1,1
,125,918.000000,1,0,1,1,1,1,1
,126,28897.000000,0,1,1,1,1,1,1
,127,2213945.000000,1,1,1,1,1,1,1
