"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,74.000000,0,0,0,0,0,0,0
,1,61.000000,1,0,0,0,0,0,0
,3,7.000000,1,1,0,0,0,0,0
,4,2.000000,0,0,1,0,0,0,0
,8,123.000000,0,0,0,1,0,0,0
,9,18.000000,1,0,0,1,0,0,0
,12,84.000000,0,0,1,1,0,0,0
,13,7.000000,1,0,1,1,0,0,0
,16,53.000000,0,0,0,0,1,0,0
,17,79.000000,1,0,0,0,1,0,0
,19,64.000000,1,1,0,0,1,0,0
,20,4.000000,0,0,1,0,1,0,0
,21,3.000000,1,0,1,0,1,0,0
,24,40.000000,0,0,0,1,1,0,0
,25,58.000000,1,0,0,1,1,0,0
,27,20.000000,1,1,0,1,1,0,0
,28,112.000000,0,0,1,1,1,0,0
,29,97.000000,1,0,1,1,1,0,0
,31,16.000000,1,1,1,1,1,0,0
,32,168.000000,0,0,0,0,0,1,0
,33,351.000000,1,0,0,0,0,1,0
,34,1.000000,0,1,0,0,0,1,0
,35,142.000000,1,1,0,0,0,1,0
,36,1.000000,0,0,1,0,0,1,0
,39,1.000000,1,1,1,0,0,1,0
,40,207.000000,0,0,0,1,0,1,0
,41,345.000000,1,0,0,1,0,1,0
,42,3.000000,0,1,0,1,0,1,0
,43,110.000000,1,1,0,1,0,1,0
,44,178.000000,0,0,1,1,0,1,0
,45,325.000000,1,0,1,1,0,1,0
,47,56.000000,1,1,1,1,0,1,0
,48,16.000000,0,0,0,0,1,1,0
,49,237.000000,1,0,0,0,1,1,0
,51,1105.000000,1,1,0,0,1,1,0
,52,1.000000,0,0,1,0,1,1,0
,53,13.000000,1,0,1,0,1,1,0
,55,16.000000,1,1,1,0,1,1,0
,56,27.000000,0,0,0,1,1,1,0
,57,1095.000000,1,0,0,1,1,1,0
,59,5824.000000,1,1,0,1,1,1,0
,60,221.000000,0,0,1,1,1,1,0
,61,3950.000000,1,0,1,1,1,1,0
,63,9000.000000,1,1,1,1,1,1,0
,64,2.000000,0,0,0,0,0,0,1
,72,7.000000,0,0,0,1,0,0,1
,76,16.000000,0,0,1,1,0,0,1
,77,4.000000,1,0,1,1,0,0,1
,89,1.000000,1,0,0,1,1,0,1
,92,5.000000,0,0,1,1,1,0,1
,93,2.000000,1,0,1,1,1,0,1
,96,44.000000,0,0,0,0,0,1,1
,97,103.000000,1,0,0,0,0,1,1
,98,1.000000,0,1,0,0,0,1,1
,99,419.000000,1,1,0,0,0,1,1
,101,6.000000,1,0,1,0,0,1,1
,103,9.000000,1,1,1,0,0,1,1
,104,116.000000,0,0,0,1,0,1,1
,105,449.000000,1,0,0,1,0,1,1
,106,4.000000,0,1,0,1,0,1,1
,107,1154.000000,1,1,0,1,0,1,1
,108,539.000000,0,0,1,1,0,1,1
,109,2098.000000,1,0,1,1,0,1,1
,110,2.000000,0,1,1,1,0,1,1
,111,1624.000000,1,1,1,1,0,1,1
,113,11.000000,1,0,0,0,1,1,1
,115,972.000000,1,1,0,0,1,1,1
,117,2.000000,1,0,1,0,1,1,1
,119,8.000000,1,1,1,0,1,1,1
,120,2.000000,0,0,0,1,1,1,1
,121,930.000000,1,0,0,1,1,1,1
,123,41763.000000,1,1,0,1,1,1,1
,124,127.000000,0,0,1,1,1,1,1
,125,15196.000000,1,0,1,1,1,1,1
,127,2197327.000000,1,1,1,1,1,1,1
