"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,77.000000,0,0,0,0,0,0,0
,2,3.000000,0,1,0,0,0,0,0
,4,170.000000,0,0,1,0,0,0,0
,6,6.000000,0,1,1,0,0,0,0
,12,2.000000,0,0,1,1,0,0,0
,16,54.000000,0,0,0,0,1,0,0
,18,5.000000,0,1,0,0,1,0,0
,19,1.000000,1,1,0,0,1,0,0
,20,278.000000,0,0,1,0,1,0,0
,21,2.000000,1,0,1,0,1,0,0
,22,50.000000,0,1,1,0,1,0,0
,23,6.000000,1,1,1,0,1,0,0
,32,9.000000,0,0,0,0,0,1,0
,34,1.000000,0,1,0,0,0,1,0
,35,1.000000,1,1,0,0,0,1,0
,36,1.000000,0,0,1,0,0,1,0
,37,4.000000,1,0,1,0,0,1,0
,38,3.000000,0,1,1,0,0,1,0
,39,11.000000,1,1,1,0,0,1,0
,49,1.000000,1,0,0,0,1,1,0
,51,5.000000,1,1,0,0,1,1,0
,52,9.000000,0,0,1,0,1,1,0
,53,3.000000,1,0,1,0,1,1,0
,54,12.000000,0,1,1,0,1,1,0
,55,48.000000,1,1,1,0,1,1,0
,64,2.000000,0,0,0,0,0,0,1
,68,1058.000000,0,0,1,0,0,0,1
,69,2.000000,1,0,1,0,0,0,1
,70,16.000000,0,1,1,0,0,0,1
,71,3.000000,1,1,1,0,0,0,1
,76,1577.000000,0,0,1,1,0,0,1
,77,41.000000,1,0,1,1,0,0,1
,78,11.000000,0,1,1,1,0,0,1
,79,2.000000,1,1,1,1,0,0,1
,80,1.000000,0,0,0,0,1,0,1
,82,2.000000,0,1,0,0,1,0,1
,84,3233.000000,0,0,1,0,1,0,1
,85,43.000000,1,0,1,0,1,0,1
,86,1079.000000,0,1,1,0,1,0,1
,87,98.000000,1,1,1,0,1,0,1
,92,5940.000000,0,0,1,1,1,0,1
,93,368.000000,1,0,1,1,1,0,1
,94,809.000000,0,1,1,1,1,0,1
,95,403.000000,1,1,1,1,1,0,1
,96,3.000000,0,0,0,0,0,1,1
,99,6.000000,1,1,0,0,0,1,1
,100,153.000000,0,0,1,0,0,1,1
,101,50.000000,1,0,1,0,0,1,1
,102,26.000000,0,1,1,0,0,1,1
,103,342.000000,1,1,1,0,0,1,1
,108,697.000000,0,0,1,1,0,1,1
,109,1815.000000,1,0,1,1,0,1,1
,110,100.000000,0,1,1,1,0,1,1
,111,4820.000000,1,1,1,1,0,1,1
,113,1.000000,1,0,0,0,1,1,1
,114,1.000000,0,1,0,0,1,1,1
,115,7.000000,1,1,0,0,1,1,1
,116,812.000000,0,0,1,0,1,1,1
,117,606.000000,1,0,1,0,1,1,1
,118,1565.000000,0,1,1,0,1,1,1
,119,7420.000000,1,1,1,0,1,1,1
,124,11775.000000,0,0,1,1,1,1,1
,125,30925.000000,1,0,1,1,1,1,1
,126,12541.000000,0,1,1,1,1,1,1
,127,2198143.000000,1,1,1,1,1,1,1
