"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,848.000000,0,0,0,0,0,0,0
,1,197.000000,1,0,0,0,0,0,0
,2,190.000000,0,1,0,0,0,0,0
,3,515.000000,1,1,0,0,0,0,0
,4,3.000000,0,0,1,0,0,0,0
,5,1.000000,1,0,1,0,0,0,0
,7,2.000000,1,1,1,0,0,0,0
,8,65.000000,0,0,0,1,0,0,0
,9,101.000000,1,0,0,1,0,0,0
,10,7.000000,0,1,0,1,0,0,0
,11,183.000000,1,1,0,1,0,0,0
,13,1.000000,1,0,1,1,0,0,0
,16,737.000000,0,0,0,0,1,0,0
,17,266.000000,1,0,0,0,1,0,0
,18,53.000000,0,1,0,0,1,0,0
,19,301.000000,1,1,0,0,1,0,0
,23,7.000000,1,1,1,0,1,0,0
,24,1338.000000,0,0,0,1,1,0,0
,25,887.000000,1,0,0,1,1,0,0
,26,61.000000,0,1,0,1,1,0,0
,27,825.000000,1,1,0,1,1,0,0
,28,5.000000,0,0,1,1,1,0,0
,29,5.000000,1,0,1,1,1,0,0
,30,4.000000,0,1,1,1,1,0,0
,31,14.000000,1,1,1,1,1,0,0
,32,300.000000,0,0,0,0,0,1,0
,33,64.000000,1,0,0,0,0,1,0
,34,126.000000,0,1,0,0,0,1,0
,35,140.000000,1,1,0,0,0,1,0
,36,122.000000,0,0,1,0,0,1,0
,37,12.000000,1,0,1,0,0,1,0
,38,38.000000,0,1,1,0,0,1,0
,39,59.000000,1,1,1,0,0,1,0
,40,7.000000,0,0,0,1,0,1,0
,41,10.000000,1,0,0,1,0,1,0
,42,1.000000,0,1,0,1,0,1,0
,43,26.000000,1,1,0,1,0,1,0
,44,6.000000,0,0,1,1,0,1,0
,47,4.000000,1,1,1,1,0,1,0
,48,542.000000,0,0,0,0,1,1,0
,49,268.000000,1,0,0,0,1,1,0
,50,199.000000,0,1,0,0,1,1,0
,51,905.000000,1,1,0,0,1,1,0
,52,586.000000,0,0,1,0,1,1,0
,53,164.000000,1,0,1,0,1,1,0
,54,507.000000,0,1,1,0,1,1,0
,55,1939.000000,1,1,1,0,1,1,0
,56,1536.000000,0,0,0,1,1,1,0
,57,991.000000,1,0,0,1,1,1,0
,58,558.000000,0,1,0,1,1,1,0
,59,3172.000000,1,1,0,1,1,1,0
,60,2052.000000,0,0,1,1,1,1,0
,61,529.000000,1,0,1,1,1,1,0
,62,1769.000000,0,1,1,1,1,1,0
,63,6829.000000,1,1,1,1,1,1,0
,64,3.000000,0,0,0,0,0,0,1
,66,28.000000,0,1,0,0,0,0,1
,67,273.000000,1,1,0,0,0,0,1
,68,1.000000,0,0,1,0,0,0,1
,70,3.000000,0,1,1,0,0,0,1
,71,53.000000,1,1,1,0,0,0,1
,74,3.000000,0,1,0,1,0,0,1
,75,58.000000,1,1,0,1,0,0,1
,79,4.000000,1,1,1,1,0,0,1
,81,1.000000,1,0,0,0,1,0,1
,82,4.000000,0,1,0,0,1,0,1
,83,133.000000,1,1,0,0,1,0,1
,86,2.000000,0,1,1,0,1,0,1
,87,23.000000,1,1,1,0,1,0,1
,89,1.000000,1,0,0,1,1,0,1
,90,18.000000,0,1,0,1,1,0,1
,91,263.000000,1,1,0,1,1,0,1
,94,1.000000,0,1,1,1,1,0,1
,95,32.000000,1,1,1,1,1,0,1
,96,4.000000,0,0,0,0,0,1,1
,98,49.000000,0,1,0,0,0,1,1
,99,405.000000,1,1,0,0,0,1,1
,100,35.000000,0,0,1,0,0,1,1
,101,5.000000,1,0,1,0,0,1,1
,102,902.000000,0,1,1,0,0,1,1
,103,4673.000000,1,1,1,0,0,1,1
,106,6.000000,0,1,0,1,0,1,1
,107,66.000000,1,1,0,1,0,1,1
,110,11.000000,0,1,1,1,0,1,1
,111,194.000000,1,1,1,1,0,1,1
,112,6.000000,0,0,0,0,1,1,1
,113,14.000000,1,0,0,0,1,1,1
,114,57.000000,0,1,0,0,1,1,1
,115,1370.000000,1,1,0,0,1,1,1
,116,187.000000,0,0,1,0,1,1,1
,117,88.000000,1,0,1,0,1,1,1
,118,4853.000000,0,1,1,0,1,1,1
,119,360295.000000,1,1,1,0,1,1,1
,120,20.000000,0,0,0,1,1,1,1
,121,48.000000,1,0,0,1,1,1,1
,122,176.000000,0,1,0,1,1,1,1
,123,3456.000000,1,1,0,1,1,1,1
,124,656.000000,0,0,1,1,1,1,1
,125,285.000000,1,0,1,1,1,1,1
,126,14489.000000,0,1,1,1,1,1,1
,127,1863927.000000,1,1,1,1,1,1,1
