"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,477.000000,0,0,0,0,0,0,0
,1,21.000000,1,0,0,0,0,0,0
,2,29.000000,0,1,0,0,0,0,0
,3,8.000000,1,1,0,0,0,0,0
,4,513.000000,0,0,1,0,0,0,0
,5,7.000000,1,0,1,0,0,0,0
,6,49.000000,0,1,1,0,0,0,0
,7,8.000000,1,1,1,0,0,0,0
,8,467.000000,0,0,0,1,0,0,0
,9,23.000000,1,0,0,1,0,0,0
,11,4.000000,1,1,0,1,0,0,0
,12,1315.000000,0,0,1,1,0,0,0
,13,146.000000,1,0,1,1,0,0,0
,14,247.000000,0,1,1,1,0,0,0
,15,140.000000,1,1,1,1,0,0,0
,16,7.000000,0,0,0,0,1,0,0
,17,1.000000,1,0,0,0,1,0,0
,18,1.000000,0,1,0,0,1,0,0
,24,518.000000,0,0,0,1,1,0,0
,25,108.000000,1,0,0,1,1,0,0
,26,25.000000,0,1,0,1,1,0,0
,27,6.000000,1,1,0,1,1,0,0
,28,5334.000000,0,0,1,1,1,0,0
,29,2422.000000,1,0,1,1,1,0,0
,30,1045.000000,0,1,1,1,1,0,0
,31,1774.000000,1,1,1,1,1,0,0
,32,5.000000,0,0,0,0,0,1,0
,34,6.000000,0,1,0,0,0,1,0
,35,2.000000,1,1,0,0,0,1,0
,36,315.000000,0,0,1,0,0,1,0
,37,15.000000,1,0,1,0,0,1,0
,38,620.000000,0,1,1,0,0,1,0
,39,95.000000,1,1,1,0,0,1,0
,40,1.000000,0,0,0,1,0,1,0
,41,1.000000,1,0,0,1,0,1,0
,42,1.000000,0,1,0,1,0,1,0
,44,1873.000000,0,0,1,1,0,1,0
,45,245.000000,1,0,1,1,0,1,0
,46,3134.000000,0,1,1,1,0,1,0
,47,1453.000000,1,1,1,1,0,1,0
,54,1.000000,0,1,1,0,1,1,0
,56,1.000000,0,0,0,1,1,1,0
,58,1.000000,0,1,0,1,1,1,0
,60,6351.000000,0,0,1,1,1,1,0
,61,2699.000000,1,0,1,1,1,1,0
,62,5333.000000,0,1,1,1,1,1,0
,63,8706.000000,1,1,1,1,1,1,0
,64,7.000000,0,0,0,0,0,0,1
,65,53.000000,1,0,0,0,0,0,1
,66,6.000000,0,1,0,0,0,0,1
,67,209.000000,1,1,0,0,0,0,1
,68,11.000000,0,0,1,0,0,0,1
,69,21.000000,1,0,1,0,0,0,1
,70,6.000000,0,1,1,0,0,0,1
,71,187.000000,1,1,1,0,0,0,1
,72,3.000000,0,0,0,1,0,0,1
,73,50.000000,1,0,0,1,0,0,1
,74,1.000000,0,1,0,1,0,0,1
,75,224.000000,1,1,0,1,0,0,1
,76,50.000000,0,0,1,1,0,0,1
,77,301.000000,1,0,1,1,0,0,1
,78,137.000000,0,1,1,1,0,0,1
,79,1699.000000,1,1,1,1,0,0,1
,80,4.000000,0,0,0,0,1,0,1
,81,8.000000,1,0,0,0,1,0,1
,83,43.000000,1,1,0,0,1,0,1
,85,1.000000,1,0,1,0,1,0,1
,87,10.000000,1,1,1,0,1,0,1
,88,42.000000,0,0,0,1,1,0,1
,89,515.000000,1,0,0,1,1,0,1
,90,2.000000,0,1,0,1,1,0,1
,91,1400.000000,1,1,0,1,1,0,1
,92,1047.000000,0,0,1,1,1,0,1
,93,7811.000000,1,0,1,1,1,0,1
,94,1101.000000,0,1,1,1,1,0,1
,95,38627.000000,1,1,1,1,1,0,1
,97,17.000000,1,0,0,0,0,1,1
,98,3.000000,0,1,0,0,0,1,1
,99,55.000000,1,1,0,0,0,1,1
,100,13.000000,0,0,1,0,0,1,1
,101,90.000000,1,0,1,0,0,1,1
,102,172.000000,0,1,1,0,0,1,1
,103,1211.000000,1,1,1,0,0,1,1
,105,2.000000,1,0,0,1,0,1,1
,107,32.000000,1,1,0,1,0,1,1
,108,185.000000,0,0,1,1,0,1,1
,109,1422.000000,1,0,1,1,0,1,1
,110,1481.000000,0,1,1,1,0,1,1
,111,18222.000000,1,1,1,1,0,1,1
,115,3.000000,1,1,0,0,1,1,1
,119,9.000000,1,1,1,0,1,1,1
,121,5.000000,1,0,0,1,1,1,1
,123,41.000000,1,1,0,1,1,1,1
,124,1166.000000,0,0,1,1,1,1,1
,125,144938.000000,1,0,1,1,1,1,1
,126,5275.000000,0,1,1,1,1,1,1
,127,2013787.000000,1,1,1,1,1,1,1
