"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,77.000000,0,0,0,0,0,0,0
,1,15.000000,1,0,0,0,0,0,0
,2,365.000000,0,1,0,0,0,0,0
,3,402.000000,1,1,0,0,0,0,0
,4,7.000000,0,0,1,0,0,0,0
,6,40.000000,0,1,1,0,0,0,0
,7,6.000000,1,1,1,0,0,0,0
,8,6.000000,0,0,0,1,0,0,0
,9,1.000000,1,0,0,1,0,0,0
,10,17.000000,0,1,0,1,0,0,0
,11,216.000000,1,1,0,1,0,0,0
,15,2.000000,1,1,1,1,0,0,0
,16,151.000000,0,0,0,0,1,0,0
,18,283.000000,0,1,0,0,1,0,0
,19,299.000000,1,1,0,0,1,0,0
,20,58.000000,0,0,1,0,1,0,0
,21,1.000000,1,0,1,0,1,0,0
,22,251.000000,0,1,1,0,1,0,0
,23,90.000000,1,1,1,0,1,0,0
,24,34.000000,0,0,0,1,1,0,0
,26,95.000000,0,1,0,1,1,0,0
,27,450.000000,1,1,0,1,1,0,0
,28,4.000000,0,0,1,1,1,0,0
,30,90.000000,0,1,1,1,1,0,0
,31,155.000000,1,1,1,1,1,0,0
,32,4.000000,0,0,0,0,0,1,0
,34,305.000000,0,1,0,0,0,1,0
,35,1025.000000,1,1,0,0,0,1,0
,36,2.000000,0,0,1,0,0,1,0
,38,140.000000,0,1,1,0,0,1,0
,39,366.000000,1,1,1,0,0,1,0
,42,2.000000,0,1,0,1,0,1,0
,43,122.000000,1,1,0,1,0,1,0
,46,2.000000,0,1,1,1,0,1,0
,47,13.000000,1,1,1,1,0,1,0
,48,8.000000,0,0,0,0,1,1,0
,50,233.000000,0,1,0,0,1,1,0
,51,1673.000000,1,1,0,0,1,1,0
,52,6.000000,0,0,1,0,1,1,0
,54,2306.000000,0,1,1,0,1,1,0
,55,11605.000000,1,1,1,0,1,1,0
,56,1.000000,0,0,0,1,1,1,0
,58,25.000000,0,1,0,1,1,1,0
,59,1363.000000,1,1,0,1,1,1,0
,62,823.000000,0,1,1,1,1,1,0
,63,34537.000000,1,1,1,1,1,1,0
,72,3.000000,0,0,0,1,0,0,1
,74,6.000000,0,1,0,1,0,0,1
,75,77.000000,1,1,0,1,0,0,1
,81,2.000000,1,0,0,0,1,0,1
,82,6.000000,0,1,0,0,1,0,1
,83,12.000000,1,1,0,0,1,0,1
,84,4.000000,0,0,1,0,1,0,1
,86,21.000000,0,1,1,0,1,0,1
,87,7.000000,1,1,1,0,1,0,1
,88,12.000000,0,0,0,1,1,0,1
,89,19.000000,1,0,0,1,1,0,1
,90,425.000000,0,1,0,1,1,0,1
,91,1387.000000,1,1,0,1,1,0,1
,92,57.000000,0,0,1,1,1,0,1
,93,4.000000,1,0,1,1,1,0,1
,94,1446.000000,0,1,1,1,1,0,1
,95,1529.000000,1,1,1,1,1,0,1
,106,1.000000,0,1,0,1,0,1,1
,107,37.000000,1,1,0,1,0,1,1
,110,1.000000,0,1,1,1,0,1,1
,114,2.000000,0,1,0,0,1,1,1
,115,7.000000,1,1,0,0,1,1,1
,116,2.000000,0,0,1,0,1,1,1
,118,628.000000,0,1,1,0,1,1,1
,119,1728.000000,1,1,1,0,1,1,1
,122,45.000000,0,1,0,1,1,1,1
,123,1638.000000,1,1,0,1,1,1,1
,124,26.000000,0,0,1,1,1,1,1
,126,13528.000000,0,1,1,1,1,1,1
,127,2206922.000000,1,1,1,1,1,1,1
