"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,479.000000,0,0,0,0,0,0,0
,1,82.000000,1,0,0,0,0,0,0
,2,36.000000,0,1,0,0,0,0,0
,3,159.000000,1,1,0,0,0,0,0
,4,2.000000,0,0,1,0,0,0,0
,6,6.000000,0,1,1,0,0,0,0
,7,51.000000,1,1,1,0,0,0,0
,8,55.000000,0,0,0,1,0,0,0
,9,58.000000,1,0,0,1,0,0,0
,10,3.000000,0,1,0,1,0,0,0
,11,40.000000,1,1,0,1,0,0,0
,15,3.000000,1,1,1,1,0,0,0
,16,67.000000,0,0,0,0,1,0,0
,17,21.000000,1,0,0,0,1,0,0
,18,7.000000,0,1,0,0,1,0,0
,19,52.000000,1,1,0,0,1,0,0
,22,3.000000,0,1,1,0,1,0,0
,23,16.000000,1,1,1,0,1,0,0
,24,3.000000,0,0,0,1,1,0,0
,25,10.000000,1,0,0,1,1,0,0
,27,9.000000,1,1,0,1,1,0,0
,32,168.000000,0,0,0,0,0,1,0
,33,7.000000,1,0,0,0,0,1,0
,34,40.000000,0,1,0,0,0,1,0
,35,55.000000,1,1,0,0,0,1,0
,36,42.000000,0,0,1,0,0,1,0
,38,91.000000,0,1,1,0,0,1,0
,39,519.000000,1,1,1,0,0,1,0
,41,1.000000,1,0,0,1,0,1,0
,43,8.000000,1,1,0,1,0,1,0
,44,2.000000,0,0,1,1,0,1,0
,47,21.000000,1,1,1,1,0,1,0
,48,40.000000,0,0,0,0,1,1,0
,49,3.000000,1,0,0,0,1,1,0
,50,8.000000,0,1,0,0,1,1,0
,51,41.000000,1,1,0,0,1,1,0
,52,18.000000,0,0,1,0,1,1,0
,53,2.000000,1,0,1,0,1,1,0
,54,100.000000,0,1,1,0,1,1,0
,55,515.000000,1,1,1,0,1,1,0
,59,3.000000,1,1,0,1,1,1,0
,63,10.000000,1,1,1,1,1,1,0
,64,110.000000,0,0,0,0,0,0,1
,65,18.000000,1,0,0,0,0,0,1
,66,2.000000,0,1,0,0,0,0,1
,67,43.000000,1,1,0,0,0,0,1
,70,2.000000,0,1,1,0,0,0,1
,71,7.000000,1,1,1,0,0,0,1
,72,72.000000,0,0,0,1,0,0,1
,73,108.000000,1,0,0,1,0,0,1
,74,5.000000,0,1,0,1,0,0,1
,75,80.000000,1,1,0,1,0,0,1
,79,1.000000,1,1,1,1,0,0,1
,80,961.000000,0,0,0,0,1,0,1
,81,95.000000,1,0,0,0,1,0,1
,82,36.000000,0,1,0,0,1,0,1
,83,308.000000,1,1,0,0,1,0,1
,84,2.000000,0,0,1,0,1,0,1
,85,1.000000,1,0,1,0,1,0,1
,86,4.000000,0,1,1,0,1,0,1
,87,76.000000,1,1,1,0,1,0,1
,88,3510.000000,0,0,0,1,1,0,1
,89,1325.000000,1,0,0,1,1,0,1
,90,121.000000,0,1,0,1,1,0,1
,91,1603.000000,1,1,0,1,1,0,1
,92,17.000000,0,0,1,1,1,0,1
,93,28.000000,1,0,1,1,1,0,1
,94,6.000000,0,1,1,1,1,0,1
,95,185.000000,1,1,1,1,1,0,1
,96,17.000000,0,0,0,0,0,1,1
,97,3.000000,1,0,0,0,0,1,1
,99,23.000000,1,1,0,0,0,1,1
,100,7.000000,0,0,1,0,0,1,1
,102,24.000000,0,1,1,0,0,1,1
,103,168.000000,1,1,1,0,0,1,1
,104,4.000000,0,0,0,1,0,1,1
,105,2.000000,1,0,0,1,0,1,1
,106,3.000000,0,1,0,1,0,1,1
,107,5.000000,1,1,0,1,0,1,1
,108,2.000000,0,0,1,1,0,1,1
,110,1.000000,0,1,1,1,0,1,1
,111,27.000000,1,1,1,1,0,1,1
,112,604.000000,0,0,0,0,1,1,1
,113,123.000000,1,0,0,0,1,1,1
,114,154.000000,0,1,0,0,1,1,1
,115,756.000000,1,1,0,0,1,1,1
,116,874.000000,0,0,1,0,1,1,1
,117,175.000000,1,0,1,0,1,1,1
,118,3337.000000,0,1,1,0,1,1,1
,119,23796.000000,1,1,1,0,1,1,1
,120,4769.000000,0,0,0,1,1,1,1
,121,2686.000000,1,0,0,1,1,1,1
,122,1371.000000,0,1,0,1,1,1,1
,123,10480.000000,1,1,0,1,1,1,1
,124,6794.000000,0,0,1,1,1,1,1
,125,3935.000000,1,0,1,1,1,1,1
,126,29049.000000,0,1,1,1,1,1,1
,127,2186487.000000,1,1,1,1,1,1,1
