"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,393.000000,0,0,0,0,0,0,0
,1,8.000000,1,0,0,0,0,0,0
,2,13.000000,0,1,0,0,0,0,0
,3,2.000000,1,1,0,0,0,0,0
,4,800.000000,0,0,1,0,0,0,0
,5,15.000000,1,0,1,0,0,0,0
,6,29.000000,0,1,1,0,0,0,0
,7,6.000000,1,1,1,0,0,0,0
,8,264.000000,0,0,0,1,0,0,0
,9,1.000000,1,0,0,1,0,0,0
,10,3.000000,0,1,0,1,0,0,0
,12,1179.000000,0,0,1,1,0,0,0
,13,104.000000,1,0,1,1,0,0,0
,14,143.000000,0,1,1,1,0,0,0
,15,80.000000,1,1,1,1,0,0,0
,24,197.000000,0,0,0,1,1,0,0
,25,19.000000,1,0,0,1,1,0,0
,26,10.000000,0,1,0,1,1,0,0
,27,2.000000,1,1,0,1,1,0,0
,28,4735.000000,0,0,1,1,1,0,0
,29,1307.000000,1,0,1,1,1,0,0
,30,441.000000,0,1,1,1,1,0,0
,31,619.000000,1,1,1,1,1,0,0
,32,4.000000,0,0,0,0,0,1,0
,34,1.000000,0,1,0,0,0,1,0
,35,2.000000,1,1,0,0,0,1,0
,36,629.000000,0,0,1,0,0,1,0
,37,13.000000,1,0,1,0,0,1,0
,38,1092.000000,0,1,1,0,0,1,0
,39,192.000000,1,1,1,0,0,1,0
,44,1953.000000,0,0,1,1,0,1,0
,45,263.000000,1,0,1,1,0,1,0
,46,2800.000000,0,1,1,1,0,1,0
,47,1890.000000,1,1,1,1,0,1,0
,60,7198.000000,0,0,1,1,1,1,0
,61,2229.000000,1,0,1,1,1,1,0
,62,4096.000000,0,1,1,1,1,1,0
,63,5745.000000,1,1,1,1,1,1,0
,64,9.000000,0,0,0,0,0,0,1
,65,69.000000,1,0,0,0,0,0,1
,66,2.000000,0,1,0,0,0,0,1
,67,116.000000,1,1,0,0,0,0,1
,68,1.000000,0,0,1,0,0,0,1
,69,78.000000,1,0,1,0,0,0,1
,70,5.000000,0,1,1,0,0,0,1
,71,193.000000,1,1,1,0,0,0,1
,72,6.000000,0,0,0,1,0,0,1
,73,34.000000,1,0,0,1,0,0,1
,75,77.000000,1,1,0,1,0,0,1
,76,99.000000,0,0,1,1,0,0,1
,77,505.000000,1,0,1,1,0,0,1
,78,79.000000,0,1,1,1,0,0,1
,79,1379.000000,1,1,1,1,0,0,1
,83,4.000000,1,1,0,0,1,0,1
,87,5.000000,1,1,1,0,1,0,1
,88,33.000000,0,0,0,1,1,0,1
,89,276.000000,1,0,0,1,1,0,1
,90,4.000000,0,1,0,1,1,0,1
,91,398.000000,1,1,0,1,1,0,1
,92,1590.000000,0,0,1,1,1,0,1
,93,8387.000000,1,0,1,1,1,0,1
,94,601.000000,0,1,1,1,1,0,1
,95,19978.000000,1,1,1,1,1,0,1
,96,1.000000,0,0,0,0,0,1,1
,97,5.000000,1,0,0,0,0,1,1
,98,2.000000,0,1,0,0,0,1,1
,99,30.000000,1,1,0,0,0,1,1
,100,19.000000,0,0,1,0,0,1,1
,101,166.000000,1,0,1,0,0,1,1
,102,130.000000,0,1,1,0,0,1,1
,103,2013.000000,1,1,1,0,0,1,1
,107,5.000000,1,1,0,1,0,1,1
,108,289.000000,0,0,1,1,0,1,1
,109,2029.000000,1,0,1,1,0,1,1
,110,1539.000000,0,1,1,1,0,1,1
,111,25999.000000,1,1,1,1,0,1,1
,119,10.000000,1,1,1,0,1,1,1
,121,2.000000,1,0,0,1,1,1,1
,123,17.000000,1,1,0,1,1,1,1
,124,2429.000000,0,0,1,1,1,1,1
,125,126924.000000,1,0,1,1,1,1,1
,126,5454.000000,0,1,1,1,1,1,1
,127,2047790.000000,1,1,1,1,1,1,1
