"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,465.000000,0,0,0,0,0,0,0
,1,16.000000,1,0,0,0,0,0,0
,2,336.000000,0,1,0,0,0,0,0
,3,465.000000,1,1,0,0,0,0,0
,4,21.000000,0,0,1,0,0,0,0
,5,1.000000,1,0,1,0,0,0,0
,6,38.000000,0,1,1,0,0,0,0
,7,143.000000,1,1,1,0,0,0,0
,8,7.000000,0,0,0,1,0,0,0
,12,4.000000,0,0,1,1,0,0,0
,16,27.000000,0,0,0,0,1,0,0
,17,9.000000,1,0,0,0,1,0,0
,18,15.000000,0,1,0,0,1,0,0
,19,158.000000,1,1,0,0,1,0,0
,20,1.000000,0,0,1,0,1,0,0
,21,1.000000,1,0,1,0,1,0,0
,22,4.000000,0,1,1,0,1,0,0
,23,18.000000,1,1,1,0,1,0,0
,32,188.000000,0,0,0,0,0,1,0
,33,8.000000,1,0,0,0,0,1,0
,34,38.000000,0,1,0,0,0,1,0
,35,109.000000,1,1,0,0,0,1,0
,36,25.000000,0,0,1,0,0,1,0
,37,2.000000,1,0,1,0,0,1,0
,38,16.000000,0,1,1,0,0,1,0
,39,70.000000,1,1,1,0,0,1,0
,40,6.000000,0,0,0,1,0,1,0
,44,7.000000,0,0,1,1,0,1,0
,48,296.000000,0,0,0,0,1,1,0
,49,124.000000,1,0,0,0,1,1,0
,50,126.000000,0,1,0,0,1,1,0
,51,817.000000,1,1,0,0,1,1,0
,52,98.000000,0,0,1,0,1,1,0
,53,9.000000,1,0,1,0,1,1,0
,54,83.000000,0,1,1,0,1,1,0
,55,371.000000,1,1,1,0,1,1,0
,56,52.000000,0,0,0,1,1,1,0
,57,2.000000,1,0,0,1,1,1,0
,58,1.000000,0,1,0,1,1,1,0
,59,9.000000,1,1,0,1,1,1,0
,60,57.000000,0,0,1,1,1,1,0
,61,2.000000,1,0,1,1,1,1,0
,62,17.000000,0,1,1,1,1,1,0
,63,17.000000,1,1,1,1,1,1,0
,64,21.000000,0,0,0,0,0,0,1
,66,38.000000,0,1,0,0,0,0,1
,67,119.000000,1,1,0,0,0,0,1
,68,424.000000,0,0,1,0,0,0,1
,69,1.000000,1,0,1,0,0,0,1
,70,775.000000,0,1,1,0,0,0,1
,71,2218.000000,1,1,1,0,0,0,1
,76,263.000000,0,0,1,1,0,0,1
,78,1080.000000,0,1,1,1,0,0,1
,79,1668.000000,1,1,1,1,0,0,1
,80,1.000000,0,0,0,0,1,0,1
,82,5.000000,0,1,0,0,1,0,1
,83,35.000000,1,1,0,0,1,0,1
,84,4.000000,0,0,1,0,1,0,1
,86,23.000000,0,1,1,0,1,0,1
,87,254.000000,1,1,1,0,1,0,1
,92,3.000000,0,0,1,1,1,0,1
,94,8.000000,0,1,1,1,1,0,1
,95,70.000000,1,1,1,1,1,0,1
,96,19.000000,0,0,0,0,0,1,1
,98,16.000000,0,1,0,0,0,1,1
,99,64.000000,1,1,0,0,0,1,1
,100,211.000000,0,0,1,0,0,1,1
,101,2.000000,1,0,1,0,0,1,1
,102,974.000000,0,1,1,0,0,1,1
,103,4106.000000,1,1,1,0,0,1,1
,104,6.000000,0,0,0,1,0,1,1
,106,2.000000,0,1,0,1,0,1,1
,107,1.000000,1,1,0,1,0,1,1
,108,925.000000,0,0,1,1,0,1,1
,109,2.000000,1,0,1,1,0,1,1
,110,12565.000000,0,1,1,1,0,1,1
,111,27280.000000,1,1,1,1,0,1,1
,112,71.000000,0,0,0,0,1,1,1
,113,8.000000,1,0,0,0,1,1,1
,114,90.000000,0,1,0,0,1,1,1
,115,315.000000,1,1,0,0,1,1,1
,116,295.000000,0,0,1,0,1,1,1
,117,35.000000,1,0,1,0,1,1,1
,118,2078.000000,0,1,1,0,1,1,1
,119,16467.000000,1,1,1,0,1,1,1
,120,68.000000,0,0,0,1,1,1,1
,121,2.000000,1,0,0,1,1,1,1
,122,8.000000,0,1,0,1,1,1,1
,123,8.000000,1,1,0,1,1,1,1
,124,3278.000000,0,0,1,1,1,1,1
,125,111.000000,1,0,1,1,1,1,1
,126,59342.000000,0,1,1,1,1,1,1
,127,2147620.000000,1,1,1,1,1,1,1
