"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,455.000000,0,0,0,0,0,0,0
,2,63.000000,0,1,0,0,0,0,0
,4,12.000000,0,0,1,0,0,0,0
,6,40.000000,0,1,1,0,0,0,0
,7,4.000000,1,1,1,0,0,0,0
,8,150.000000,0,0,0,1,0,0,0
,10,12.000000,0,1,0,1,0,0,0
,11,1.000000,1,1,0,1,0,0,0
,12,100.000000,0,0,1,1,0,0,0
,14,189.000000,0,1,1,1,0,0,0
,15,24.000000,1,1,1,1,0,0,0
,16,643.000000,0,0,0,0,1,0,0
,18,26.000000,0,1,0,0,1,0,0
,19,1.000000,1,1,0,0,1,0,0
,20,4.000000,0,0,1,0,1,0,0
,22,18.000000,0,1,1,0,1,0,0
,23,2.000000,1,1,1,0,1,0,0
,24,1106.000000,0,0,0,1,1,0,0
,25,3.000000,1,0,0,1,1,0,0
,26,48.000000,0,1,0,1,1,0,0
,27,5.000000,1,1,0,1,1,0,0
,28,966.000000,0,0,1,1,1,0,0
,29,1.000000,1,0,1,1,1,0,0
,30,1447.000000,0,1,1,1,1,0,0
,31,98.000000,1,1,1,1,1,0,0
,32,31.000000,0,0,0,0,0,1,0
,34,1.000000,0,1,0,0,0,1,0
,36,2.000000,0,0,1,0,0,1,0
,38,3.000000,0,1,1,0,0,1,0
,48,578.000000,0,0,0,0,1,1,0
,49,18.000000,1,0,0,0,1,1,0
,50,7.000000,0,1,0,0,1,1,0
,51,1.000000,1,1,0,0,1,1,0
,52,16.000000,0,0,1,0,1,1,0
,54,12.000000,0,1,1,0,1,1,0
,56,2756.000000,0,0,0,1,1,1,0
,57,33.000000,1,0,0,1,1,1,0
,58,58.000000,0,1,0,1,1,1,0
,59,28.000000,1,1,0,1,1,1,0
,60,984.000000,0,0,1,1,1,1,0
,61,12.000000,1,0,1,1,1,1,0
,62,680.000000,0,1,1,1,1,1,0
,63,123.000000,1,1,1,1,1,1,0
,64,83.000000,0,0,0,0,0,0,1
,65,39.000000,1,0,0,0,0,0,1
,66,42.000000,0,1,0,0,0,0,1
,67,176.000000,1,1,0,0,0,0,1
,68,4.000000,0,0,1,0,0,0,1
,69,3.000000,1,0,1,0,0,0,1
,70,37.000000,0,1,1,0,0,0,1
,71,378.000000,1,1,1,0,0,0,1
,72,4.000000,0,0,0,1,0,0,1
,73,7.000000,1,0,0,1,0,0,1
,74,1.000000,0,1,0,1,0,0,1
,75,25.000000,1,1,0,1,0,0,1
,76,7.000000,0,0,1,1,0,0,1
,78,150.000000,0,1,1,1,0,0,1
,79,722.000000,1,1,1,1,0,0,1
,80,159.000000,0,0,0,0,1,0,1
,81,23.000000,1,0,0,0,1,0,1
,82,37.000000,0,1,0,0,1,0,1
,83,238.000000,1,1,0,0,1,0,1
,84,1.000000,0,0,1,0,1,0,1
,85,2.000000,1,0,1,0,1,0,1
,86,35.000000,0,1,1,0,1,0,1
,87,286.000000,1,1,1,0,1,0,1
,88,255.000000,0,0,0,1,1,0,1
,89,122.000000,1,0,0,1,1,0,1
,90,138.000000,0,1,0,1,1,0,1
,91,431.000000,1,1,0,1,1,0,1
,92,263.000000,0,0,1,1,1,0,1
,93,49.000000,1,0,1,1,1,0,1
,94,2408.000000,0,1,1,1,1,0,1
,95,10364.000000,1,1,1,1,1,0,1
,96,13.000000,0,0,0,0,0,1,1
,97,10.000000,1,0,0,0,0,1,1
,98,5.000000,0,1,0,0,0,1,1
,99,223.000000,1,1,0,0,0,1,1
,100,3.000000,0,0,1,0,0,1,1
,101,1.000000,1,0,1,0,0,1,1
,102,6.000000,0,1,1,0,0,1,1
,103,161.000000,1,1,1,0,0,1,1
,107,6.000000,1,1,0,1,0,1,1
,110,1.000000,0,1,1,1,0,1,1
,111,72.000000,1,1,1,1,0,1,1
,112,377.000000,0,0,0,0,1,1,1
,113,1118.000000,1,0,0,0,1,1,1
,114,100.000000,0,1,0,0,1,1,1
,115,3828.000000,1,1,0,0,1,1,1
,116,10.000000,0,0,1,0,1,1,1
,117,13.000000,1,0,1,0,1,1,1
,118,42.000000,0,1,1,0,1,1,1
,119,2337.000000,1,1,1,0,1,1,1
,120,3254.000000,0,0,0,1,1,1,1
,121,5475.000000,1,0,0,1,1,1,1
,122,1938.000000,0,1,0,1,1,1,1
,123,35037.000000,1,1,0,1,1,1,1
,124,1660.000000,0,0,1,1,1,1,1
,125,1833.000000,1,0,1,1,1,1,1
,126,9308.000000,0,1,1,1,1,1,1
,127,2193177.000000,1,1,1,1,1,1,1
