"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,7.000000,0,0,0,0,0,0,0
,4,1.000000,0,0,1,0,0,0,0
,16,2.000000,0,0,0,0,1,0,0
,20,2.000000,0,0,1,0,1,0,0
,52,1.000000,0,0,1,0,1,1,0
,64,373.000000,0,0,0,0,0,0,1
,65,39.000000,1,0,0,0,0,0,1
,67,1.000000,1,1,0,0,0,0,1
,68,30.000000,0,0,1,0,0,0,1
,69,40.000000,1,0,1,0,0,0,1
,71,34.000000,1,1,1,0,0,0,1
,72,366.000000,0,0,0,1,0,0,1
,73,36.000000,1,0,0,1,0,0,1
,76,1.000000,0,0,1,1,0,0,1
,77,9.000000,1,0,1,1,0,0,1
,79,7.000000,1,1,1,1,0,0,1
,80,1029.000000,0,0,0,0,1,0,1
,81,190.000000,1,0,0,0,1,0,1
,82,4.000000,0,1,0,0,1,0,1
,83,15.000000,1,1,0,0,1,0,1
,84,158.000000,0,0,1,0,1,0,1
,85,362.000000,1,0,1,0,1,0,1
,86,73.000000,0,1,1,0,1,0,1
,87,2103.000000,1,1,1,0,1,0,1
,88,3124.000000,0,0,0,1,1,0,1
,89,904.000000,1,0,0,1,1,0,1
,90,2.000000,0,1,0,1,1,0,1
,91,38.000000,1,1,0,1,1,0,1
,92,448.000000,0,0,1,1,1,0,1
,93,1863.000000,1,0,1,1,1,0,1
,94,156.000000,0,1,1,1,1,0,1
,95,4790.000000,1,1,1,1,1,0,1
,96,1.000000,0,0,0,0,0,1,1
,104,22.000000,0,0,0,1,0,1,1
,109,2.000000,1,0,1,1,0,1,1
,112,216.000000,0,0,0,0,1,1,1
,113,9.000000,1,0,0,0,1,1,1
,114,12.000000,0,1,0,0,1,1,1
,115,2.000000,1,1,0,0,1,1,1
,116,94.000000,0,0,1,0,1,1,1
,117,82.000000,1,0,1,0,1,1,1
,118,284.000000,0,1,1,0,1,1,1
,119,3516.000000,1,1,1,0,1,1,1
,120,8558.000000,0,0,0,1,1,1,1
,121,1324.000000,1,0,0,1,1,1,1
,122,445.000000,0,1,0,1,1,1,1
,123,448.000000,1,1,0,1,1,1,1
,124,10026.000000,0,0,1,1,1,1,1
,125,20382.000000,1,0,1,1,1,1,1
,126,14546.000000,0,1,1,1,1,1,1
,127,2211081.000000,1,1,1,1,1,1,1
