"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,123.000000,0,0,0,0,0,0,0
,2,46.000000,0,1,0,0,0,0,0
,8,2.000000,0,0,0,1,0,0,0
,16,137.000000,0,0,0,0,1,0,0
,18,18.000000,0,1,0,0,1,0,0
,19,1.000000,1,1,0,0,1,0,0
,24,23.000000,0,0,0,1,1,0,0
,25,4.000000,1,0,0,1,1,0,0
,26,23.000000,0,1,0,1,1,0,0
,27,8.000000,1,1,0,1,1,0,0
,32,19.000000,0,0,0,0,0,1,0
,33,6.000000,1,0,0,0,0,1,0
,34,19.000000,0,1,0,0,0,1,0
,35,28.000000,1,1,0,0,0,1,0
,38,1.000000,0,1,1,0,0,1,0
,39,14.000000,1,1,1,0,0,1,0
,41,3.000000,1,0,0,1,0,1,0
,42,1.000000,0,1,0,1,0,1,0
,43,4.000000,1,1,0,1,0,1,0
,47,1.000000,1,1,1,1,0,1,0
,48,2.000000,0,0,0,0,1,1,0
,49,7.000000,1,0,0,0,1,1,0
,50,3.000000,0,1,0,0,1,1,0
,51,16.000000,1,1,0,0,1,1,0
,56,2.000000,0,0,0,1,1,1,0
,57,32.000000,1,0,0,1,1,1,0
,58,9.000000,0,1,0,1,1,1,0
,59,61.000000,1,1,0,1,1,1,0
,62,1.000000,0,1,1,1,1,1,0
,63,1.000000,1,1,1,1,1,1,0
,64,73.000000,0,0,0,0,0,0,1
,66,865.000000,0,1,0,0,0,0,1
,67,5.000000,1,1,0,0,0,0,1
,68,1.000000,0,0,1,0,0,0,1
,70,972.000000,0,1,1,0,0,0,1
,71,3.000000,1,1,1,0,0,0,1
,74,10.000000,0,1,0,1,0,0,1
,75,1.000000,1,1,0,1,0,0,1
,78,8.000000,0,1,1,1,0,0,1
,80,83.000000,0,0,0,0,1,0,1
,82,1091.000000,0,1,0,0,1,0,1
,83,34.000000,1,1,0,0,1,0,1
,86,1883.000000,0,1,1,0,1,0,1
,87,66.000000,1,1,1,0,1,0,1
,88,147.000000,0,0,0,1,1,0,1
,89,6.000000,1,0,0,1,1,0,1
,90,3166.000000,0,1,0,1,1,0,1
,91,248.000000,1,1,0,1,1,0,1
,94,2825.000000,0,1,1,1,1,0,1
,95,239.000000,1,1,1,1,1,0,1
,96,2.000000,0,0,0,0,0,1,1
,97,9.000000,1,0,0,0,0,1,1
,98,155.000000,0,1,0,0,0,1,1
,99,213.000000,1,1,0,0,0,1,1
,102,782.000000,0,1,1,0,0,1,1
,103,3340.000000,1,1,1,0,0,1,1
,107,18.000000,1,1,0,1,0,1,1
,110,3.000000,0,1,1,1,0,1,1
,111,27.000000,1,1,1,1,0,1,1
,112,2.000000,0,0,0,0,1,1,1
,113,3.000000,1,0,0,0,1,1,1
,114,486.000000,0,1,0,0,1,1,1
,115,1312.000000,1,1,0,0,1,1,1
,118,7236.000000,0,1,1,0,1,1,1
,119,63219.000000,1,1,1,0,1,1,1
,120,3.000000,0,0,0,1,1,1,1
,121,43.000000,1,0,0,1,1,1,1
,122,2362.000000,0,1,0,1,1,1,1
,123,10603.000000,1,1,0,1,1,1,1
,126,17203.000000,0,1,1,1,1,1,1
,127,2167896.000000,1,1,1,1,1,1,1
