"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,37.000000,0,0,0,0,0,0,0
,1,48.000000,1,0,0,0,0,0,0
,3,8.000000,1,1,0,0,0,0,0
,4,1.000000,0,0,1,0,0,0,0
,8,174.000000,0,0,0,1,0,0,0
,9,36.000000,1,0,0,1,0,0,0
,10,1.000000,0,1,0,1,0,0,0
,11,8.000000,1,1,0,1,0,0,0
,12,70.000000,0,0,1,1,0,0,0
,13,1.000000,1,0,1,1,0,0,0
,16,1.000000,0,0,0,0,1,0,0
,24,1.000000,0,0,0,1,1,0,0
,25,1.000000,1,0,0,1,1,0,0
,28,16.000000,0,0,1,1,1,0,0
,32,62.000000,0,0,0,0,0,1,0
,33,69.000000,1,0,0,0,0,1,0
,35,23.000000,1,1,0,0,0,1,0
,40,204.000000,0,0,0,1,0,1,0
,41,167.000000,1,0,0,1,0,1,0
,43,65.000000,1,1,0,1,0,1,0
,44,91.000000,0,0,1,1,0,1,0
,45,32.000000,1,0,1,1,0,1,0
,47,32.000000,1,1,1,1,0,1,0
,48,7.000000,0,0,0,0,1,1,0
,49,4.000000,1,0,0,0,1,1,0
,51,29.000000,1,1,0,0,1,1,0
,56,80.000000,0,0,0,1,1,1,0
,57,177.000000,1,0,0,1,1,1,0
,59,586.000000,1,1,0,1,1,1,0
,60,377.000000,0,0,1,1,1,1,0
,61,317.000000,1,0,1,1,1,1,0
,63,260.000000,1,1,1,1,1,1,0
,64,177.000000,0,0,0,0,0,0,1
,65,80.000000,1,0,0,0,0,0,1
,66,14.000000,0,1,0,0,0,0,1
,67,104.000000,1,1,0,0,0,0,1
,68,2.000000,0,0,1,0,0,0,1
,69,3.000000,1,0,1,0,0,0,1
,70,1.000000,0,1,1,0,0,0,1
,71,2.000000,1,1,1,0,0,0,1
,72,487.000000,0,0,0,1,0,0,1
,73,146.000000,1,0,0,1,0,0,1
,74,57.000000,0,1,0,1,0,0,1
,75,347.000000,1,1,0,1,0,0,1
,76,1056.000000,0,0,1,1,0,0,1
,77,182.000000,1,0,1,1,0,0,1
,78,41.000000,0,1,1,1,0,0,1
,79,282.000000,1,1,1,1,0,0,1
,88,2.000000,0,0,0,1,1,0,1
,92,49.000000,0,0,1,1,1,0,1
,93,7.000000,1,0,1,1,1,0,1
,96,22.000000,0,0,0,0,0,1,1
,97,19.000000,1,0,0,0,0,1,1
,99,140.000000,1,1,0,0,0,1,1
,103,3.000000,1,1,1,0,0,1,1
,104,330.000000,0,0,0,1,0,1,1
,105,728.000000,1,0,0,1,0,1,1
,106,25.000000,0,1,0,1,0,1,1
,107,4992.000000,1,1,0,1,0,1,1
,108,1551.000000,0,0,1,1,0,1,1
,109,4265.000000,1,0,1,1,0,1,1
,110,38.000000,0,1,1,1,0,1,1
,111,15394.000000,1,1,1,1,0,1,1
,113,3.000000,1,0,0,0,1,1,1
,115,45.000000,1,1,0,0,1,1,1
,120,71.000000,0,0,0,1,1,1,1
,121,946.000000,1,0,0,1,1,1,1
,122,3.000000,0,1,0,1,1,1,1
,123,16370.000000,1,1,0,1,1,1,1
,124,2010.000000,0,0,1,1,1,1,1
,125,27258.000000,1,0,1,1,1,1,1
,126,16.000000,0,1,1,1,1,1,1
,127,2207005.000000,1,1,1,1,1,1,1
