"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,238.000000,0,0,0,0,0,0,0
,2,5.000000,0,1,0,0,0,0,0
,3,1.000000,1,1,0,0,0,0,0
,4,3.000000,0,0,1,0,0,0,0
,6,2.000000,0,1,1,0,0,0,0
,8,1071.000000,0,0,0,1,0,0,0
,9,6.000000,1,0,0,1,0,0,0
,10,33.000000,0,1,0,1,0,0,0
,11,4.000000,1,1,0,1,0,0,0
,12,24.000000,0,0,1,1,0,0,0
,13,2.000000,1,0,1,1,0,0,0
,14,12.000000,0,1,1,1,0,0,0
,15,6.000000,1,1,1,1,0,0,0
,16,108.000000,0,0,0,0,1,0,0
,17,5.000000,1,0,0,0,1,0,0
,18,1.000000,0,1,0,0,1,0,0
,19,2.000000,1,1,0,0,1,0,0
,20,4.000000,0,0,1,0,1,0,0
,24,3316.000000,0,0,0,1,1,0,0
,25,1071.000000,1,0,0,1,1,0,0
,26,135.000000,0,1,0,1,1,0,0
,27,366.000000,1,1,0,1,1,0,0
,28,115.000000,0,0,1,1,1,0,0
,29,38.000000,1,0,1,1,1,0,0
,30,47.000000,0,1,1,1,1,0,0
,31,90.000000,1,1,1,1,1,0,0
,32,4.000000,0,0,0,0,0,1,0
,33,1.000000,1,0,0,0,0,1,0
,38,1.000000,0,1,1,0,0,1,0
,40,1143.000000,0,0,0,1,0,1,0
,41,13.000000,1,0,0,1,0,1,0
,42,50.000000,0,1,0,1,0,1,0
,43,7.000000,1,1,0,1,0,1,0
,44,1453.000000,0,0,1,1,0,1,0
,45,17.000000,1,0,1,1,0,1,0
,46,478.000000,0,1,1,1,0,1,0
,47,55.000000,1,1,1,1,0,1,0
,50,1.000000,0,1,0,0,1,1,0
,54,1.000000,0,1,1,0,1,1,0
,56,7555.000000,0,0,0,1,1,1,0
,57,1631.000000,1,0,0,1,1,1,0
,58,872.000000,0,1,0,1,1,1,0
,59,1303.000000,1,1,0,1,1,1,0
,60,3927.000000,0,0,1,1,1,1,0
,61,894.000000,1,0,1,1,1,1,0
,62,2632.000000,0,1,1,1,1,1,0
,63,2576.000000,1,1,1,1,1,1,0
,64,23.000000,0,0,0,0,0,0,1
,65,1.000000,1,0,0,0,0,0,1
,66,15.000000,0,1,0,0,0,0,1
,67,8.000000,1,1,0,0,0,0,1
,70,6.000000,0,1,1,0,0,0,1
,71,25.000000,1,1,1,0,0,0,1
,72,31.000000,0,0,0,1,0,0,1
,73,12.000000,1,0,0,1,0,0,1
,74,41.000000,0,1,0,1,0,0,1
,75,110.000000,1,1,0,1,0,0,1
,76,4.000000,0,0,1,1,0,0,1
,77,3.000000,1,0,1,1,0,0,1
,78,45.000000,0,1,1,1,0,0,1
,79,215.000000,1,1,1,1,0,0,1
,80,3.000000,0,0,0,0,1,0,1
,81,8.000000,1,0,0,0,1,0,1
,82,3.000000,0,1,0,0,1,0,1
,83,75.000000,1,1,0,0,1,0,1
,85,1.000000,1,0,1,0,1,0,1
,86,1.000000,0,1,1,0,1,0,1
,87,66.000000,1,1,1,0,1,0,1
,88,432.000000,0,0,0,1,1,0,1
,89,1895.000000,1,0,0,1,1,0,1
,90,349.000000,0,1,0,1,1,0,1
,91,7136.000000,1,1,0,1,1,0,1
,92,89.000000,0,0,1,1,1,0,1
,93,181.000000,1,0,1,1,1,0,1
,94,285.000000,0,1,1,1,1,0,1
,95,9831.000000,1,1,1,1,1,0,1
,97,2.000000,1,0,0,0,0,1,1
,98,1.000000,0,1,0,0,0,1,1
,99,5.000000,1,1,0,0,0,1,1
,103,6.000000,1,1,1,0,0,1,1
,104,39.000000,0,0,0,1,0,1,1
,105,25.000000,1,0,0,1,0,1,1
,106,99.000000,0,1,0,1,0,1,1
,107,236.000000,1,1,0,1,0,1,1
,108,149.000000,0,0,1,1,0,1,1
,109,51.000000,1,0,1,1,0,1,1
,110,1093.000000,0,1,1,1,0,1,1
,111,2149.000000,1,1,1,1,0,1,1
,119,3.000000,1,1,1,0,1,1,1
,120,2444.000000,0,0,0,1,1,1,1
,121,4224.000000,1,0,0,1,1,1,1
,122,3273.000000,0,1,0,1,1,1,1
,123,145523.000000,1,1,0,1,1,1,1
,124,3311.000000,0,0,1,1,1,1,1
,125,4875.000000,1,0,1,1,1,1,1
,126,19593.000000,0,1,1,1,1,1,1
,127,2047944.000000,1,1,1,1,1,1,1
