"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,526.000000,0,0,0,0,0,0,0
,1,46.000000,1,0,0,0,0,0,0
,2,66.000000,0,1,0,0,0,0,0
,3,193.000000,1,1,0,0,0,0,0
,4,6.000000,0,0,1,0,0,0,0
,6,22.000000,0,1,1,0,0,0,0
,7,155.000000,1,1,1,0,0,0,0
,8,276.000000,0,0,0,1,0,0,0
,9,5.000000,1,0,0,1,0,0,0
,10,24.000000,0,1,0,1,0,0,0
,11,45.000000,1,1,0,1,0,0,0
,12,21.000000,0,0,1,1,0,0,0
,13,2.000000,1,0,1,1,0,0,0
,14,36.000000,0,1,1,1,0,0,0
,15,143.000000,1,1,1,1,0,0,0
,16,651.000000,0,0,0,0,1,0,0
,17,33.000000,1,0,0,0,1,0,0
,18,25.000000,0,1,0,0,1,0,0
,19,224.000000,1,1,0,0,1,0,0
,20,7.000000,0,0,1,0,1,0,0
,22,14.000000,0,1,1,0,1,0,0
,23,156.000000,1,1,1,0,1,0,0
,24,1071.000000,0,0,0,1,1,0,0
,25,199.000000,1,0,0,1,1,0,0
,26,160.000000,0,1,0,1,1,0,0
,27,867.000000,1,1,0,1,1,0,0
,28,191.000000,0,0,1,1,1,0,0
,29,32.000000,1,0,1,1,1,0,0
,30,237.000000,0,1,1,1,1,0,0
,31,1424.000000,1,1,1,1,1,0,0
,32,16.000000,0,0,0,0,0,1,0
,33,9.000000,1,0,0,0,0,1,0
,34,3.000000,0,1,0,0,0,1,0
,35,106.000000,1,1,0,0,0,1,0
,36,1.000000,0,0,1,0,0,1,0
,38,3.000000,0,1,1,0,0,1,0
,39,36.000000,1,1,1,0,0,1,0
,41,1.000000,1,0,0,1,0,1,0
,43,10.000000,1,1,0,1,0,1,0
,47,10.000000,1,1,1,1,0,1,0
,48,745.000000,0,0,0,0,1,1,0
,49,818.000000,1,0,0,0,1,1,0
,50,42.000000,0,1,0,0,1,1,0
,51,2585.000000,1,1,0,0,1,1,0
,52,19.000000,0,0,1,0,1,1,0
,53,5.000000,1,0,1,0,1,1,0
,54,27.000000,0,1,1,0,1,1,0
,55,788.000000,1,1,1,0,1,1,0
,56,4107.000000,0,0,0,1,1,1,0
,57,6206.000000,1,0,0,1,1,1,0
,58,947.000000,0,1,0,1,1,1,0
,59,31977.000000,1,1,0,1,1,1,0
,60,277.000000,0,0,1,1,1,1,0
,61,879.000000,1,0,1,1,1,1,0
,62,426.000000,0,1,1,1,1,1,0
,63,46044.000000,1,1,1,1,1,1,0
,64,1.000000,0,0,0,0,0,0,1
,65,4.000000,1,0,0,0,0,0,1
,67,15.000000,1,1,0,0,0,0,1
,68,7.000000,0,0,1,0,0,0,1
,70,8.000000,0,1,1,0,0,0,1
,71,91.000000,1,1,1,0,0,0,1
,72,42.000000,0,0,0,1,0,0,1
,73,7.000000,1,0,0,1,0,0,1
,74,13.000000,0,1,0,1,0,0,1
,75,51.000000,1,1,0,1,0,0,1
,76,108.000000,0,0,1,1,0,0,1
,77,10.000000,1,0,1,1,0,0,1
,78,427.000000,0,1,1,1,0,0,1
,79,859.000000,1,1,1,1,0,0,1
,82,2.000000,0,1,0,0,1,0,1
,83,13.000000,1,1,0,0,1,0,1
,86,2.000000,0,1,1,0,1,0,1
,87,35.000000,1,1,1,0,1,0,1
,88,645.000000,0,0,0,1,1,0,1
,89,113.000000,1,0,0,1,1,0,1
,90,134.000000,0,1,0,1,1,0,1
,91,544.000000,1,1,0,1,1,0,1
,92,865.000000,0,0,1,1,1,0,1
,93,186.000000,1,0,1,1,1,0,1
,94,3527.000000,0,1,1,1,1,0,1
,95,14095.000000,1,1,1,1,1,0,1
,103,4.000000,1,1,1,0,0,1,1
,107,2.000000,1,1,0,1,0,1,1
,110,1.000000,0,1,1,1,0,1,1
,111,24.000000,1,1,1,1,0,1,1
,112,1.000000,0,0,0,0,1,1,1
,115,20.000000,1,1,0,0,1,1,1
,117,1.000000,1,0,1,0,1,1,1
,119,75.000000,1,1,1,0,1,1,1
,120,2587.000000,0,0,0,1,1,1,1
,121,2478.000000,1,0,0,1,1,1,1
,122,868.000000,0,1,0,1,1,1,1
,123,34504.000000,1,1,0,1,1,1,1
,124,2093.000000,0,0,1,1,1,1,1
,125,2220.000000,1,0,1,1,1,1,1
,126,6176.000000,0,1,1,1,1,1,1
,127,2111456.000000,1,1,1,1,1,1,1
