"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,490.000000,0,0,0,0,0,0,0
,1,473.000000,1,0,0,0,0,0,0
,2,130.000000,0,1,0,0,0,0,0
,3,199.000000,1,1,0,0,0,0,0
,4,2.000000,0,0,1,0,0,0,0
,8,126.000000,0,0,0,1,0,0,0
,9,132.000000,1,0,0,1,0,0,0
,10,34.000000,0,1,0,1,0,0,0
,11,96.000000,1,1,0,1,0,0,0
,12,2.000000,0,0,1,1,0,0,0
,13,1.000000,1,0,1,1,0,0,0
,16,120.000000,0,0,0,0,1,0,0
,17,126.000000,1,0,0,0,1,0,0
,18,398.000000,0,1,0,0,1,0,0
,19,546.000000,1,1,0,0,1,0,0
,20,24.000000,0,0,1,0,1,0,0
,22,155.000000,0,1,1,0,1,0,0
,23,115.000000,1,1,1,0,1,0,0
,24,68.000000,0,0,0,1,1,0,0
,25,85.000000,1,0,0,1,1,0,0
,26,186.000000,0,1,0,1,1,0,0
,27,729.000000,1,1,0,1,1,0,0
,28,22.000000,0,0,1,1,1,0,0
,29,1.000000,1,0,1,1,1,0,0
,30,134.000000,0,1,1,1,1,0,0
,31,548.000000,1,1,1,1,1,0,0
,32,1.000000,0,0,0,0,0,1,0
,33,49.000000,1,0,0,0,0,1,0
,34,15.000000,0,1,0,0,0,1,0
,35,461.000000,1,1,0,0,0,1,0
,41,2.000000,1,0,0,1,0,1,0
,43,53.000000,1,1,0,1,0,1,0
,49,4.000000,1,0,0,0,1,1,0
,50,84.000000,0,1,0,0,1,1,0
,51,2385.000000,1,1,0,0,1,1,0
,54,382.000000,0,1,1,0,1,1,0
,55,4066.000000,1,1,1,0,1,1,0
,58,14.000000,0,1,0,1,1,1,0
,59,2686.000000,1,1,0,1,1,1,0
,62,378.000000,0,1,1,1,1,1,0
,63,16073.000000,1,1,1,1,1,1,0
,64,9.000000,0,0,0,0,0,0,1
,65,20.000000,1,0,0,0,0,0,1
,67,3.000000,1,1,0,0,0,0,1
,72,372.000000,0,0,0,1,0,0,1
,73,491.000000,1,0,0,1,0,0,1
,74,40.000000,0,1,0,1,0,0,1
,75,245.000000,1,1,0,1,0,0,1
,76,9.000000,0,0,1,1,0,0,1
,77,2.000000,1,0,1,1,0,0,1
,78,3.000000,0,1,1,1,0,0,1
,79,2.000000,1,1,1,1,0,0,1
,80,4.000000,0,0,0,0,1,0,1
,81,11.000000,1,0,0,0,1,0,1
,82,2.000000,0,1,0,0,1,0,1
,83,47.000000,1,1,0,0,1,0,1
,86,1.000000,0,1,1,0,1,0,1
,87,16.000000,1,1,1,0,1,0,1
,88,277.000000,0,0,0,1,1,0,1
,89,436.000000,1,0,0,1,1,0,1
,90,512.000000,0,1,0,1,1,0,1
,91,5530.000000,1,1,0,1,1,0,1
,92,316.000000,0,0,1,1,1,0,1
,93,65.000000,1,0,1,1,1,0,1
,94,2982.000000,0,1,1,1,1,0,1
,95,15758.000000,1,1,1,1,1,0,1
,99,3.000000,1,1,0,0,0,1,1
,105,8.000000,1,0,0,1,0,1,1
,107,83.000000,1,1,0,1,0,1,1
,115,56.000000,1,1,0,0,1,1,1
,118,13.000000,0,1,1,0,1,1,1
,119,180.000000,1,1,1,0,1,1,1
,121,3.000000,1,0,0,1,1,1,1
,122,19.000000,0,1,0,1,1,1,1
,123,7749.000000,1,1,0,1,1,1,1
,126,3715.000000,0,1,1,1,1,1,1
,127,2216681.000000,1,1,1,1,1,1,1
