"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,104.000000,0,0,0,0,0,0,0
,2,24.000000,0,1,0,0,0,0,0
,3,1.000000,1,1,0,0,0,0,0
,4,20.000000,0,0,1,0,0,0,0
,8,12.000000,0,0,0,1,0,0,0
,12,6.000000,0,0,1,1,0,0,0
,13,1.000000,1,0,1,1,0,0,0
,32,21.000000,0,0,0,0,0,1,0
,34,12.000000,0,1,0,0,0,1,0
,35,4.000000,1,1,0,0,0,1,0
,36,2.000000,0,0,1,0,0,1,0
,40,738.000000,0,0,0,1,0,1,0
,41,6.000000,1,0,0,1,0,1,0
,42,209.000000,0,1,0,1,0,1,0
,43,303.000000,1,1,0,1,0,1,0
,44,360.000000,0,0,1,1,0,1,0
,45,1.000000,1,0,1,1,0,1,0
,46,48.000000,0,1,1,1,0,1,0
,47,97.000000,1,1,1,1,0,1,0
,56,162.000000,0,0,0,1,1,1,0
,57,7.000000,1,0,0,1,1,1,0
,58,137.000000,0,1,0,1,1,1,0
,59,1606.000000,1,1,0,1,1,1,0
,60,1098.000000,0,0,1,1,1,1,0
,61,14.000000,1,0,1,1,1,1,0
,62,646.000000,0,1,1,1,1,1,0
,63,2806.000000,1,1,1,1,1,1,0
,64,83.000000,0,0,0,0,0,0,1
,66,5.000000,0,1,0,0,0,0,1
,68,11.000000,0,0,1,0,0,0,1
,69,1.000000,1,0,1,0,0,0,1
,71,1.000000,1,1,1,0,0,0,1
,72,17.000000,0,0,0,1,0,0,1
,74,3.000000,0,1,0,1,0,0,1
,75,8.000000,1,1,0,1,0,0,1
,76,46.000000,0,0,1,1,0,0,1
,77,1.000000,1,0,1,1,0,0,1
,78,1.000000,0,1,1,1,0,0,1
,79,2.000000,1,1,1,1,0,0,1
,92,1.000000,0,0,1,1,1,0,1
,96,18.000000,0,0,0,0,0,1,1
,97,1.000000,1,0,0,0,0,1,1
,98,3.000000,0,1,0,0,0,1,1
,99,12.000000,1,1,0,0,0,1,1
,100,3.000000,0,0,1,0,0,1,1
,104,711.000000,0,0,0,1,0,1,1
,105,80.000000,1,0,0,1,0,1,1
,106,404.000000,0,1,0,1,0,1,1
,107,2572.000000,1,1,0,1,0,1,1
,108,3874.000000,0,0,1,1,0,1,1
,109,140.000000,1,0,1,1,0,1,1
,110,2614.000000,0,1,1,1,0,1,1
,111,7375.000000,1,1,1,1,0,1,1
,120,44.000000,0,0,0,1,1,1,1
,121,10.000000,1,0,0,1,1,1,1
,122,217.000000,0,1,0,1,1,1,1
,123,4331.000000,1,1,0,1,1,1,1
,124,5766.000000,0,0,1,1,1,1,1
,125,522.000000,1,0,1,1,1,1,1
,126,28309.000000,0,1,1,1,1,1,1
,127,2221627.000000,1,1,1,1,1,1,1
