"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,74.000000,0,0,0,0,0,0,0
,2,1.000000,0,1,0,0,0,0,0
,3,1.000000,1,1,0,0,0,0,0
,4,2.000000,0,0,1,0,0,0,0
,6,4.000000,0,1,1,0,0,0,0
,7,1.000000,1,1,1,0,0,0,0
,8,23.000000,0,0,0,1,0,0,0
,16,123.000000,0,0,0,0,1,0,0
,17,1.000000,1,0,0,0,1,0,0
,20,6.000000,0,0,1,0,1,0,0
,22,19.000000,0,1,1,0,1,0,0
,23,48.000000,1,1,1,0,1,0,0
,24,20.000000,0,0,0,1,1,0,0
,28,1.000000,0,0,1,1,1,0,0
,30,1.000000,0,1,1,1,1,0,0
,32,15.000000,0,0,0,0,0,1,0
,40,35.000000,0,0,0,1,0,1,0
,48,70.000000,0,0,0,0,1,1,0
,50,1.000000,0,1,0,0,1,1,0
,52,11.000000,0,0,1,0,1,1,0
,54,31.000000,0,1,1,0,1,1,0
,55,37.000000,1,1,1,0,1,1,0
,56,108.000000,0,0,0,1,1,1,0
,58,1.000000,0,1,0,1,1,1,0
,60,42.000000,0,0,1,1,1,1,0
,62,91.000000,0,1,1,1,1,1,0
,63,43.000000,1,1,1,1,1,1,0
,64,397.000000,0,0,0,0,0,0,1
,65,191.000000,1,0,0,0,0,0,1
,66,5.000000,0,1,0,0,0,0,1
,67,69.000000,1,1,0,0,0,0,1
,68,8.000000,0,0,1,0,0,0,1
,69,7.000000,1,0,1,0,0,0,1
,70,16.000000,0,1,1,0,0,0,1
,71,199.000000,1,1,1,0,0,0,1
,72,961.000000,0,0,0,1,0,0,1
,73,596.000000,1,0,0,1,0,0,1
,74,3.000000,0,1,0,1,0,0,1
,75,40.000000,1,1,0,1,0,0,1
,77,6.000000,1,0,1,1,0,0,1
,78,5.000000,0,1,1,1,0,0,1
,79,133.000000,1,1,1,1,0,0,1
,80,351.000000,0,0,0,0,1,0,1
,81,86.000000,1,0,0,0,1,0,1
,82,9.000000,0,1,0,0,1,0,1
,83,33.000000,1,1,0,0,1,0,1
,84,26.000000,0,0,1,0,1,0,1
,85,10.000000,1,0,1,0,1,0,1
,86,86.000000,0,1,1,0,1,0,1
,87,1429.000000,1,1,1,0,1,0,1
,88,506.000000,0,0,0,1,1,0,1
,89,516.000000,1,0,0,1,1,0,1
,90,19.000000,0,1,0,1,1,0,1
,91,184.000000,1,1,0,1,1,0,1
,92,32.000000,0,0,1,1,1,0,1
,93,49.000000,1,0,1,1,1,0,1
,94,108.000000,0,1,1,1,1,0,1
,95,2039.000000,1,1,1,1,1,0,1
,96,16.000000,0,0,0,0,0,1,1
,97,6.000000,1,0,0,0,0,1,1
,103,10.000000,1,1,1,0,0,1,1
,104,719.000000,0,0,0,1,0,1,1
,105,161.000000,1,0,0,1,0,1,1
,107,15.000000,1,1,0,1,0,1,1
,110,5.000000,0,1,1,1,0,1,1
,111,38.000000,1,1,1,1,0,1,1
,112,94.000000,0,0,0,0,1,1,1
,113,37.000000,1,0,0,0,1,1,1
,114,1.000000,0,1,0,0,1,1,1
,115,15.000000,1,1,0,0,1,1,1
,116,29.000000,0,0,1,0,1,1,1
,117,11.000000,1,0,1,0,1,1,1
,118,127.000000,0,1,1,0,1,1,1
,119,1397.000000,1,1,1,0,1,1,1
,120,11119.000000,0,0,0,1,1,1,1
,121,4505.000000,1,0,0,1,1,1,1
,122,1426.000000,0,1,0,1,1,1,1
,123,2978.000000,1,1,0,1,1,1,1
,124,6094.000000,0,0,1,1,1,1,1
,125,4997.000000,1,0,1,1,1,1,1
,126,24633.000000,0,1,1,1,1,1,1
,127,2219896.000000,1,1,1,1,1,1,1
