"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,8.000000,0,0,0,0,0,0,0
,1,1.000000,1,0,0,0,0,0,0
,4,1.000000,0,0,1,0,0,0,0
,16,37.000000,0,0,0,0,1,0,0
,20,2.000000,0,0,1,0,1,0,0
,48,8.000000,0,0,0,0,1,1,0
,55,1.000000,1,1,1,0,1,1,0
,56,1.000000,0,0,0,1,1,1,0
,64,525.000000,0,0,0,0,0,0,1
,65,79.000000,1,0,0,0,0,0,1
,66,1.000000,0,1,0,0,0,0,1
,68,22.000000,0,0,1,0,0,0,1
,69,140.000000,1,0,1,0,0,0,1
,70,2.000000,0,1,1,0,0,0,1
,71,67.000000,1,1,1,0,0,0,1
,72,976.000000,0,0,0,1,0,0,1
,73,67.000000,1,0,0,1,0,0,1
,76,3.000000,0,0,1,1,0,0,1
,77,52.000000,1,0,1,1,0,0,1
,79,20.000000,1,1,1,1,0,0,1
,80,768.000000,0,0,0,0,1,0,1
,81,86.000000,1,0,0,0,1,0,1
,82,8.000000,0,1,0,0,1,0,1
,84,61.000000,0,0,1,0,1,0,1
,85,374.000000,1,0,1,0,1,0,1
,86,29.000000,0,1,1,0,1,0,1
,87,1543.000000,1,1,1,0,1,0,1
,88,2270.000000,0,0,0,1,1,0,1
,89,535.000000,1,0,0,1,1,0,1
,90,7.000000,0,1,0,1,1,0,1
,91,3.000000,1,1,0,1,1,0,1
,92,209.000000,0,0,1,1,1,0,1
,93,1560.000000,1,0,1,1,1,0,1
,94,71.000000,0,1,1,1,1,0,1
,95,2412.000000,1,1,1,1,1,0,1
,96,2.000000,0,0,0,0,0,1,1
,104,188.000000,0,0,0,1,0,1,1
,105,4.000000,1,0,0,1,0,1,1
,109,4.000000,1,0,1,1,0,1,1
,112,206.000000,0,0,0,0,1,1,1
,113,16.000000,1,0,0,0,1,1,1
,114,31.000000,0,1,0,0,1,1,1
,115,3.000000,1,1,0,0,1,1,1
,116,43.000000,0,0,1,0,1,1,1
,117,80.000000,1,0,1,0,1,1,1
,118,119.000000,0,1,1,0,1,1,1
,119,2179.000000,1,1,1,0,1,1,1
,120,11219.000000,0,0,0,1,1,1,1
,121,2095.000000,1,0,0,1,1,1,1
,122,1097.000000,0,1,0,1,1,1,1
,123,439.000000,1,1,0,1,1,1,1
,124,7373.000000,0,0,1,1,1,1,1
,125,27817.000000,1,0,1,1,1,1,1
,126,9964.000000,0,1,1,1,1,1,1
,127,2212430.000000,1,1,1,1,1,1,1
