"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,410.000000,0,0,0,0,0,0,0
,1,15.000000,1,0,0,0,0,0,0
,2,95.000000,0,1,0,0,0,0,0
,3,74.000000,1,1,0,0,0,0,0
,4,1.000000,0,0,1,0,0,0,0
,7,1.000000,1,1,1,0,0,0,0
,8,93.000000,0,0,0,1,0,0,0
,10,15.000000,0,1,0,1,0,0,0
,16,404.000000,0,0,0,0,1,0,0
,17,16.000000,1,0,0,0,1,0,0
,18,46.000000,0,1,0,0,1,0,0
,19,14.000000,1,1,0,0,1,0,0
,20,40.000000,0,0,1,0,1,0,0
,22,8.000000,0,1,1,0,1,0,0
,23,3.000000,1,1,1,0,1,0,0
,24,209.000000,0,0,0,1,1,0,0
,26,1.000000,0,1,0,1,1,0,0
,27,1.000000,1,1,0,1,1,0,0
,28,78.000000,0,0,1,1,1,0,0
,30,1.000000,0,1,1,1,1,0,0
,31,1.000000,1,1,1,1,1,0,0
,32,7.000000,0,0,0,0,0,1,0
,34,5.000000,0,1,0,0,0,1,0
,35,19.000000,1,1,0,0,0,1,0
,36,36.000000,0,0,1,0,0,1,0
,38,37.000000,0,1,1,0,0,1,0
,39,143.000000,1,1,1,0,0,1,0
,42,1.000000,0,1,0,1,0,1,0
,43,1.000000,1,1,0,1,0,1,0
,47,1.000000,1,1,1,1,0,1,0
,48,9.000000,0,0,0,0,1,1,0
,50,9.000000,0,1,0,0,1,1,0
,51,5.000000,1,1,0,0,1,1,0
,52,257.000000,0,0,1,0,1,1,0
,53,6.000000,1,0,1,0,1,1,0
,54,955.000000,0,1,1,0,1,1,0
,55,1264.000000,1,1,1,0,1,1,0
,56,16.000000,0,0,0,1,1,1,0
,59,2.000000,1,1,0,1,1,1,0
,60,462.000000,0,0,1,1,1,1,0
,62,567.000000,0,1,1,1,1,1,0
,63,304.000000,1,1,1,1,1,1,0
,64,390.000000,0,0,0,0,0,0,1
,65,128.000000,1,0,0,0,0,0,1
,66,102.000000,0,1,0,0,0,0,1
,67,526.000000,1,1,0,0,0,0,1
,69,2.000000,1,0,1,0,0,0,1
,70,1.000000,0,1,1,0,0,0,1
,71,22.000000,1,1,1,0,0,0,1
,72,930.000000,0,0,0,1,0,0,1
,73,629.000000,1,0,0,1,0,0,1
,74,79.000000,0,1,0,1,0,0,1
,75,1003.000000,1,1,0,1,0,0,1
,76,2.000000,0,0,1,1,0,0,1
,78,5.000000,0,1,1,1,0,0,1
,79,38.000000,1,1,1,1,0,0,1
,80,252.000000,0,0,0,0,1,0,1
,81,46.000000,1,0,0,0,1,0,1
,82,46.000000,0,1,0,0,1,0,1
,83,150.000000,1,1,0,0,1,0,1
,84,39.000000,0,0,1,0,1,0,1
,85,9.000000,1,0,1,0,1,0,1
,86,20.000000,0,1,1,0,1,0,1
,87,70.000000,1,1,1,0,1,0,1
,88,3998.000000,0,0,0,1,1,0,1
,89,1493.000000,1,0,0,1,1,0,1
,90,624.000000,0,1,0,1,1,0,1
,91,3510.000000,1,1,0,1,1,0,1
,92,1268.000000,0,0,1,1,1,0,1
,93,446.000000,1,0,1,1,1,0,1
,94,803.000000,0,1,1,1,1,0,1
,95,2830.000000,1,1,1,1,1,0,1
,96,1.000000,0,0,0,0,0,1,1
,98,8.000000,0,1,0,0,0,1,1
,99,75.000000,1,1,0,0,0,1,1
,100,6.000000,0,0,1,0,0,1,1
,101,1.000000,1,0,1,0,0,1,1
,102,49.000000,0,1,1,0,0,1,1
,103,384.000000,1,1,1,0,0,1,1
,104,3.000000,0,0,0,1,0,1,1
,106,12.000000,0,1,0,1,0,1,1
,107,111.000000,1,1,0,1,0,1,1
,108,7.000000,0,0,1,1,0,1,1
,110,25.000000,0,1,1,1,0,1,1
,111,238.000000,1,1,1,1,0,1,1
,112,16.000000,0,0,0,0,1,1,1
,113,4.000000,1,0,0,0,1,1,1
,114,24.000000,0,1,0,0,1,1,1
,115,83.000000,1,1,0,0,1,1,1
,116,176.000000,0,0,1,0,1,1,1
,117,19.000000,1,0,1,0,1,1,1
,118,1173.000000,0,1,1,0,1,1,1
,119,6153.000000,1,1,1,0,1,1,1
,120,386.000000,0,0,0,1,1,1,1
,121,220.000000,1,0,0,1,1,1,1
,122,410.000000,0,1,0,1,1,1,1
,123,2196.000000,1,1,0,1,1,1,1
,124,5774.000000,0,0,1,1,1,1,1
,125,1629.000000,1,0,1,1,1,1,1
,126,47648.000000,0,1,1,1,1,1,1
,127,2195334.000000,1,1,1,1,1,1,1
