"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,665.000000,0,0,0,0,0,0,0
,1,5.000000,1,0,0,0,0,0,0
,2,32.000000,0,1,0,0,0,0,0
,3,16.000000,1,1,0,0,0,0,0
,4,21.000000,0,0,1,0,0,0,0
,6,1.000000,0,1,1,0,0,0,0
,8,107.000000,0,0,0,1,0,0,0
,9,8.000000,1,0,0,1,0,0,0
,10,68.000000,0,1,0,1,0,0,0
,11,151.000000,1,1,0,1,0,0,0
,12,4.000000,0,0,1,1,0,0,0
,15,4.000000,1,1,1,1,0,0,0
,16,762.000000,0,0,0,0,1,0,0
,17,43.000000,1,0,0,0,1,0,0
,18,102.000000,0,1,0,0,1,0,0
,19,91.000000,1,1,0,0,1,0,0
,20,32.000000,0,0,1,0,1,0,0
,21,2.000000,1,0,1,0,1,0,0
,22,4.000000,0,1,1,0,1,0,0
,23,1.000000,1,1,1,0,1,0,0
,24,206.000000,0,0,0,1,1,0,0
,25,17.000000,1,0,0,1,1,0,0
,26,296.000000,0,1,0,1,1,0,0
,27,2834.000000,1,1,0,1,1,0,0
,28,15.000000,0,0,1,1,1,0,0
,29,4.000000,1,0,1,1,1,0,0
,30,12.000000,0,1,1,1,1,0,0
,31,44.000000,1,1,1,1,1,0,0
,32,28.000000,0,0,0,0,0,1,0
,48,290.000000,0,0,0,0,1,1,0
,49,80.000000,1,0,0,0,1,1,0
,50,60.000000,0,1,0,0,1,1,0
,51,194.000000,1,1,0,0,1,1,0
,52,15.000000,0,0,1,0,1,1,0
,53,11.000000,1,0,1,0,1,1,0
,54,16.000000,0,1,1,0,1,1,0
,55,24.000000,1,1,1,0,1,1,0
,56,27.000000,0,0,0,1,1,1,0
,57,13.000000,1,0,0,1,1,1,0
,58,66.000000,0,1,0,1,1,1,0
,59,3503.000000,1,1,0,1,1,1,0
,60,10.000000,0,0,1,1,1,1,0
,61,9.000000,1,0,1,1,1,1,0
,62,29.000000,0,1,1,1,1,1,0
,63,244.000000,1,1,1,1,1,1,0
,64,219.000000,0,0,0,0,0,0,1
,66,2.000000,0,1,0,0,0,0,1
,68,446.000000,0,0,1,0,0,0,1
,70,4.000000,0,1,1,0,0,0,1
,72,54.000000,0,0,0,1,0,0,1
,74,12.000000,0,1,0,1,0,0,1
,75,8.000000,1,1,0,1,0,0,1
,76,77.000000,0,0,1,1,0,0,1
,78,21.000000,0,1,1,1,0,0,1
,79,9.000000,1,1,1,1,0,0,1
,80,400.000000,0,0,0,0,1,0,1
,81,26.000000,1,0,0,0,1,0,1
,82,56.000000,0,1,0,0,1,0,1
,83,67.000000,1,1,0,0,1,0,1
,84,865.000000,0,0,1,0,1,0,1
,85,25.000000,1,0,1,0,1,0,1
,86,90.000000,0,1,1,0,1,0,1
,87,42.000000,1,1,1,0,1,0,1
,88,236.000000,0,0,0,1,1,0,1
,89,18.000000,1,0,0,1,1,0,1
,90,280.000000,0,1,0,1,1,0,1
,91,1444.000000,1,1,0,1,1,0,1
,92,524.000000,0,0,1,1,1,0,1
,93,21.000000,1,0,1,1,1,0,1
,94,571.000000,0,1,1,1,1,0,1
,95,1234.000000,1,1,1,1,1,0,1
,96,20.000000,0,0,0,0,0,1,1
,98,1.000000,0,1,0,0,0,1,1
,100,191.000000,0,0,1,0,0,1,1
,102,1.000000,0,1,1,0,0,1,1
,108,22.000000,0,0,1,1,0,1,1
,110,5.000000,0,1,1,1,0,1,1
,111,2.000000,1,1,1,1,0,1,1
,112,391.000000,0,0,0,0,1,1,1
,113,121.000000,1,0,0,0,1,1,1
,114,196.000000,0,1,0,0,1,1,1
,115,414.000000,1,1,0,0,1,1,1
,116,11510.000000,0,0,1,0,1,1,1
,117,3612.000000,1,0,1,0,1,1,1
,118,5757.000000,0,1,1,0,1,1,1
,119,16590.000000,1,1,1,0,1,1,1
,120,131.000000,0,0,0,1,1,1,1
,121,74.000000,1,0,0,1,1,1,1
,122,351.000000,0,1,0,1,1,1,1
,123,11922.000000,1,1,0,1,1,1,1
,124,4247.000000,0,0,1,1,1,1,1
,125,3405.000000,1,0,1,1,1,1,1
,126,14564.000000,0,1,1,1,1,1,1
,127,2196814.000000,1,1,1,1,1,1,1
