"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,901.000000,0,0,0,0,0,0,0
,1,15.000000,1,0,0,0,0,0,0
,2,466.000000,0,1,0,0,0,0,0
,3,6.000000,1,1,0,0,0,0,0
,4,128.000000,0,0,1,0,0,0,0
,5,66.000000,1,0,1,0,0,0,0
,6,88.000000,0,1,1,0,0,0,0
,7,15.000000,1,1,1,0,0,0,0
,8,303.000000,0,0,0,1,0,0,0
,9,23.000000,1,0,0,1,0,0,0
,10,64.000000,0,1,0,1,0,0,0
,11,8.000000,1,1,0,1,0,0,0
,12,38.000000,0,0,1,1,0,0,0
,13,112.000000,1,0,1,1,0,0,0
,14,73.000000,0,1,1,1,0,0,0
,15,100.000000,1,1,1,1,0,0,0
,16,9.000000,0,0,0,0,1,0,0
,18,99.000000,0,1,0,0,1,0,0
,19,1.000000,1,1,0,0,1,0,0
,20,69.000000,0,0,1,0,1,0,0
,21,70.000000,1,0,1,0,1,0,0
,22,770.000000,0,1,1,0,1,0,0
,23,516.000000,1,1,1,0,1,0,0
,24,3.000000,0,0,0,1,1,0,0
,26,10.000000,0,1,0,1,1,0,0
,27,1.000000,1,1,0,1,1,0,0
,28,32.000000,0,0,1,1,1,0,0
,29,106.000000,1,0,1,1,1,0,0
,30,286.000000,0,1,1,1,1,0,0
,31,1199.000000,1,1,1,1,1,0,0
,32,10.000000,0,0,0,0,0,1,0
,34,4.000000,0,1,0,0,0,1,0
,36,2.000000,0,0,1,0,0,1,0
,37,2.000000,1,0,1,0,0,1,0
,38,1.000000,0,1,1,0,0,1,0
,39,1.000000,1,1,1,0,0,1,0
,40,185.000000,0,0,0,1,0,1,0
,41,690.000000,1,0,0,1,0,1,0
,42,105.000000,0,1,0,1,0,1,0
,43,240.000000,1,1,0,1,0,1,0
,44,74.000000,0,0,1,1,0,1,0
,45,1986.000000,1,0,1,1,0,1,0
,46,78.000000,0,1,1,1,0,1,0
,47,1696.000000,1,1,1,1,0,1,0
,50,1.000000,0,1,0,0,1,1,0
,53,5.000000,1,0,1,0,1,1,0
,54,8.000000,0,1,1,0,1,1,0
,55,20.000000,1,1,1,0,1,1,0
,56,3.000000,0,0,0,1,1,1,0
,57,7.000000,1,0,0,1,1,1,0
,58,21.000000,0,1,0,1,1,1,0
,59,7.000000,1,1,0,1,1,1,0
,60,23.000000,0,0,1,1,1,1,0
,61,1059.000000,1,0,1,1,1,1,0
,62,182.000000,0,1,1,1,1,1,0
,63,7236.000000,1,1,1,1,1,1,0
,64,180.000000,0,0,0,0,0,0,1
,66,1513.000000,0,1,0,0,0,0,1
,67,5.000000,1,1,0,0,0,0,1
,68,6.000000,0,0,1,0,0,0,1
,69,1.000000,1,0,1,0,0,0,1
,70,309.000000,0,1,1,0,0,0,1
,71,13.000000,1,1,1,0,0,0,1
,72,55.000000,0,0,0,1,0,0,1
,73,2.000000,1,0,0,1,0,0,1
,74,988.000000,0,1,0,1,0,0,1
,75,59.000000,1,1,0,1,0,0,1
,76,17.000000,0,0,1,1,0,0,1
,77,8.000000,1,0,1,1,0,0,1
,78,925.000000,0,1,1,1,0,0,1
,79,505.000000,1,1,1,1,0,0,1
,80,6.000000,0,0,0,0,1,0,1
,82,983.000000,0,1,0,0,1,0,1
,83,2.000000,1,1,0,0,1,0,1
,84,6.000000,0,0,1,0,1,0,1
,86,3464.000000,0,1,1,0,1,0,1
,87,466.000000,1,1,1,0,1,0,1
,90,343.000000,0,1,0,1,1,0,1
,91,10.000000,1,1,0,1,1,0,1
,92,1.000000,0,0,1,1,1,0,1
,93,6.000000,1,0,1,1,1,0,1
,94,5976.000000,0,1,1,1,1,0,1
,95,5861.000000,1,1,1,1,1,0,1
,96,20.000000,0,0,0,0,0,1,1
,98,157.000000,0,1,0,0,0,1,1
,99,2.000000,1,1,0,0,0,1,1
,101,1.000000,1,0,1,0,0,1,1
,102,83.000000,0,1,1,0,0,1,1
,103,13.000000,1,1,1,0,0,1,1
,104,287.000000,0,0,0,1,0,1,1
,105,919.000000,1,0,0,1,0,1,1
,106,3465.000000,0,1,0,1,0,1,1
,107,5898.000000,1,1,0,1,0,1,1
,108,44.000000,0,0,1,1,0,1,1
,109,1210.000000,1,0,1,1,0,1,1
,110,3781.000000,0,1,1,1,0,1,1
,111,52316.000000,1,1,1,1,0,1,1
,114,28.000000,0,1,0,0,1,1,1
,115,1.000000,1,1,0,0,1,1,1
,117,2.000000,1,0,1,0,1,1,1
,118,201.000000,0,1,1,0,1,1,1
,119,80.000000,1,1,1,0,1,1,1
,121,1.000000,1,0,0,1,1,1,1
,122,808.000000,0,1,0,1,1,1,1
,123,997.000000,1,1,0,1,1,1,1
,124,3.000000,0,0,1,1,1,1,1
,125,239.000000,1,0,1,1,1,1,1
,126,14785.000000,0,1,1,1,1,1,1
,127,2160984.000000,1,1,1,1,1,1,1
