"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,70.000000,0,0,0,0,0,0,0
,1,3.000000,1,0,0,0,0,0,0
,4,12.000000,0,0,1,0,0,0,0
,5,18.000000,1,0,1,0,0,0,0
,8,372.000000,0,0,0,1,0,0,0
,9,15.000000,1,0,0,1,0,0,0
,10,6.000000,0,1,0,1,0,0,0
,11,1.000000,1,1,0,1,0,0,0
,12,154.000000,0,0,1,1,0,0,0
,13,98.000000,1,0,1,1,0,0,0
,14,1.000000,0,1,1,1,0,0,0
,16,89.000000,0,0,0,0,1,0,0
,17,94.000000,1,0,0,0,1,0,0
,19,3.000000,1,1,0,0,1,0,0
,20,1.000000,0,0,1,0,1,0,0
,21,125.000000,1,0,1,0,1,0,0
,23,11.000000,1,1,1,0,1,0,0
,24,162.000000,0,0,0,1,1,0,0
,25,165.000000,1,0,0,1,1,0,0
,26,4.000000,0,1,0,1,1,0,0
,27,8.000000,1,1,0,1,1,0,0
,28,50.000000,0,0,1,1,1,0,0
,29,843.000000,1,0,1,1,1,0,0
,30,2.000000,0,1,1,1,1,0,0
,31,124.000000,1,1,1,1,1,0,0
,37,1.000000,1,0,1,0,0,1,0
,40,272.000000,0,0,0,1,0,1,0
,41,30.000000,1,0,0,1,0,1,0
,42,3.000000,0,1,0,1,0,1,0
,43,2.000000,1,1,0,1,0,1,0
,44,589.000000,0,0,1,1,0,1,0
,45,588.000000,1,0,1,1,0,1,0
,46,4.000000,0,1,1,1,0,1,0
,47,1.000000,1,1,1,1,0,1,0
,53,1.000000,1,0,1,0,1,1,0
,56,119.000000,0,0,0,1,1,1,0
,57,117.000000,1,0,0,1,1,1,0
,58,1.000000,0,1,0,1,1,1,0
,59,6.000000,1,1,0,1,1,1,0
,60,357.000000,0,0,1,1,1,1,0
,61,8747.000000,1,0,1,1,1,1,0
,62,2.000000,0,1,1,1,1,1,0
,63,1000.000000,1,1,1,1,1,1,0
,64,3.000000,0,0,0,0,0,0,1
,66,6.000000,0,1,0,0,0,0,1
,72,58.000000,0,0,0,1,0,0,1
,73,7.000000,1,0,0,1,0,0,1
,74,21.000000,0,1,0,1,0,0,1
,75,2.000000,1,1,0,1,0,0,1
,76,7.000000,0,0,1,1,0,0,1
,77,9.000000,1,0,1,1,0,0,1
,78,4.000000,0,1,1,1,0,0,1
,79,3.000000,1,1,1,1,0,0,1
,80,17.000000,0,0,0,0,1,0,1
,81,34.000000,1,0,0,0,1,0,1
,82,63.000000,0,1,0,0,1,0,1
,83,135.000000,1,1,0,0,1,0,1
,85,25.000000,1,0,1,0,1,0,1
,87,207.000000,1,1,1,0,1,0,1
,88,93.000000,0,0,0,1,1,0,1
,89,137.000000,1,0,0,1,1,0,1
,90,486.000000,0,1,0,1,1,0,1
,91,1435.000000,1,1,0,1,1,0,1
,92,17.000000,0,0,1,1,1,0,1
,93,1083.000000,1,0,1,1,1,0,1
,94,47.000000,0,1,1,1,1,0,1
,95,11985.000000,1,1,1,1,1,0,1
,104,62.000000,0,0,0,1,0,1,1
,105,17.000000,1,0,0,1,0,1,1
,106,11.000000,0,1,0,1,0,1,1
,107,2.000000,1,1,0,1,0,1,1
,108,54.000000,0,0,1,1,0,1,1
,109,34.000000,1,0,1,1,0,1,1
,110,13.000000,0,1,1,1,0,1,1
,111,3.000000,1,1,1,1,0,1,1
,120,102.000000,0,0,0,1,1,1,1
,121,150.000000,1,0,0,1,1,1,1
,122,163.000000,0,1,0,1,1,1,1
,123,369.000000,1,1,0,1,1,1,1
,124,230.000000,0,0,1,1,1,1,1
,125,33907.000000,1,0,1,1,1,1,1
,126,170.000000,0,1,1,1,1,1,1
,127,2221816.000000,1,1,1,1,1,1,1
