"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,472.000000,0,0,0,0,0,0,0
,1,44.000000,1,0,0,0,0,0,0
,2,23.000000,0,1,0,0,0,0,0
,3,36.000000,1,1,0,0,0,0,0
,4,4.000000,0,0,1,0,0,0,0
,6,1.000000,0,1,1,0,0,0,0
,8,784.000000,0,0,0,1,0,0,0
,9,42.000000,1,0,0,1,0,0,0
,10,14.000000,0,1,0,1,0,0,0
,11,42.000000,1,1,0,1,0,0,0
,12,931.000000,0,0,1,1,0,0,0
,13,31.000000,1,0,1,1,0,0,0
,14,10.000000,0,1,1,1,0,0,0
,15,16.000000,1,1,1,1,0,0,0
,16,2.000000,0,0,0,0,1,0,0
,24,7.000000,0,0,0,1,1,0,0
,27,1.000000,1,1,0,1,1,0,0
,28,187.000000,0,0,1,1,1,0,0
,29,4.000000,1,0,1,1,1,0,0
,30,1.000000,0,1,1,1,1,0,0
,31,4.000000,1,1,1,1,1,0,0
,32,29.000000,0,0,0,0,0,1,0
,33,16.000000,1,0,0,0,0,1,0
,34,1.000000,0,1,0,0,0,1,0
,35,429.000000,1,1,0,0,0,1,0
,37,3.000000,1,0,1,0,0,1,0
,39,47.000000,1,1,1,0,0,1,0
,40,67.000000,0,0,0,1,0,1,0
,41,64.000000,1,0,0,1,0,1,0
,42,4.000000,0,1,0,1,0,1,0
,43,1175.000000,1,1,0,1,0,1,0
,44,779.000000,0,0,1,1,0,1,0
,45,855.000000,1,0,1,1,0,1,0
,46,8.000000,0,1,1,1,0,1,0
,47,5238.000000,1,1,1,1,0,1,0
,51,3.000000,1,1,0,0,1,1,0
,56,5.000000,0,0,0,1,1,1,0
,57,2.000000,1,0,0,1,1,1,0
,59,7.000000,1,1,0,1,1,1,0
,60,81.000000,0,0,1,1,1,1,0
,61,70.000000,1,0,1,1,1,1,0
,62,2.000000,0,1,1,1,1,1,0
,63,155.000000,1,1,1,1,1,1,0
,64,209.000000,0,0,0,0,0,0,1
,65,3.000000,1,0,0,0,0,0,1
,66,47.000000,0,1,0,0,0,0,1
,67,79.000000,1,1,0,0,0,0,1
,72,473.000000,0,0,0,1,0,0,1
,73,54.000000,1,0,0,1,0,0,1
,74,99.000000,0,1,0,1,0,0,1
,75,314.000000,1,1,0,1,0,0,1
,76,1214.000000,0,0,1,1,0,0,1
,77,288.000000,1,0,1,1,0,0,1
,78,104.000000,0,1,1,1,0,0,1
,79,471.000000,1,1,1,1,0,0,1
,80,132.000000,0,0,0,0,1,0,1
,81,1.000000,1,0,0,0,1,0,1
,82,61.000000,0,1,0,0,1,0,1
,83,75.000000,1,1,0,0,1,0,1
,88,1185.000000,0,0,0,1,1,0,1
,89,101.000000,1,0,0,1,1,0,1
,90,612.000000,0,1,0,1,1,0,1
,91,1437.000000,1,1,0,1,1,0,1
,92,7433.000000,0,0,1,1,1,0,1
,93,1479.000000,1,0,1,1,1,0,1
,94,1052.000000,0,1,1,1,1,0,1
,95,4392.000000,1,1,1,1,1,0,1
,96,7.000000,0,0,0,0,0,1,1
,97,7.000000,1,0,0,0,0,1,1
,99,295.000000,1,1,0,0,0,1,1
,103,7.000000,1,1,1,0,0,1,1
,104,54.000000,0,0,0,1,0,1,1
,105,104.000000,1,0,0,1,0,1,1
,106,17.000000,0,1,0,1,0,1,1
,107,4120.000000,1,1,0,1,0,1,1
,108,1147.000000,0,0,1,1,0,1,1
,109,3145.000000,1,0,1,1,0,1,1
,110,434.000000,0,1,1,1,0,1,1
,111,71991.000000,1,1,1,1,0,1,1
,112,1.000000,0,0,0,0,1,1,1
,113,8.000000,1,0,0,0,1,1,1
,115,189.000000,1,1,0,0,1,1,1
,119,1.000000,1,1,1,0,1,1,1
,120,92.000000,0,0,0,1,1,1,1
,121,132.000000,1,0,0,1,1,1,1
,122,34.000000,0,1,0,1,1,1,1
,123,6555.000000,1,1,0,1,1,1,1
,124,3587.000000,0,0,1,1,1,1,1
,125,10918.000000,1,0,1,1,1,1,1
,126,1649.000000,0,1,1,1,1,1,1
,127,2149753.000000,1,1,1,1,1,1,1
