"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,395.000000,0,0,0,0,0,0,0
,1,3.000000,1,0,0,0,0,0,0
,2,30.000000,0,1,0,0,0,0,0
,3,9.000000,1,1,0,0,0,0,0
,4,14.000000,0,0,1,0,0,0,0
,8,31.000000,0,0,0,1,0,0,0
,9,1.000000,1,0,0,1,0,0,0
,10,18.000000,0,1,0,1,0,0,0
,11,54.000000,1,1,0,1,0,0,0
,16,805.000000,0,0,0,0,1,0,0
,17,41.000000,1,0,0,0,1,0,0
,18,156.000000,0,1,0,0,1,0,0
,19,185.000000,1,1,0,0,1,0,0
,20,28.000000,0,0,1,0,1,0,0
,21,1.000000,1,0,1,0,1,0,0
,22,4.000000,0,1,1,0,1,0,0
,23,5.000000,1,1,1,0,1,0,0
,24,130.000000,0,0,0,1,1,0,0
,25,12.000000,1,0,0,1,1,0,0
,26,196.000000,0,1,0,1,1,0,0
,27,2444.000000,1,1,0,1,1,0,0
,28,11.000000,0,0,1,1,1,0,0
,29,1.000000,1,0,1,1,1,0,0
,30,5.000000,0,1,1,1,1,0,0
,31,30.000000,1,1,1,1,1,0,0
,32,2.000000,0,0,0,0,0,1,0
,48,211.000000,0,0,0,0,1,1,0
,49,49.000000,1,0,0,0,1,1,0
,50,32.000000,0,1,0,0,1,1,0
,51,195.000000,1,1,0,0,1,1,0
,52,2.000000,0,0,1,0,1,1,0
,53,4.000000,1,0,1,0,1,1,0
,54,6.000000,0,1,1,0,1,1,0
,55,12.000000,1,1,1,0,1,1,0
,56,6.000000,0,0,0,1,1,1,0
,57,2.000000,1,0,0,1,1,1,0
,58,19.000000,0,1,0,1,1,1,0
,59,2294.000000,1,1,0,1,1,1,0
,60,1.000000,0,0,1,1,1,1,0
,61,1.000000,1,0,1,1,1,1,0
,62,4.000000,0,1,1,1,1,1,0
,63,97.000000,1,1,1,1,1,1,0
,64,104.000000,0,0,0,0,0,0,1
,68,153.000000,0,0,1,0,0,0,1
,70,3.000000,0,1,1,0,0,0,1
,72,3.000000,0,0,0,1,0,0,1
,74,3.000000,0,1,0,1,0,0,1
,75,4.000000,1,1,0,1,0,0,1
,76,15.000000,0,0,1,1,0,0,1
,77,1.000000,1,0,1,1,0,0,1
,78,5.000000,0,1,1,1,0,0,1
,79,5.000000,1,1,1,1,0,0,1
,80,619.000000,0,0,0,0,1,0,1
,81,35.000000,1,0,0,0,1,0,1
,82,141.000000,0,1,0,0,1,0,1
,83,152.000000,1,1,0,0,1,0,1
,84,1844.000000,0,0,1,0,1,0,1
,85,45.000000,1,0,1,0,1,0,1
,86,319.000000,0,1,1,0,1,0,1
,87,244.000000,1,1,1,0,1,0,1
,88,154.000000,0,0,0,1,1,0,1
,89,8.000000,1,0,0,1,1,0,1
,90,239.000000,0,1,0,1,1,0,1
,91,1906.000000,1,1,0,1,1,0,1
,92,436.000000,0,0,1,1,1,0,1
,93,49.000000,1,0,1,1,1,0,1
,94,791.000000,0,1,1,1,1,0,1
,95,2691.000000,1,1,1,1,1,0,1
,96,2.000000,0,0,0,0,0,1,1
,100,8.000000,0,0,1,0,0,1,1
,112,252.000000,0,0,0,0,1,1,1
,113,97.000000,1,0,0,0,1,1,1
,114,163.000000,0,1,0,0,1,1,1
,115,560.000000,1,1,0,0,1,1,1
,116,8709.000000,0,0,1,0,1,1,1
,117,2945.000000,1,0,1,0,1,1,1
,118,6606.000000,0,1,1,0,1,1,1
,119,33084.000000,1,1,1,0,1,1,1
,120,24.000000,0,0,0,1,1,1,1
,121,21.000000,1,0,0,1,1,1,1
,122,120.000000,0,1,0,1,1,1,1
,123,9618.000000,1,1,0,1,1,1,1
,124,955.000000,0,0,1,1,1,1,1
,125,928.000000,1,0,1,1,1,1,1
,126,5788.000000,0,1,1,1,1,1,1
,127,2199863.000000,1,1,1,1,1,1,1
