"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,209.000000,0,0,0,0,0,0,0
,1,207.000000,1,0,0,0,0,0,0
,2,3.000000,0,1,0,0,0,0,0
,3,112.000000,1,1,0,0,0,0,0
,4,152.000000,0,0,1,0,0,0,0
,5,85.000000,1,0,1,0,0,0,0
,6,3.000000,0,1,1,0,0,0,0
,7,40.000000,1,1,1,0,0,0,0
,12,56.000000,0,0,1,1,0,0,0
,13,32.000000,1,0,1,1,0,0,0
,14,7.000000,0,1,1,1,0,0,0
,15,33.000000,1,1,1,1,0,0,0
,16,40.000000,0,0,0,0,1,0,0
,17,37.000000,1,0,0,0,1,0,0
,19,15.000000,1,1,0,0,1,0,0
,20,1.000000,0,0,1,0,1,0,0
,21,5.000000,1,0,1,0,1,0,0
,23,4.000000,1,1,1,0,1,0,0
,32,316.000000,0,0,0,0,0,1,0
,33,105.000000,1,0,0,0,0,1,0
,34,8.000000,0,1,0,0,0,1,0
,35,58.000000,1,1,0,0,0,1,0
,36,181.000000,0,0,1,0,0,1,0
,37,98.000000,1,0,1,0,0,1,0
,38,7.000000,0,1,1,0,0,1,0
,39,113.000000,1,1,1,0,0,1,0
,40,10.000000,0,0,0,1,0,1,0
,41,1.000000,1,0,0,1,0,1,0
,44,804.000000,0,0,1,1,0,1,0
,45,862.000000,1,0,1,1,0,1,0
,46,95.000000,0,1,1,1,0,1,0
,47,1510.000000,1,1,1,1,0,1,0
,48,320.000000,0,0,0,0,1,1,0
,49,422.000000,1,0,0,0,1,1,0
,50,6.000000,0,1,0,0,1,1,0
,51,267.000000,1,1,0,0,1,1,0
,52,70.000000,0,0,1,0,1,1,0
,53,230.000000,1,0,1,0,1,1,0
,54,7.000000,0,1,1,0,1,1,0
,55,332.000000,1,1,1,0,1,1,0
,56,11.000000,0,0,0,1,1,1,0
,57,10.000000,1,0,0,1,1,1,0
,58,1.000000,0,1,0,1,1,1,0
,59,10.000000,1,1,0,1,1,1,0
,60,625.000000,0,0,1,1,1,1,0
,61,1358.000000,1,0,1,1,1,1,0
,62,42.000000,0,1,1,1,1,1,0
,63,2238.000000,1,1,1,1,1,1,0
,64,1.000000,0,0,0,0,0,0,1
,65,8.000000,1,0,0,0,0,0,1
,66,5.000000,0,1,0,0,0,0,1
,67,606.000000,1,1,0,0,0,0,1
,69,1.000000,1,0,1,0,0,0,1
,70,2.000000,0,1,1,0,0,0,1
,71,690.000000,1,1,1,0,0,0,1
,75,8.000000,1,1,0,1,0,0,1
,76,4.000000,0,0,1,1,0,0,1
,77,1.000000,1,0,1,1,0,0,1
,78,5.000000,0,1,1,1,0,0,1
,79,876.000000,1,1,1,1,0,0,1
,80,1.000000,0,0,0,0,1,0,1
,81,10.000000,1,0,0,0,1,0,1
,83,691.000000,1,1,0,0,1,0,1
,85,1.000000,1,0,1,0,1,0,1
,87,307.000000,1,1,1,0,1,0,1
,91,1.000000,1,1,0,1,1,0,1
,95,131.000000,1,1,1,1,1,0,1
,96,1.000000,0,0,0,0,0,1,1
,97,5.000000,1,0,0,0,0,1,1
,99,321.000000,1,1,0,0,0,1,1
,101,15.000000,1,0,1,0,0,1,1
,102,2.000000,0,1,1,0,0,1,1
,103,1503.000000,1,1,1,0,0,1,1
,107,13.000000,1,1,0,1,0,1,1
,108,10.000000,0,0,1,1,0,1,1
,109,135.000000,1,0,1,1,0,1,1
,110,30.000000,0,1,1,1,0,1,1
,111,40436.000000,1,1,1,1,0,1,1
,112,3.000000,0,0,0,0,1,1,1
,113,70.000000,1,0,0,0,1,1,1
,114,1.000000,0,1,0,0,1,1,1
,115,2330.000000,1,1,0,0,1,1,1
,116,1.000000,0,0,1,0,1,1,1
,117,55.000000,1,0,1,0,1,1,1
,119,10972.000000,1,1,1,0,1,1,1
,123,38.000000,1,1,0,1,1,1,1
,124,5.000000,0,0,1,1,1,1,1
,125,215.000000,1,0,1,1,1,1,1
,126,2.000000,0,1,1,1,1,1,1
,127,2216588.000000,1,1,1,1,1,1,1
