"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,749.000000,0,0,0,0,0,0,0
,1,54.000000,1,0,0,0,0,0,0
,2,5.000000,0,1,0,0,0,0,0
,4,564.000000,0,0,1,0,0,0,0
,5,20.000000,1,0,1,0,0,0,0
,6,8.000000,0,1,1,0,0,0,0
,8,38.000000,0,0,0,1,0,0,0
,9,62.000000,1,0,0,1,0,0,0
,10,2.000000,0,1,0,1,0,0,0
,11,2.000000,1,1,0,1,0,0,0
,12,22.000000,0,0,1,1,0,0,0
,13,25.000000,1,0,1,1,0,0,0
,14,1.000000,0,1,1,1,0,0,0
,15,2.000000,1,1,1,1,0,0,0
,16,211.000000,0,0,0,0,1,0,0
,17,768.000000,1,0,0,0,1,0,0
,18,12.000000,0,1,0,0,1,0,0
,19,115.000000,1,1,0,0,1,0,0
,20,117.000000,0,0,1,0,1,0,0
,21,394.000000,1,0,1,0,1,0,0
,22,21.000000,0,1,1,0,1,0,0
,23,178.000000,1,1,1,0,1,0,0
,24,34.000000,0,0,0,1,1,0,0
,25,871.000000,1,0,0,1,1,0,0
,26,2.000000,0,1,0,1,1,0,0
,27,33.000000,1,1,0,1,1,0,0
,28,27.000000,0,0,1,1,1,0,0
,29,769.000000,1,0,1,1,1,0,0
,30,6.000000,0,1,1,1,1,0,0
,31,365.000000,1,1,1,1,1,0,0
,32,35.000000,0,0,0,0,0,1,0
,33,5.000000,1,0,0,0,0,1,0
,36,214.000000,0,0,1,0,0,1,0
,37,12.000000,1,0,1,0,0,1,0
,38,37.000000,0,1,1,0,0,1,0
,40,96.000000,0,0,0,1,0,1,0
,41,198.000000,1,0,0,1,0,1,0
,44,828.000000,0,0,1,1,0,1,0
,45,915.000000,1,0,1,1,0,1,0
,46,65.000000,0,1,1,1,0,1,0
,47,14.000000,1,1,1,1,0,1,0
,48,8.000000,0,0,0,0,1,1,0
,49,31.000000,1,0,0,0,1,1,0
,51,1.000000,1,1,0,0,1,1,0
,52,53.000000,0,0,1,0,1,1,0
,53,91.000000,1,0,1,0,1,1,0
,54,13.000000,0,1,1,0,1,1,0
,55,59.000000,1,1,1,0,1,1,0
,56,21.000000,0,0,0,1,1,1,0
,57,1121.000000,1,0,0,1,1,1,0
,59,10.000000,1,1,0,1,1,1,0
,60,181.000000,0,0,1,1,1,1,0
,61,4894.000000,1,0,1,1,1,1,0
,62,93.000000,0,1,1,1,1,1,0
,63,1252.000000,1,1,1,1,1,1,0
,64,66.000000,0,0,0,0,0,0,1
,66,33.000000,0,1,0,0,0,0,1
,68,270.000000,0,0,1,0,0,0,1
,69,3.000000,1,0,1,0,0,0,1
,70,1375.000000,0,1,1,0,0,0,1
,71,26.000000,1,1,1,0,0,0,1
,74,2.000000,0,1,0,1,0,0,1
,76,13.000000,0,0,1,1,0,0,1
,77,8.000000,1,0,1,1,0,0,1
,78,67.000000,0,1,1,1,0,0,1
,79,39.000000,1,1,1,1,0,0,1
,80,11.000000,0,0,0,0,1,0,1
,81,112.000000,1,0,0,0,1,0,1
,82,44.000000,0,1,0,0,1,0,1
,83,395.000000,1,1,0,0,1,0,1
,84,153.000000,0,0,1,0,1,0,1
,85,564.000000,1,0,1,0,1,0,1
,86,3264.000000,0,1,1,0,1,0,1
,87,11195.000000,1,1,1,0,1,0,1
,88,4.000000,0,0,0,1,1,0,1
,89,81.000000,1,0,0,1,1,0,1
,90,4.000000,0,1,0,1,1,0,1
,91,125.000000,1,1,0,1,1,0,1
,92,43.000000,0,0,1,1,1,0,1
,93,1609.000000,1,0,1,1,1,0,1
,94,590.000000,0,1,1,1,1,0,1
,95,13945.000000,1,1,1,1,1,0,1
,96,1.000000,0,0,0,0,0,1,1
,98,3.000000,0,1,0,0,0,1,1
,100,137.000000,0,0,1,0,0,1,1
,101,6.000000,1,0,1,0,0,1,1
,102,1700.000000,0,1,1,0,0,1,1
,103,46.000000,1,1,1,0,0,1,1
,104,1.000000,0,0,0,1,0,1,1
,105,2.000000,1,0,0,1,0,1,1
,106,1.000000,0,1,0,1,0,1,1
,108,583.000000,0,0,1,1,0,1,1
,109,469.000000,1,0,1,1,0,1,1
,110,4306.000000,0,1,1,1,0,1,1
,111,1390.000000,1,1,1,1,0,1,1
,113,3.000000,1,0,0,0,1,1,1
,115,1.000000,1,1,0,0,1,1,1
,116,105.000000,0,0,1,0,1,1,1
,117,315.000000,1,0,1,0,1,1,1
,118,2896.000000,0,1,1,0,1,1,1
,119,10784.000000,1,1,1,0,1,1,1
,121,49.000000,1,0,0,1,1,1,1
,123,53.000000,1,1,0,1,1,1,1
,124,610.000000,0,0,1,1,1,1,1
,125,16803.000000,1,0,1,1,1,1,1
,126,12367.000000,0,1,1,1,1,1,1
,127,2184862.000000,1,1,1,1,1,1,1
