"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,105.000000,0,0,0,0,0,0,0
,1,19.000000,1,0,0,0,0,0,0
,2,6.000000,0,1,0,0,0,0,0
,3,12.000000,1,1,0,0,0,0,0
,4,261.000000,0,0,1,0,0,0,0
,5,60.000000,1,0,1,0,0,0,0
,6,122.000000,0,1,1,0,0,0,0
,7,141.000000,1,1,1,0,0,0,0
,8,71.000000,0,0,0,1,0,0,0
,9,167.000000,1,0,0,1,0,0,0
,11,50.000000,1,1,0,1,0,0,0
,12,62.000000,0,0,1,1,0,0,0
,13,210.000000,1,0,1,1,0,0,0
,14,16.000000,0,1,1,1,0,0,0
,15,790.000000,1,1,1,1,0,0,0
,16,6.000000,0,0,0,0,1,0,0
,20,79.000000,0,0,1,0,1,0,0
,21,17.000000,1,0,1,0,1,0,0
,22,4.000000,0,1,1,0,1,0,0
,23,11.000000,1,1,1,0,1,0,0
,24,1.000000,0,0,0,1,1,0,0
,25,5.000000,1,0,0,1,1,0,0
,28,42.000000,0,0,1,1,1,0,0
,29,78.000000,1,0,1,1,1,0,0
,30,1.000000,0,1,1,1,1,0,0
,31,97.000000,1,1,1,1,1,0,0
,34,1.000000,0,1,0,0,0,1,0
,36,78.000000,0,0,1,0,0,1,0
,37,15.000000,1,0,1,0,0,1,0
,38,168.000000,0,1,1,0,0,1,0
,39,372.000000,1,1,1,0,0,1,0
,44,31.000000,0,0,1,1,0,1,0
,45,80.000000,1,0,1,1,0,1,0
,46,28.000000,0,1,1,1,0,1,0
,47,3469.000000,1,1,1,1,0,1,0
,52,303.000000,0,0,1,0,1,1,0
,53,115.000000,1,0,1,0,1,1,0
,54,429.000000,0,1,1,0,1,1,0
,55,642.000000,1,1,1,0,1,1,0
,60,163.000000,0,0,1,1,1,1,0
,61,354.000000,1,0,1,1,1,1,0
,62,218.000000,0,1,1,1,1,1,0
,63,9805.000000,1,1,1,1,1,1,0
,64,5.000000,0,0,0,0,0,0,1
,68,7.000000,0,0,1,0,0,0,1
,69,4.000000,1,0,1,0,0,0,1
,70,5.000000,0,1,1,0,0,0,1
,71,3.000000,1,1,1,0,0,0,1
,72,33.000000,0,0,0,1,0,0,1
,73,183.000000,1,0,0,1,0,0,1
,75,137.000000,1,1,0,1,0,0,1
,76,54.000000,0,0,1,1,0,0,1
,77,806.000000,1,0,1,1,0,0,1
,78,13.000000,0,1,1,1,0,0,1
,79,5216.000000,1,1,1,1,0,0,1
,80,1.000000,0,0,0,0,1,0,1
,84,22.000000,0,0,1,0,1,0,1
,85,10.000000,1,0,1,0,1,0,1
,86,1.000000,0,1,1,0,1,0,1
,87,1.000000,1,1,1,0,1,0,1
,88,35.000000,0,0,0,1,1,0,1
,89,50.000000,1,0,0,1,1,0,1
,91,7.000000,1,1,0,1,1,0,1
,92,165.000000,0,0,1,1,1,0,1
,93,1620.000000,1,0,1,1,1,0,1
,94,4.000000,0,1,1,1,1,0,1
,95,3969.000000,1,1,1,1,1,0,1
,100,2.000000,0,0,1,0,0,1,1
,103,1.000000,1,1,1,0,0,1,1
,108,15.000000,0,0,1,1,0,1,1
,109,63.000000,1,0,1,1,0,1,1
,111,24092.000000,1,1,1,1,0,1,1
,116,36.000000,0,0,1,0,1,1,1
,117,34.000000,1,0,1,0,1,1,1
,118,14.000000,0,1,1,0,1,1,1
,119,26.000000,1,1,1,0,1,1,1
,124,179.000000,0,0,1,1,1,1,1
,125,1870.000000,1,0,1,1,1,1,1
,126,98.000000,0,1,1,1,1,1,1
,127,2229773.000000,1,1,1,1,1,1,1
