"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,161.000000,0,0,0,0,0,0,0
,1,1.000000,1,0,0,0,0,0,0
,2,10.000000,0,1,0,0,0,0,0
,4,1.000000,0,0,1,0,0,0,0
,6,40.000000,0,1,1,0,0,0,0
,7,3.000000,1,1,1,0,0,0,0
,8,613.000000,0,0,0,1,0,0,0
,9,6.000000,1,0,0,1,0,0,0
,10,78.000000,0,1,0,1,0,0,0
,11,1.000000,1,1,0,1,0,0,0
,12,5.000000,0,0,1,1,0,0,0
,14,510.000000,0,1,1,1,0,0,0
,15,22.000000,1,1,1,1,0,0,0
,22,1.000000,0,1,1,0,1,0,0
,24,827.000000,0,0,0,1,1,0,0
,25,1.000000,1,0,0,1,1,0,0
,26,279.000000,0,1,0,1,1,0,0
,27,2.000000,1,1,0,1,1,0,0
,28,61.000000,0,0,1,1,1,0,0
,29,2.000000,1,0,1,1,1,0,0
,30,3759.000000,0,1,1,1,1,0,0
,31,73.000000,1,1,1,1,1,0,0
,32,80.000000,0,0,0,0,0,1,0
,33,21.000000,1,0,0,0,0,1,0
,34,2.000000,0,1,0,0,0,1,0
,35,9.000000,1,1,0,0,0,1,0
,36,2.000000,0,0,1,0,0,1,0
,37,2.000000,1,0,1,0,0,1,0
,38,11.000000,0,1,1,0,0,1,0
,39,53.000000,1,1,1,0,0,1,0
,40,110.000000,0,0,0,1,0,1,0
,41,127.000000,1,0,0,1,0,1,0
,42,27.000000,0,1,0,1,0,1,0
,43,73.000000,1,1,0,1,0,1,0
,44,3.000000,0,0,1,1,0,1,0
,45,10.000000,1,0,1,1,0,1,0
,46,277.000000,0,1,1,1,0,1,0
,47,1133.000000,1,1,1,1,0,1,0
,56,120.000000,0,0,0,1,1,1,0
,57,62.000000,1,0,0,1,1,1,0
,58,93.000000,0,1,0,1,1,1,0
,59,53.000000,1,1,0,1,1,1,0
,60,13.000000,0,0,1,1,1,1,0
,61,7.000000,1,0,1,1,1,1,0
,62,2962.000000,0,1,1,1,1,1,0
,63,3040.000000,1,1,1,1,1,1,0
,64,14.000000,0,0,0,0,0,0,1
,65,1.000000,1,0,0,0,0,0,1
,66,1.000000,0,1,0,0,0,0,1
,70,1.000000,0,1,1,0,0,0,1
,72,131.000000,0,0,0,1,0,0,1
,73,15.000000,1,0,0,1,0,0,1
,74,7.000000,0,1,0,1,0,0,1
,75,1.000000,1,1,0,1,0,0,1
,76,1.000000,0,0,1,1,0,0,1
,78,16.000000,0,1,1,1,0,0,1
,79,2.000000,1,1,1,1,0,0,1
,88,1278.000000,0,0,0,1,1,0,1
,89,151.000000,1,0,0,1,1,0,1
,90,449.000000,0,1,0,1,1,0,1
,91,30.000000,1,1,0,1,1,0,1
,92,112.000000,0,0,1,1,1,0,1
,93,9.000000,1,0,1,1,1,0,1
,94,2877.000000,0,1,1,1,1,0,1
,95,316.000000,1,1,1,1,1,0,1
,96,22.000000,0,0,0,0,0,1,1
,97,40.000000,1,0,0,0,0,1,1
,99,7.000000,1,1,0,0,0,1,1
,101,2.000000,1,0,1,0,0,1,1
,102,1.000000,0,1,1,0,0,1,1
,103,32.000000,1,1,1,0,0,1,1
,104,157.000000,0,0,0,1,0,1,1
,105,1531.000000,1,0,0,1,0,1,1
,106,18.000000,0,1,0,1,0,1,1
,107,472.000000,1,1,0,1,0,1,1
,108,1.000000,0,0,1,1,0,1,1
,109,71.000000,1,0,1,1,0,1,1
,110,75.000000,0,1,1,1,0,1,1
,111,3355.000000,1,1,1,1,0,1,1
,120,1114.000000,0,0,0,1,1,1,1
,121,4403.000000,1,0,0,1,1,1,1
,122,1734.000000,0,1,0,1,1,1,1
,123,7714.000000,1,1,0,1,1,1,1
,124,291.000000,0,0,1,1,1,1,1
,125,650.000000,1,0,1,1,1,1,1
,126,21808.000000,0,1,1,1,1,1,1
,127,2223602.000000,1,1,1,1,1,1,1
