"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,690.000000,0,0,0,0,0,0,0
,1,59.000000,1,0,0,0,0,0,0
,2,7.000000,0,1,0,0,0,0,0
,4,550.000000,0,0,1,0,0,0,0
,5,28.000000,1,0,1,0,0,0,0
,6,6.000000,0,1,1,0,0,0,0
,7,1.000000,1,1,1,0,0,0,0
,8,38.000000,0,0,0,1,0,0,0
,9,40.000000,1,0,0,1,0,0,0
,10,1.000000,0,1,0,1,0,0,0
,12,14.000000,0,0,1,1,0,0,0
,13,31.000000,1,0,1,1,0,0,0
,14,1.000000,0,1,1,1,0,0,0
,16,117.000000,0,0,0,0,1,0,0
,17,620.000000,1,0,0,0,1,0,0
,18,5.000000,0,1,0,0,1,0,0
,19,94.000000,1,1,0,0,1,0,0
,20,84.000000,0,0,1,0,1,0,0
,21,462.000000,1,0,1,0,1,0,0
,22,12.000000,0,1,1,0,1,0,0
,23,182.000000,1,1,1,0,1,0,0
,24,7.000000,0,0,0,1,1,0,0
,25,498.000000,1,0,0,1,1,0,0
,26,1.000000,0,1,0,1,1,0,0
,27,17.000000,1,1,0,1,1,0,0
,28,11.000000,0,0,1,1,1,0,0
,29,454.000000,1,0,1,1,1,0,0
,30,1.000000,0,1,1,1,1,0,0
,31,111.000000,1,1,1,1,1,0,0
,32,72.000000,0,0,0,0,0,1,0
,33,11.000000,1,0,0,0,0,1,0
,36,228.000000,0,0,1,0,0,1,0
,37,30.000000,1,0,1,0,0,1,0
,38,1.000000,0,1,1,0,0,1,0
,40,143.000000,0,0,0,1,0,1,0
,41,146.000000,1,0,0,1,0,1,0
,44,766.000000,0,0,1,1,0,1,0
,45,814.000000,1,0,1,1,0,1,0
,46,6.000000,0,1,1,1,0,1,0
,47,3.000000,1,1,1,1,0,1,0
,48,9.000000,0,0,0,0,1,1,0
,49,51.000000,1,0,0,0,1,1,0
,52,37.000000,0,0,1,0,1,1,0
,53,143.000000,1,0,1,0,1,1,0
,54,1.000000,0,1,1,0,1,1,0
,55,50.000000,1,1,1,0,1,1,0
,56,8.000000,0,0,0,1,1,1,0
,57,965.000000,1,0,0,1,1,1,0
,59,9.000000,1,1,0,1,1,1,0
,60,76.000000,0,0,1,1,1,1,0
,61,3597.000000,1,0,1,1,1,1,0
,62,10.000000,0,1,1,1,1,1,0
,63,498.000000,1,1,1,1,1,1,0
,64,37.000000,0,0,0,0,0,0,1
,65,1.000000,1,0,0,0,0,0,1
,66,23.000000,0,1,0,0,0,0,1
,68,350.000000,0,0,1,0,0,0,1
,69,4.000000,1,0,1,0,0,0,1
,70,1241.000000,0,1,1,0,0,0,1
,71,40.000000,1,1,1,0,0,0,1
,73,1.000000,1,0,0,1,0,0,1
,74,1.000000,0,1,0,1,0,0,1
,75,1.000000,1,1,0,1,0,0,1
,76,12.000000,0,0,1,1,0,0,1
,77,12.000000,1,0,1,1,0,0,1
,78,17.000000,0,1,1,1,0,0,1
,79,20.000000,1,1,1,1,0,0,1
,80,6.000000,0,0,0,0,1,0,1
,81,54.000000,1,0,0,0,1,0,1
,82,24.000000,0,1,0,0,1,0,1
,83,195.000000,1,1,0,0,1,0,1
,84,102.000000,0,0,1,0,1,0,1
,85,578.000000,1,0,1,0,1,0,1
,86,2356.000000,0,1,1,0,1,0,1
,87,10296.000000,1,1,1,0,1,0,1
,88,2.000000,0,0,0,1,1,0,1
,89,26.000000,1,0,0,1,1,0,1
,90,1.000000,0,1,0,1,1,0,1
,91,37.000000,1,1,0,1,1,0,1
,92,14.000000,0,0,1,1,1,0,1
,93,704.000000,1,0,1,1,1,0,1
,94,185.000000,0,1,1,1,1,0,1
,95,5698.000000,1,1,1,1,1,0,1
,96,1.000000,0,0,0,0,0,1,1
,100,233.000000,0,0,1,0,0,1,1
,101,35.000000,1,0,1,0,0,1,1
,102,2317.000000,0,1,1,0,0,1,1
,103,167.000000,1,1,1,0,0,1,1
,104,2.000000,0,0,0,1,0,1,1
,105,3.000000,1,0,0,1,0,1,1
,106,1.000000,0,1,0,1,0,1,1
,108,764.000000,0,0,1,1,0,1,1
,109,890.000000,1,0,1,1,0,1,1
,110,4649.000000,0,1,1,1,0,1,1
,111,2236.000000,1,1,1,1,0,1,1
,113,2.000000,1,0,0,0,1,1,1
,115,3.000000,1,1,0,0,1,1,1
,116,112.000000,0,0,1,0,1,1,1
,117,570.000000,1,0,1,0,1,1,1
,118,3454.000000,0,1,1,0,1,1,1
,119,25191.000000,1,1,1,0,1,1,1
,121,44.000000,1,0,0,1,1,1,1
,123,26.000000,1,1,0,1,1,1,1
,124,409.000000,0,0,1,1,1,1,1
,125,13904.000000,1,0,1,1,1,1,1
,126,8853.000000,0,1,1,1,1,1,1
,127,2189538.000000,1,1,1,1,1,1,1
