"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,151.000000,0,0,0,0,0,0,0
,1,56.000000,1,0,0,0,0,0,0
,2,5.000000,0,1,0,0,0,0,0
,3,14.000000,1,1,0,0,0,0,0
,4,209.000000,0,0,1,0,0,0,0
,5,125.000000,1,0,1,0,0,0,0
,6,121.000000,0,1,1,0,0,0,0
,7,177.000000,1,1,1,0,0,0,0
,8,62.000000,0,0,0,1,0,0,0
,9,236.000000,1,0,0,1,0,0,0
,11,26.000000,1,1,0,1,0,0,0
,12,17.000000,0,0,1,1,0,0,0
,13,222.000000,1,0,1,1,0,0,0
,14,4.000000,0,1,1,1,0,0,0
,15,673.000000,1,1,1,1,0,0,0
,16,20.000000,0,0,0,0,1,0,0
,17,1.000000,1,0,0,0,1,0,0
,20,41.000000,0,0,1,0,1,0,0
,21,29.000000,1,0,1,0,1,0,0
,22,5.000000,0,1,1,0,1,0,0
,23,3.000000,1,1,1,0,1,0,0
,24,13.000000,0,0,0,1,1,0,0
,25,16.000000,1,0,0,1,1,0,0
,28,16.000000,0,0,1,1,1,0,0
,29,70.000000,1,0,1,1,1,0,0
,31,51.000000,1,1,1,1,1,0,0
,32,10.000000,0,0,0,0,0,1,0
,33,2.000000,1,0,0,0,0,1,0
,36,131.000000,0,0,1,0,0,1,0
,37,56.000000,1,0,1,0,0,1,0
,38,189.000000,0,1,1,0,0,1,0
,39,529.000000,1,1,1,0,0,1,0
,41,5.000000,1,0,0,1,0,1,0
,44,14.000000,0,0,1,1,0,1,0
,45,149.000000,1,0,1,1,0,1,0
,46,25.000000,0,1,1,1,0,1,0
,47,3515.000000,1,1,1,1,0,1,0
,48,10.000000,0,0,0,0,1,1,0
,52,338.000000,0,0,1,0,1,1,0
,53,200.000000,1,0,1,0,1,1,0
,54,481.000000,0,1,1,0,1,1,0
,55,1013.000000,1,1,1,0,1,1,0
,56,2.000000,0,0,0,1,1,1,0
,57,1.000000,1,0,0,1,1,1,0
,60,160.000000,0,0,1,1,1,1,0
,61,868.000000,1,0,1,1,1,1,0
,62,132.000000,0,1,1,1,1,1,0
,63,13578.000000,1,1,1,1,1,1,0
,64,1.000000,0,0,0,0,0,0,1
,65,2.000000,1,0,0,0,0,0,1
,68,2.000000,0,0,1,0,0,0,1
,70,1.000000,0,1,1,0,0,0,1
,72,22.000000,0,0,0,1,0,0,1
,73,265.000000,1,0,0,1,0,0,1
,75,116.000000,1,1,0,1,0,0,1
,76,20.000000,0,0,1,1,0,0,1
,77,1068.000000,1,0,1,1,0,0,1
,78,1.000000,0,1,1,1,0,0,1
,79,4397.000000,1,1,1,1,0,0,1
,80,1.000000,0,0,0,0,1,0,1
,84,4.000000,0,0,1,0,1,0,1
,85,7.000000,1,0,1,0,1,0,1
,88,32.000000,0,0,0,1,1,0,1
,89,242.000000,1,0,0,1,1,0,1
,91,13.000000,1,1,0,1,1,0,1
,92,18.000000,0,0,1,1,1,0,1
,93,1319.000000,1,0,1,1,1,0,1
,95,1770.000000,1,1,1,1,1,0,1
,96,2.000000,0,0,0,0,0,1,1
,105,2.000000,1,0,0,1,0,1,1
,108,13.000000,0,0,1,1,0,1,1
,109,208.000000,1,0,1,1,0,1,1
,111,22490.000000,1,1,1,1,0,1,1
,112,2.000000,0,0,0,0,1,1,1
,116,24.000000,0,0,1,0,1,1,1
,117,29.000000,1,0,1,0,1,1,1
,118,4.000000,0,1,1,0,1,1,1
,119,16.000000,1,1,1,0,1,1,1
,120,3.000000,0,0,0,1,1,1,1
,121,35.000000,1,0,0,1,1,1,1
,124,78.000000,0,0,1,1,1,1,1
,125,4350.000000,1,0,1,1,1,1,1
,126,23.000000,0,1,1,1,1,1,1
,127,2226907.000000,1,1,1,1,1,1,1
