"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,96.000000,0,0,0,0,0,0,0
,2,20.000000,0,1,0,0,0,0,0
,4,25.000000,0,0,1,0,0,0,0
,5,19.000000,1,0,1,0,0,0,0
,8,418.000000,0,0,0,1,0,0,0
,9,3.000000,1,0,0,1,0,0,0
,10,120.000000,0,1,0,1,0,0,0
,11,1.000000,1,1,0,1,0,0,0
,12,234.000000,0,0,1,1,0,0,0
,13,69.000000,1,0,1,1,0,0,0
,14,20.000000,0,1,1,1,0,0,0
,15,3.000000,1,1,1,1,0,0,0
,16,107.000000,0,0,0,0,1,0,0
,17,59.000000,1,0,0,0,1,0,0
,18,64.000000,0,1,0,0,1,0,0
,19,92.000000,1,1,0,0,1,0,0
,20,48.000000,0,0,1,0,1,0,0
,21,210.000000,1,0,1,0,1,0,0
,22,6.000000,0,1,1,0,1,0,0
,23,244.000000,1,1,1,0,1,0,0
,24,177.000000,0,0,0,1,1,0,0
,25,78.000000,1,0,0,1,1,0,0
,26,546.000000,0,1,0,1,1,0,0
,27,446.000000,1,1,0,1,1,0,0
,28,312.000000,0,0,1,1,1,0,0
,29,1327.000000,1,0,1,1,1,0,0
,30,512.000000,0,1,1,1,1,0,0
,31,11179.000000,1,1,1,1,1,0,0
,36,5.000000,0,0,1,0,0,1,0
,37,1.000000,1,0,1,0,0,1,0
,44,17.000000,0,0,1,1,0,1,0
,45,7.000000,1,0,1,1,0,1,0
,46,1.000000,0,1,1,1,0,1,0
,47,2.000000,1,1,1,1,0,1,0
,52,1.000000,0,0,1,0,1,1,0
,53,53.000000,1,0,1,0,1,1,0
,55,108.000000,1,1,1,0,1,1,0
,60,10.000000,0,0,1,1,1,1,0
,61,708.000000,1,0,1,1,1,1,0
,62,6.000000,0,1,1,1,1,1,0
,63,5345.000000,1,1,1,1,1,1,0
,68,3.000000,0,0,1,0,0,0,1
,69,3.000000,1,0,1,0,0,0,1
,72,205.000000,0,0,0,1,0,0,1
,73,4.000000,1,0,0,1,0,0,1
,74,20.000000,0,1,0,1,0,0,1
,76,385.000000,0,0,1,1,0,0,1
,77,69.000000,1,0,1,1,0,0,1
,78,30.000000,0,1,1,1,0,0,1
,79,2.000000,1,1,1,1,0,0,1
,80,1.000000,0,0,0,0,1,0,1
,84,2.000000,0,0,1,0,1,0,1
,85,6.000000,1,0,1,0,1,0,1
,88,94.000000,0,0,0,1,1,0,1
,89,21.000000,1,0,0,1,1,0,1
,90,72.000000,0,1,0,1,1,0,1
,91,34.000000,1,1,0,1,1,0,1
,92,544.000000,0,0,1,1,1,0,1
,93,4040.000000,1,0,1,1,1,0,1
,94,562.000000,0,1,1,1,1,0,1
,95,45265.000000,1,1,1,1,1,0,1
,100,1.000000,0,0,1,0,0,1,1
,105,1.000000,1,0,0,1,0,1,1
,108,432.000000,0,0,1,1,0,1,1
,109,297.000000,1,0,1,1,0,1,1
,110,13.000000,0,1,1,1,0,1,1
,111,2.000000,1,1,1,1,0,1,1
,117,23.000000,1,0,1,0,1,1,1
,119,7.000000,1,1,1,0,1,1,1
,124,468.000000,0,0,1,1,1,1,1
,125,31527.000000,1,0,1,1,1,1,1
,126,107.000000,0,1,1,1,1,1,1
,127,2180319.000000,1,1,1,1,1,1,1
