"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,324.000000,0,0,0,0,0,0,0
,1,338.000000,1,0,0,0,0,0,0
,2,1.000000,0,1,0,0,0,0,0
,3,1.000000,1,1,0,0,0,0,0
,4,6.000000,0,0,1,0,0,0,0
,5,6.000000,1,0,1,0,0,0,0
,8,146.000000,0,0,0,1,0,0,0
,9,64.000000,1,0,0,1,0,0,0
,10,6.000000,0,1,0,1,0,0,0
,11,1.000000,1,1,0,1,0,0,0
,12,48.000000,0,0,1,1,0,0,0
,13,83.000000,1,0,1,1,0,0,0
,14,89.000000,0,1,1,1,0,0,0
,15,145.000000,1,1,1,1,0,0,0
,16,11.000000,0,0,0,0,1,0,0
,17,257.000000,1,0,0,0,1,0,0
,20,1.000000,0,0,1,0,1,0,0
,21,24.000000,1,0,1,0,1,0,0
,25,65.000000,1,0,0,1,1,0,0
,27,7.000000,1,1,0,1,1,0,0
,29,154.000000,1,0,1,1,1,0,0
,30,1.000000,0,1,1,1,1,0,0
,31,186.000000,1,1,1,1,1,0,0
,32,521.000000,0,0,0,0,0,1,0
,33,337.000000,1,0,0,0,0,1,0
,34,41.000000,0,1,0,0,0,1,0
,35,42.000000,1,1,0,0,0,1,0
,37,2.000000,1,0,1,0,0,1,0
,40,320.000000,0,0,0,1,0,1,0
,41,376.000000,1,0,0,1,0,1,0
,42,404.000000,0,1,0,1,0,1,0
,43,712.000000,1,1,0,1,0,1,0
,44,78.000000,0,0,1,1,0,1,0
,45,209.000000,1,0,1,1,0,1,0
,46,1328.000000,0,1,1,1,0,1,0
,47,3738.000000,1,1,1,1,0,1,0
,48,33.000000,0,0,0,0,1,1,0
,49,618.000000,1,0,0,0,1,1,0
,50,1.000000,0,1,0,0,1,1,0
,51,63.000000,1,1,0,0,1,1,0
,53,4.000000,1,0,1,0,1,1,0
,56,20.000000,0,0,0,1,1,1,0
,57,1312.000000,1,0,0,1,1,1,0
,58,39.000000,0,1,0,1,1,1,0
,59,3748.000000,1,1,0,1,1,1,0
,60,3.000000,0,0,1,1,1,1,0
,61,1070.000000,1,0,1,1,1,1,0
,62,43.000000,0,1,1,1,1,1,0
,63,24837.000000,1,1,1,1,1,1,0
,65,13.000000,1,0,0,0,0,0,1
,68,1.000000,0,0,1,0,0,0,1
,69,3.000000,1,0,1,0,0,0,1
,72,1.000000,0,0,0,1,0,0,1
,73,7.000000,1,0,0,1,0,0,1
,75,1.000000,1,1,0,1,0,0,1
,76,2.000000,0,0,1,1,0,0,1
,77,16.000000,1,0,1,1,0,0,1
,78,4.000000,0,1,1,1,0,0,1
,79,25.000000,1,1,1,1,0,0,1
,80,2.000000,0,0,0,0,1,0,1
,81,1379.000000,1,0,0,0,1,0,1
,85,264.000000,1,0,1,0,1,0,1
,89,385.000000,1,0,0,1,1,0,1
,91,5.000000,1,1,0,1,1,0,1
,93,1296.000000,1,0,1,1,1,0,1
,95,823.000000,1,1,1,1,1,0,1
,96,3.000000,0,0,0,0,0,1,1
,97,16.000000,1,0,0,0,0,1,1
,99,1.000000,1,1,0,0,0,1,1
,103,1.000000,1,1,1,0,0,1,1
,105,15.000000,1,0,0,1,0,1,1
,107,49.000000,1,1,0,1,0,1,1
,108,1.000000,0,0,1,1,0,1,1
,109,11.000000,1,0,1,1,0,1,1
,110,7.000000,0,1,1,1,0,1,1
,111,218.000000,1,1,1,1,0,1,1
,112,7.000000,0,0,0,0,1,1,1
,113,3232.000000,1,0,0,0,1,1,1
,114,2.000000,0,1,0,0,1,1,1
,115,63.000000,1,1,0,0,1,1,1
,117,97.000000,1,0,1,0,1,1,1
,119,2.000000,1,1,1,0,1,1,1
,120,2.000000,0,0,0,1,1,1,1
,121,11181.000000,1,0,0,1,1,1,1
,123,13995.000000,1,1,0,1,1,1,1
,125,23198.000000,1,0,1,1,1,1,1
,126,2.000000,0,1,1,1,1,1,1
,127,2189065.000000,1,1,1,1,1,1,1
