"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,145.000000,0,0,0,0,0,0,0
,1,195.000000,1,0,0,0,0,0,0
,2,6.000000,0,1,0,0,0,0,0
,3,1356.000000,1,1,0,0,0,0,0
,4,16.000000,0,0,1,0,0,0,0
,5,26.000000,1,0,1,0,0,0,0
,6,3.000000,0,1,1,0,0,0,0
,7,335.000000,1,1,1,0,0,0,0
,8,1.000000,0,0,0,1,0,0,0
,11,19.000000,1,1,0,1,0,0,0
,12,3.000000,0,0,1,1,0,0,0
,13,2.000000,1,0,1,1,0,0,0
,14,1.000000,0,1,1,1,0,0,0
,15,84.000000,1,1,1,1,0,0,0
,20,2.000000,0,0,1,0,1,0,0
,23,4.000000,1,1,1,0,1,0,0
,28,2.000000,0,0,1,1,1,0,0
,29,1.000000,1,0,1,1,1,0,0
,30,1.000000,0,1,1,1,1,0,0
,31,27.000000,1,1,1,1,1,0,0
,32,3.000000,0,0,0,0,0,1,0
,33,55.000000,1,0,0,0,0,1,0
,35,1023.000000,1,1,0,0,0,1,0
,39,55.000000,1,1,1,0,0,1,0
,43,1.000000,1,1,0,1,0,1,0
,47,6.000000,1,1,1,1,0,1,0
,59,1.000000,1,1,0,1,1,1,0
,64,255.000000,0,0,0,0,0,0,1
,65,219.000000,1,0,0,0,0,0,1
,66,6.000000,0,1,0,0,0,0,1
,67,1625.000000,1,1,0,0,0,0,1
,68,139.000000,0,0,1,0,0,0,1
,69,83.000000,1,0,1,0,0,0,1
,70,1.000000,0,1,1,0,0,0,1
,71,3158.000000,1,1,1,0,0,0,1
,72,4.000000,0,0,0,1,0,0,1
,73,3.000000,1,0,0,1,0,0,1
,75,111.000000,1,1,0,1,0,0,1
,76,16.000000,0,0,1,1,0,0,1
,77,16.000000,1,0,1,1,0,0,1
,78,2.000000,0,1,1,1,0,0,1
,79,2888.000000,1,1,1,1,0,0,1
,80,10.000000,0,0,0,0,1,0,1
,81,15.000000,1,0,0,0,1,0,1
,83,110.000000,1,1,0,0,1,0,1
,84,17.000000,0,0,1,0,1,0,1
,85,20.000000,1,0,1,0,1,0,1
,87,1520.000000,1,1,1,0,1,0,1
,88,4.000000,0,0,0,1,1,0,1
,89,5.000000,1,0,0,1,1,0,1
,91,87.000000,1,1,0,1,1,0,1
,92,432.000000,0,0,1,1,1,0,1
,93,951.000000,1,0,1,1,1,0,1
,94,79.000000,0,1,1,1,1,0,1
,95,79062.000000,1,1,1,1,1,0,1
,96,39.000000,0,0,0,0,0,1,1
,97,213.000000,1,0,0,0,0,1,1
,98,2.000000,0,1,0,0,0,1,1
,99,4713.000000,1,1,0,0,0,1,1
,100,7.000000,0,0,1,0,0,1,1
,101,17.000000,1,0,1,0,0,1,1
,102,1.000000,0,1,1,0,0,1,1
,103,8384.000000,1,1,1,0,0,1,1
,105,7.000000,1,0,0,1,0,1,1
,107,149.000000,1,1,0,1,0,1,1
,108,1.000000,0,0,1,1,0,1,1
,109,7.000000,1,0,1,1,0,1,1
,111,6618.000000,1,1,1,1,0,1,1
,112,8.000000,0,0,0,0,1,1,1
,113,41.000000,1,0,0,0,1,1,1
,115,521.000000,1,1,0,0,1,1,1
,116,3.000000,0,0,1,0,1,1,1
,117,12.000000,1,0,1,0,1,1,1
,119,6397.000000,1,1,1,0,1,1,1
,120,2.000000,0,0,0,1,1,1,1
,121,13.000000,1,0,0,1,1,1,1
,123,192.000000,1,1,0,1,1,1,1
,124,180.000000,0,0,1,1,1,1,1
,125,717.000000,1,0,1,1,1,1,1
,126,12.000000,0,1,1,1,1,1,1
,127,2164791.000000,1,1,1,1,1,1,1
