"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,74.000000,0,0,0,0,0,0,0
,1,55.000000,1,0,0,0,0,0,0
,2,5.000000,0,1,0,0,0,0,0
,3,127.000000,1,1,0,0,0,0,0
,4,4.000000,0,0,1,0,0,0,0
,5,6.000000,1,0,1,0,0,0,0
,7,3.000000,1,1,1,0,0,0,0
,15,1.000000,1,1,1,1,0,0,0
,16,141.000000,0,0,0,0,1,0,0
,17,81.000000,1,0,0,0,1,0,0
,18,1.000000,0,1,0,0,1,0,0
,19,60.000000,1,1,0,0,1,0,0
,20,92.000000,0,0,1,0,1,0,0
,21,29.000000,1,0,1,0,1,0,0
,23,13.000000,1,1,1,0,1,0,0
,24,4.000000,0,0,0,1,1,0,0
,25,1.000000,1,0,0,1,1,0,0
,27,2.000000,1,1,0,1,1,0,0
,28,212.000000,0,0,1,1,1,0,0
,29,180.000000,1,0,1,1,1,0,0
,30,1.000000,0,1,1,1,1,0,0
,31,67.000000,1,1,1,1,1,0,0
,32,40.000000,0,0,0,0,0,1,0
,33,16.000000,1,0,0,0,0,1,0
,34,24.000000,0,1,0,0,0,1,0
,35,737.000000,1,1,0,0,0,1,0
,36,2.000000,0,0,1,0,0,1,0
,37,5.000000,1,0,1,0,0,1,0
,39,136.000000,1,1,1,0,0,1,0
,43,3.000000,1,1,0,1,0,1,0
,47,7.000000,1,1,1,1,0,1,0
,48,29.000000,0,0,0,0,1,1,0
,49,17.000000,1,0,0,0,1,1,0
,50,15.000000,0,1,0,0,1,1,0
,51,567.000000,1,1,0,0,1,1,0
,52,11.000000,0,0,1,0,1,1,0
,53,12.000000,1,0,1,0,1,1,0
,54,10.000000,0,1,1,0,1,1,0
,55,633.000000,1,1,1,0,1,1,0
,57,2.000000,1,0,0,1,1,1,0
,59,10.000000,1,1,0,1,1,1,0
,60,110.000000,0,0,1,1,1,1,0
,61,266.000000,1,0,1,1,1,1,0
,62,44.000000,0,1,1,1,1,1,0
,63,3949.000000,1,1,1,1,1,1,0
,64,36.000000,0,0,0,0,0,0,1
,65,130.000000,1,0,0,0,0,0,1
,67,286.000000,1,1,0,0,0,0,1
,71,1.000000,1,1,1,0,0,0,1
,80,82.000000,0,0,0,0,1,0,1
,81,210.000000,1,0,0,0,1,0,1
,83,612.000000,1,1,0,0,1,0,1
,84,14.000000,0,0,1,0,1,0,1
,85,33.000000,1,0,1,0,1,0,1
,87,82.000000,1,1,1,0,1,0,1
,88,9.000000,0,0,0,1,1,0,1
,89,24.000000,1,0,0,1,1,0,1
,91,78.000000,1,1,0,1,1,0,1
,92,145.000000,0,0,1,1,1,0,1
,93,663.000000,1,0,1,1,1,0,1
,95,1032.000000,1,1,1,1,1,0,1
,97,9.000000,1,0,0,0,0,1,1
,99,1714.000000,1,1,0,0,0,1,1
,103,86.000000,1,1,1,0,0,1,1
,111,8.000000,1,1,1,1,0,1,1
,112,2.000000,0,0,0,0,1,1,1
,113,27.000000,1,0,0,0,1,1,1
,114,2.000000,0,1,0,0,1,1,1
,115,7325.000000,1,1,0,0,1,1,1
,116,1.000000,0,0,1,0,1,1,1
,117,19.000000,1,0,1,0,1,1,1
,118,1.000000,0,1,1,0,1,1,1
,119,15768.000000,1,1,1,0,1,1,1
,120,1.000000,0,0,0,1,1,1,1
,121,15.000000,1,0,0,1,1,1,1
,123,1313.000000,1,1,0,1,1,1,1
,124,19.000000,0,0,1,1,1,1,1
,125,388.000000,1,0,1,1,1,1,1
,126,8.000000,0,1,1,1,1,1,1
,127,2249311.000000,1,1,1,1,1,1,1
