"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,156.000000,0,0,0,0,0,0,0
,1,13.000000,1,0,0,0,0,0,0
,4,22.000000,0,0,1,0,0,0,0
,5,39.000000,1,0,1,0,0,0,0
,8,6.000000,0,0,0,1,0,0,0
,10,1.000000,0,1,0,1,0,0,0
,16,471.000000,0,0,0,0,1,0,0
,17,34.000000,1,0,0,0,1,0,0
,18,3.000000,0,1,0,0,1,0,0
,19,8.000000,1,1,0,0,1,0,0
,20,20.000000,0,0,1,0,1,0,0
,21,565.000000,1,0,1,0,1,0,0
,23,38.000000,1,1,1,0,1,0,0
,24,132.000000,0,0,0,1,1,0,0
,25,7.000000,1,0,0,1,1,0,0
,26,301.000000,0,1,0,1,1,0,0
,27,180.000000,1,1,0,1,1,0,0
,29,172.000000,1,0,1,1,1,0,0
,30,2.000000,0,1,1,1,1,0,0
,31,770.000000,1,1,1,1,1,0,0
,32,2.000000,0,0,0,0,0,1,0
,40,3.000000,0,0,0,1,0,1,0
,42,1.000000,0,1,0,1,0,1,0
,48,5.000000,0,0,0,0,1,1,0
,49,1.000000,1,0,0,0,1,1,0
,53,1.000000,1,0,1,0,1,1,0
,56,8.000000,0,0,0,1,1,1,0
,58,64.000000,0,1,0,1,1,1,0
,59,15.000000,1,1,0,1,1,1,0
,61,1.000000,1,0,1,1,1,1,0
,63,17.000000,1,1,1,1,1,1,0
,64,379.000000,0,0,0,0,0,0,1
,65,10.000000,1,0,0,0,0,0,1
,66,1.000000,0,1,0,0,0,0,1
,68,17.000000,0,0,1,0,0,0,1
,69,96.000000,1,0,1,0,0,0,1
,72,11.000000,0,0,0,1,0,0,1
,74,3.000000,0,1,0,1,0,0,1
,76,1.000000,0,0,1,1,0,0,1
,80,724.000000,0,0,0,0,1,0,1
,81,121.000000,1,0,0,0,1,0,1
,82,6.000000,0,1,0,0,1,0,1
,83,6.000000,1,1,0,0,1,0,1
,84,114.000000,0,0,1,0,1,0,1
,85,3927.000000,1,0,1,0,1,0,1
,86,2.000000,0,1,1,0,1,0,1
,87,330.000000,1,1,1,0,1,0,1
,88,243.000000,0,0,0,1,1,0,1
,89,161.000000,1,0,0,1,1,0,1
,90,864.000000,0,1,0,1,1,0,1
,91,1087.000000,1,1,0,1,1,0,1
,92,64.000000,0,0,1,1,1,0,1
,93,5973.000000,1,0,1,1,1,0,1
,94,97.000000,0,1,1,1,1,0,1
,95,17633.000000,1,1,1,1,1,0,1
,96,380.000000,0,0,0,0,0,1,1
,97,2.000000,1,0,0,0,0,1,1
,98,12.000000,0,1,0,0,0,1,1
,100,59.000000,0,0,1,0,0,1,1
,101,116.000000,1,0,1,0,0,1,1
,104,76.000000,0,0,0,1,0,1,1
,106,86.000000,0,1,0,1,0,1,1
,108,5.000000,0,0,1,1,0,1,1
,109,3.000000,1,0,1,1,0,1,1
,110,3.000000,0,1,1,1,0,1,1
,112,1051.000000,0,0,0,0,1,1,1
,113,108.000000,1,0,0,0,1,1,1
,114,46.000000,0,1,0,0,1,1,1
,115,6.000000,1,1,0,0,1,1,1
,116,538.000000,0,0,1,0,1,1,1
,117,4788.000000,1,0,1,0,1,1,1
,118,14.000000,0,1,1,0,1,1,1
,119,346.000000,1,1,1,0,1,1,1
,120,1584.000000,0,0,0,1,1,1,1
,121,927.000000,1,0,0,1,1,1,1
,122,9611.000000,0,1,0,1,1,1,1
,123,8656.000000,1,1,0,1,1,1,1
,124,928.000000,0,0,1,1,1,1,1
,125,29228.000000,1,0,1,1,1,1,1
,126,3054.000000,0,1,1,1,1,1,1
,127,2190703.000000,1,1,1,1,1,1,1
