"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,598.000000,0,0,0,0,0,0,0
,1,47.000000,1,0,0,0,0,0,0
,2,13.000000,0,1,0,0,0,0,0
,3,18.000000,1,1,0,0,0,0,0
,4,25.000000,0,0,1,0,0,0,0
,8,863.000000,0,0,0,1,0,0,0
,9,22.000000,1,0,0,1,0,0,0
,10,10.000000,0,1,0,1,0,0,0
,11,35.000000,1,1,0,1,0,0,0
,12,1124.000000,0,0,1,1,0,0,0
,13,35.000000,1,0,1,1,0,0,0
,14,9.000000,0,1,1,1,0,0,0
,15,18.000000,1,1,1,1,0,0,0
,16,22.000000,0,0,0,0,1,0,0
,18,7.000000,0,1,0,0,1,0,0
,19,24.000000,1,1,0,0,1,0,0
,24,8.000000,0,0,0,1,1,0,0
,25,2.000000,1,0,0,1,1,0,0
,26,4.000000,0,1,0,1,1,0,0
,27,12.000000,1,1,0,1,1,0,0
,28,10.000000,0,0,1,1,1,0,0
,29,4.000000,1,0,1,1,1,0,0
,30,2.000000,0,1,1,1,1,0,0
,31,5.000000,1,1,1,1,1,0,0
,32,64.000000,0,0,0,0,0,1,0
,33,44.000000,1,0,0,0,0,1,0
,34,2.000000,0,1,0,0,0,1,0
,35,426.000000,1,1,0,0,0,1,0
,36,14.000000,0,0,1,0,0,1,0
,37,13.000000,1,0,1,0,0,1,0
,39,93.000000,1,1,1,0,0,1,0
,40,117.000000,0,0,0,1,0,1,0
,41,92.000000,1,0,0,1,0,1,0
,42,2.000000,0,1,0,1,0,1,0
,43,899.000000,1,1,0,1,0,1,0
,44,1475.000000,0,0,1,1,0,1,0
,45,1495.000000,1,0,1,1,0,1,0
,46,46.000000,0,1,1,1,0,1,0
,47,6746.000000,1,1,1,1,0,1,0
,48,3.000000,0,0,0,0,1,1,0
,49,8.000000,1,0,0,0,1,1,0
,51,286.000000,1,1,0,0,1,1,0
,55,17.000000,1,1,1,0,1,1,0
,56,11.000000,0,0,0,1,1,1,0
,57,11.000000,1,0,0,1,1,1,0
,58,2.000000,0,1,0,1,1,1,0
,59,543.000000,1,1,0,1,1,1,0
,60,37.000000,0,0,1,1,1,1,0
,61,61.000000,1,0,1,1,1,1,0
,62,21.000000,0,1,1,1,1,1,0
,63,1606.000000,1,1,1,1,1,1,0
,64,140.000000,0,0,0,0,0,0,1
,66,3.000000,0,1,0,0,0,0,1
,67,24.000000,1,1,0,0,0,0,1
,72,572.000000,0,0,0,1,0,0,1
,73,38.000000,1,0,0,1,0,0,1
,74,29.000000,0,1,0,1,0,0,1
,75,120.000000,1,1,0,1,0,0,1
,76,3051.000000,0,0,1,1,0,0,1
,77,223.000000,1,0,1,1,0,0,1
,78,85.000000,0,1,1,1,0,0,1
,79,180.000000,1,1,1,1,0,0,1
,80,111.000000,0,0,0,0,1,0,1
,81,2.000000,1,0,0,0,1,0,1
,82,97.000000,0,1,0,0,1,0,1
,83,129.000000,1,1,0,0,1,0,1
,84,2.000000,0,0,1,0,1,0,1
,88,1047.000000,0,0,0,1,1,0,1
,89,110.000000,1,0,0,1,1,0,1
,90,529.000000,0,1,0,1,1,0,1
,91,1641.000000,1,1,0,1,1,0,1
,92,4380.000000,0,0,1,1,1,0,1
,93,812.000000,1,0,1,1,1,0,1
,94,724.000000,0,1,1,1,1,0,1
,95,2574.000000,1,1,1,1,1,0,1
,96,9.000000,0,0,0,0,0,1,1
,97,16.000000,1,0,0,0,0,1,1
,99,58.000000,1,1,0,0,0,1,1
,103,3.000000,1,1,1,0,0,1,1
,104,104.000000,0,0,0,1,0,1,1
,105,160.000000,1,0,0,1,0,1,1
,106,10.000000,0,1,0,1,0,1,1
,107,897.000000,1,1,0,1,0,1,1
,108,3052.000000,0,0,1,1,0,1,1
,109,5547.000000,1,0,1,1,0,1,1
,110,578.000000,0,1,1,1,0,1,1
,111,41778.000000,1,1,1,1,0,1,1
,112,6.000000,0,0,0,0,1,1,1
,113,5.000000,1,0,0,0,1,1,1
,114,1.000000,0,1,0,0,1,1,1
,115,759.000000,1,1,0,0,1,1,1
,119,16.000000,1,1,1,0,1,1,1
,120,190.000000,0,0,0,1,1,1,1
,121,245.000000,1,0,0,1,1,1,1
,122,87.000000,0,1,0,1,1,1,1
,123,13115.000000,1,1,0,1,1,1,1
,124,4015.000000,0,0,1,1,1,1,1
,125,10726.000000,1,0,1,1,1,1,1
,126,2146.000000,0,1,1,1,1,1,1
,127,2170061.000000,1,1,1,1,1,1,1
