"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,861.000000,0,0,0,0,0,0,0
,1,1.000000,1,0,0,0,0,0,0
,2,5.000000,0,1,0,0,0,0,0
,3,6.000000,1,1,0,0,0,0,0
,4,160.000000,0,0,1,0,0,0,0
,5,7.000000,1,0,1,0,0,0,0
,6,32.000000,0,1,1,0,0,0,0
,7,44.000000,1,1,1,0,0,0,0
,8,340.000000,0,0,0,1,0,0,0
,9,30.000000,1,0,0,1,0,0,0
,10,39.000000,0,1,0,1,0,0,0
,11,65.000000,1,1,0,1,0,0,0
,12,120.000000,0,0,1,1,0,0,0
,13,17.000000,1,0,1,1,0,0,0
,14,130.000000,0,1,1,1,0,0,0
,15,941.000000,1,1,1,1,0,0,0
,16,199.000000,0,0,0,0,1,0,0
,20,7.000000,0,0,1,0,1,0,0
,22,3.000000,0,1,1,0,1,0,0
,24,314.000000,0,0,0,1,1,0,0
,25,80.000000,1,0,0,1,1,0,0
,26,73.000000,0,1,0,1,1,0,0
,27,175.000000,1,1,0,1,1,0,0
,28,109.000000,0,0,1,1,1,0,0
,29,55.000000,1,0,1,1,1,0,0
,30,155.000000,0,1,1,1,1,0,0
,31,2370.000000,1,1,1,1,1,0,0
,32,140.000000,0,0,0,0,0,1,0
,34,1.000000,0,1,0,0,0,1,0
,35,1.000000,1,1,0,0,0,1,0
,36,30.000000,0,0,1,0,0,1,0
,38,1.000000,0,1,1,0,0,1,0
,40,39.000000,0,0,0,1,0,1,0
,41,4.000000,1,0,0,1,0,1,0
,42,4.000000,0,1,0,1,0,1,0
,43,9.000000,1,1,0,1,0,1,0
,44,31.000000,0,0,1,1,0,1,0
,45,2.000000,1,0,1,1,0,1,0
,46,19.000000,0,1,1,1,0,1,0
,47,88.000000,1,1,1,1,0,1,0
,48,640.000000,0,0,0,0,1,1,0
,50,1.000000,0,1,0,0,1,1,0
,52,53.000000,0,0,1,0,1,1,0
,53,1.000000,1,0,1,0,1,1,0
,54,4.000000,0,1,1,0,1,1,0
,56,3981.000000,0,0,0,1,1,1,0
,57,1492.000000,1,0,0,1,1,1,0
,58,897.000000,0,1,0,1,1,1,0
,59,2418.000000,1,1,0,1,1,1,0
,60,3042.000000,0,0,1,1,1,1,0
,61,2245.000000,1,0,1,1,1,1,0
,62,3477.000000,0,1,1,1,1,1,0
,63,26591.000000,1,1,1,1,1,1,0
,64,275.000000,0,0,0,0,0,0,1
,65,2.000000,1,0,0,0,0,0,1
,66,10.000000,0,1,0,0,0,0,1
,67,8.000000,1,1,0,0,0,0,1
,68,579.000000,0,0,1,0,0,0,1
,69,16.000000,1,0,1,0,0,0,1
,70,261.000000,0,1,1,0,0,0,1
,71,170.000000,1,1,1,0,0,0,1
,72,69.000000,0,0,0,1,0,0,1
,73,6.000000,1,0,0,1,0,0,1
,74,5.000000,0,1,0,1,0,0,1
,75,12.000000,1,1,0,1,0,0,1
,76,298.000000,0,0,1,1,0,0,1
,77,45.000000,1,0,1,1,0,0,1
,78,458.000000,0,1,1,1,0,0,1
,79,2335.000000,1,1,1,1,0,0,1
,80,19.000000,0,0,0,0,1,0,1
,84,33.000000,0,0,1,0,1,0,1
,85,1.000000,1,0,1,0,1,0,1
,86,5.000000,0,1,1,0,1,0,1
,87,3.000000,1,1,1,0,1,0,1
,88,60.000000,0,0,0,1,1,0,1
,89,6.000000,1,0,0,1,1,0,1
,90,11.000000,0,1,0,1,1,0,1
,91,7.000000,1,1,0,1,1,0,1
,92,240.000000,0,0,1,1,1,0,1
,93,72.000000,1,0,1,1,1,0,1
,94,430.000000,0,1,1,1,1,0,1
,95,4028.000000,1,1,1,1,1,0,1
,96,324.000000,0,0,0,0,0,1,1
,98,2.000000,0,1,0,0,0,1,1
,100,434.000000,0,0,1,0,0,1,1
,101,5.000000,1,0,1,0,0,1,1
,102,85.000000,0,1,1,0,0,1,1
,103,26.000000,1,1,1,0,0,1,1
,104,122.000000,0,0,0,1,0,1,1
,105,4.000000,1,0,0,1,0,1,1
,106,6.000000,0,1,0,1,0,1,1
,107,3.000000,1,1,0,1,0,1,1
,108,412.000000,0,0,1,1,0,1,1
,109,46.000000,1,0,1,1,0,1,1
,110,270.000000,0,1,1,1,0,1,1
,111,674.000000,1,1,1,1,0,1,1
,112,1207.000000,0,0,0,0,1,1,1
,114,3.000000,0,1,0,0,1,1,1
,116,942.000000,0,0,1,0,1,1,1
,117,4.000000,1,0,1,0,1,1,1
,118,95.000000,0,1,1,0,1,1,1
,119,40.000000,1,1,1,0,1,1,1
,120,5147.000000,0,0,0,1,1,1,1
,121,988.000000,1,0,0,1,1,1,1
,122,879.000000,0,1,0,1,1,1,1
,123,1488.000000,1,1,0,1,1,1,1
,124,22253.000000,0,0,1,1,1,1,1
,125,10851.000000,1,0,1,1,1,1,1
,126,38832.000000,0,1,1,1,1,1,1
,127,2141103.000000,1,1,1,1,1,1,1
