"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,15.000000,0,0,0,0,0,0,0
,2,5.000000,0,1,0,0,0,0,0
,8,1.000000,0,0,0,1,0,0,0
,16,1299.000000,0,0,0,0,1,0,0
,17,88.000000,1,0,0,0,1,0,0
,18,687.000000,0,1,0,0,1,0,0
,19,1066.000000,1,1,0,0,1,0,0
,20,91.000000,0,0,1,0,1,0,0
,21,1.000000,1,0,1,0,1,0,0
,22,59.000000,0,1,1,0,1,0,0
,23,65.000000,1,1,1,0,1,0,0
,24,283.000000,0,0,0,1,1,0,0
,25,26.000000,1,0,0,1,1,0,0
,26,206.000000,0,1,0,1,1,0,0
,27,589.000000,1,1,0,1,1,0,0
,28,2250.000000,0,0,1,1,1,0,0
,29,82.000000,1,0,1,1,1,0,0
,30,1737.000000,0,1,1,1,1,0,0
,31,3784.000000,1,1,1,1,1,0,0
,48,6.000000,0,0,0,0,1,1,0
,49,19.000000,1,0,0,0,1,1,0
,50,3.000000,0,1,0,0,1,1,0
,51,3194.000000,1,1,0,0,1,1,0
,53,1.000000,1,0,1,0,1,1,0
,55,58.000000,1,1,1,0,1,1,0
,56,5.000000,0,0,0,1,1,1,0
,57,5.000000,1,0,0,1,1,1,0
,58,2.000000,0,1,0,1,1,1,0
,59,1278.000000,1,1,0,1,1,1,0
,60,8.000000,0,0,1,1,1,1,0
,61,8.000000,1,0,1,1,1,1,0
,62,10.000000,0,1,1,1,1,1,0
,63,3125.000000,1,1,1,1,1,1,0
,80,131.000000,0,0,0,0,1,0,1
,81,28.000000,1,0,0,0,1,0,1
,82,58.000000,0,1,0,0,1,0,1
,83,401.000000,1,1,0,0,1,0,1
,84,5.000000,0,0,1,0,1,0,1
,85,2.000000,1,0,1,0,1,0,1
,86,8.000000,0,1,1,0,1,0,1
,87,78.000000,1,1,1,0,1,0,1
,88,81.000000,0,0,0,1,1,0,1
,89,37.000000,1,0,0,1,1,0,1
,90,108.000000,0,1,0,1,1,0,1
,91,1168.000000,1,1,0,1,1,0,1
,92,2798.000000,0,0,1,1,1,0,1
,93,607.000000,1,0,1,1,1,0,1
,94,2941.000000,0,1,1,1,1,0,1
,95,39137.000000,1,1,1,1,1,0,1
,112,25.000000,0,0,0,0,1,1,1
,113,59.000000,1,0,0,0,1,1,1
,114,12.000000,0,1,0,0,1,1,1
,115,6605.000000,1,1,0,0,1,1,1
,116,1.000000,0,0,1,0,1,1,1
,117,4.000000,1,0,1,0,1,1,1
,118,1.000000,0,1,1,0,1,1,1
,119,663.000000,1,1,1,0,1,1,1
,120,27.000000,0,0,0,1,1,1,1
,121,49.000000,1,0,0,1,1,1,1
,122,15.000000,0,1,0,1,1,1,1
,123,17360.000000,1,1,0,1,1,1,1
,124,385.000000,0,0,1,1,1,1,1
,125,662.000000,1,0,1,1,1,1,1
,126,315.000000,0,1,1,1,1,1,1
,127,2193431.000000,1,1,1,1,1,1,1
