"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,279.000000,0,0,0,0,0,0,0
,1,295.000000,1,0,0,0,0,0,0
,2,4.000000,0,1,0,0,0,0,0
,3,13.000000,1,1,0,0,0,0,0
,4,140.000000,0,0,1,0,0,0,0
,5,100.000000,1,0,1,0,0,0,0
,6,95.000000,0,1,1,0,0,0,0
,7,242.000000,1,1,1,0,0,0,0
,8,22.000000,0,0,0,1,0,0,0
,9,270.000000,1,0,0,1,0,0,0
,11,19.000000,1,1,0,1,0,0,0
,12,6.000000,0,0,1,1,0,0,0
,13,144.000000,1,0,1,1,0,0,0
,14,2.000000,0,1,1,1,0,0,0
,15,458.000000,1,1,1,1,0,0,0
,16,10.000000,0,0,0,0,1,0,0
,17,12.000000,1,0,0,0,1,0,0
,20,1.000000,0,0,1,0,1,0,0
,21,3.000000,1,0,1,0,1,0,0
,24,4.000000,0,0,0,1,1,0,0
,25,23.000000,1,0,0,1,1,0,0
,28,1.000000,0,0,1,1,1,0,0
,29,19.000000,1,0,1,1,1,0,0
,31,11.000000,1,1,1,1,1,0,0
,32,103.000000,0,0,0,0,0,1,0
,33,58.000000,1,0,0,0,0,1,0
,36,222.000000,0,0,1,0,0,1,0
,37,102.000000,1,0,1,0,0,1,0
,38,293.000000,0,1,1,0,0,1,0
,39,926.000000,1,1,1,0,0,1,0
,40,6.000000,0,0,0,1,0,1,0
,41,96.000000,1,0,0,1,0,1,0
,44,4.000000,0,0,1,1,0,1,0
,45,251.000000,1,0,1,1,0,1,0
,46,6.000000,0,1,1,1,0,1,0
,47,2978.000000,1,1,1,1,0,1,0
,48,153.000000,0,0,0,0,1,1,0
,49,109.000000,1,0,0,0,1,1,0
,50,1.000000,0,1,0,0,1,1,0
,52,352.000000,0,0,1,0,1,1,0
,53,558.000000,1,0,1,0,1,1,0
,54,782.000000,0,1,1,0,1,1,0
,55,2218.000000,1,1,1,0,1,1,0
,56,47.000000,0,0,0,1,1,1,0
,57,235.000000,1,0,0,1,1,1,0
,59,2.000000,1,1,0,1,1,1,0
,60,93.000000,0,0,1,1,1,1,0
,61,2446.000000,1,0,1,1,1,1,0
,62,67.000000,0,1,1,1,1,1,0
,63,21205.000000,1,1,1,1,1,1,0
,65,3.000000,1,0,0,0,0,0,1
,68,1.000000,0,0,1,0,0,0,1
,69,6.000000,1,0,1,0,0,0,1
,71,25.000000,1,1,1,0,0,0,1
,72,2.000000,0,0,0,1,0,0,1
,73,1075.000000,1,0,0,1,0,0,1
,75,195.000000,1,1,0,1,0,0,1
,77,638.000000,1,0,1,1,0,0,1
,79,2839.000000,1,1,1,1,0,0,1
,81,2.000000,1,0,0,0,1,0,1
,88,1.000000,0,0,0,1,1,0,1
,89,332.000000,1,0,0,1,1,0,1
,91,14.000000,1,1,0,1,1,0,1
,93,228.000000,1,0,1,1,1,0,1
,95,181.000000,1,1,1,1,1,0,1
,96,1.000000,0,0,0,0,0,1,1
,97,1.000000,1,0,0,0,0,1,1
,103,42.000000,1,1,1,0,0,1,1
,104,3.000000,0,0,0,1,0,1,1
,105,141.000000,1,0,0,1,0,1,1
,107,8.000000,1,1,0,1,0,1,1
,108,1.000000,0,0,1,1,0,1,1
,109,1151.000000,1,0,1,1,0,1,1
,110,1.000000,0,1,1,1,0,1,1
,111,22477.000000,1,1,1,1,0,1,1
,112,3.000000,0,0,0,0,1,1,1
,113,8.000000,1,0,0,0,1,1,1
,116,7.000000,0,0,1,0,1,1,1
,117,20.000000,1,0,1,0,1,1,1
,118,2.000000,0,1,1,0,1,1,1
,119,51.000000,1,1,1,0,1,1,1
,120,4.000000,0,0,0,1,1,1,1
,121,1387.000000,1,0,0,1,1,1,1
,123,32.000000,1,1,0,1,1,1,1
,124,9.000000,0,0,1,1,1,1,1
,125,12695.000000,1,0,1,1,1,1,1
,126,3.000000,0,1,1,1,1,1,1
,127,2208183.000000,1,1,1,1,1,1,1
