"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,920.000000,0,0,0,0,0,0,0
,1,1.000000,1,0,0,0,0,0,0
,2,29.000000,0,1,0,0,0,0,0
,3,21.000000,1,1,0,0,0,0,0
,4,29.000000,0,0,1,0,0,0,0
,6,1.000000,0,1,1,0,0,0,0
,8,307.000000,0,0,0,1,0,0,0
,9,6.000000,1,0,0,1,0,0,0
,10,187.000000,0,1,0,1,0,0,0
,11,241.000000,1,1,0,1,0,0,0
,12,13.000000,0,0,1,1,0,0,0
,15,4.000000,1,1,1,1,0,0,0
,16,601.000000,0,0,0,0,1,0,0
,17,27.000000,1,0,0,0,1,0,0
,18,67.000000,0,1,0,0,1,0,0
,19,76.000000,1,1,0,0,1,0,0
,20,19.000000,0,0,1,0,1,0,0
,22,3.000000,0,1,1,0,1,0,0
,24,327.000000,0,0,0,1,1,0,0
,25,18.000000,1,0,0,1,1,0,0
,26,439.000000,0,1,0,1,1,0,0
,27,3102.000000,1,1,0,1,1,0,0
,28,21.000000,0,0,1,1,1,0,0
,30,11.000000,0,1,1,1,1,0,0
,31,32.000000,1,1,1,1,1,0,0
,32,92.000000,0,0,0,0,0,1,0
,36,1.000000,0,0,1,0,0,1,0
,40,1.000000,0,0,0,1,0,1,0
,48,328.000000,0,0,0,0,1,1,0
,49,68.000000,1,0,0,0,1,1,0
,50,75.000000,0,1,0,0,1,1,0
,51,199.000000,1,1,0,0,1,1,0
,52,35.000000,0,0,1,0,1,1,0
,53,17.000000,1,0,1,0,1,1,0
,54,17.000000,0,1,1,0,1,1,0
,55,27.000000,1,1,1,0,1,1,0
,56,97.000000,0,0,0,1,1,1,0
,57,36.000000,1,0,0,1,1,1,0
,58,236.000000,0,1,0,1,1,1,0
,59,4668.000000,1,1,0,1,1,1,0
,60,33.000000,0,0,1,1,1,1,0
,61,23.000000,1,0,1,1,1,1,0
,62,84.000000,0,1,1,1,1,1,0
,63,566.000000,1,1,1,1,1,1,0
,64,299.000000,0,0,0,0,0,0,1
,66,2.000000,0,1,0,0,0,0,1
,67,1.000000,1,1,0,0,0,0,1
,68,375.000000,0,0,1,0,0,0,1
,70,2.000000,0,1,1,0,0,0,1
,72,145.000000,0,0,0,1,0,0,1
,73,4.000000,1,0,0,1,0,0,1
,74,33.000000,0,1,0,1,0,0,1
,75,8.000000,1,1,0,1,0,0,1
,76,175.000000,0,0,1,1,0,0,1
,77,2.000000,1,0,1,1,0,0,1
,78,37.000000,0,1,1,1,0,0,1
,79,20.000000,1,1,1,1,0,0,1
,80,241.000000,0,0,0,0,1,0,1
,81,18.000000,1,0,0,0,1,0,1
,82,25.000000,0,1,0,0,1,0,1
,83,21.000000,1,1,0,0,1,0,1
,84,245.000000,0,0,1,0,1,0,1
,85,8.000000,1,0,1,0,1,0,1
,86,12.000000,0,1,1,0,1,0,1
,87,6.000000,1,1,1,0,1,0,1
,88,286.000000,0,0,0,1,1,0,1
,89,16.000000,1,0,0,1,1,0,1
,90,299.000000,0,1,0,1,1,0,1
,91,937.000000,1,1,0,1,1,0,1
,92,344.000000,0,0,1,1,1,0,1
,93,18.000000,1,0,1,1,1,0,1
,94,245.000000,0,1,1,1,1,0,1
,95,535.000000,1,1,1,1,1,0,1
,96,60.000000,0,0,0,0,0,1,1
,100,896.000000,0,0,1,0,0,1,1
,102,1.000000,0,1,1,0,0,1,1
,104,10.000000,0,0,0,1,0,1,1
,105,2.000000,1,0,0,1,0,1,1
,106,2.000000,0,1,0,1,0,1,1
,108,172.000000,0,0,1,1,0,1,1
,109,1.000000,1,0,1,1,0,1,1
,110,30.000000,0,1,1,1,0,1,1
,111,24.000000,1,1,1,1,0,1,1
,112,459.000000,0,0,0,0,1,1,1
,113,127.000000,1,0,0,0,1,1,1
,114,187.000000,0,1,0,0,1,1,1
,115,261.000000,1,1,0,0,1,1,1
,116,11501.000000,0,0,1,0,1,1,1
,117,3318.000000,1,0,1,0,1,1,1
,118,3427.000000,0,1,1,0,1,1,1
,119,7739.000000,1,1,1,0,1,1,1
,120,492.000000,0,0,0,1,1,1,1
,121,229.000000,1,0,0,1,1,1,1
,122,939.000000,0,1,0,1,1,1,1
,123,15073.000000,1,1,0,1,1,1,1
,124,11872.000000,0,0,1,1,1,1,1
,125,7108.000000,1,0,1,1,1,1,1
,126,25985.000000,0,1,1,1,1,1,1
,127,2179879.000000,1,1,1,1,1,1,1
