"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,884.000000,0,0,0,0,0,0,0
,1,2.000000,1,0,0,0,0,0,0
,2,3.000000,0,1,0,0,0,0,0
,3,4.000000,1,1,0,0,0,0,0
,4,263.000000,0,0,1,0,0,0,0
,5,17.000000,1,0,1,0,0,0,0
,6,10.000000,0,1,1,0,0,0,0
,7,52.000000,1,1,1,0,0,0,0
,8,229.000000,0,0,0,1,0,0,0
,9,54.000000,1,0,0,1,0,0,0
,10,3.000000,0,1,0,1,0,0,0
,11,83.000000,1,1,0,1,0,0,0
,12,114.000000,0,0,1,1,0,0,0
,13,40.000000,1,0,1,1,0,0,0
,14,54.000000,0,1,1,1,0,0,0
,15,859.000000,1,1,1,1,0,0,0
,16,286.000000,0,0,0,0,1,0,0
,20,16.000000,0,0,1,0,1,0,0
,22,1.000000,0,1,1,0,1,0,0
,24,182.000000,0,0,0,1,1,0,0
,25,121.000000,1,0,0,1,1,0,0
,26,9.000000,0,1,0,1,1,0,0
,27,186.000000,1,1,0,1,1,0,0
,28,120.000000,0,0,1,1,1,0,0
,29,85.000000,1,0,1,1,1,0,0
,30,65.000000,0,1,1,1,1,0,0
,31,1974.000000,1,1,1,1,1,0,0
,32,73.000000,0,0,0,0,0,1,0
,34,1.000000,0,1,0,0,0,1,0
,36,25.000000,0,0,1,0,0,1,0
,38,1.000000,0,1,1,0,0,1,0
,40,4.000000,0,0,0,1,0,1,0
,41,2.000000,1,0,0,1,0,1,0
,43,2.000000,1,1,0,1,0,1,0
,44,14.000000,0,0,1,1,0,1,0
,45,5.000000,1,0,1,1,0,1,0
,46,3.000000,0,1,1,1,0,1,0
,47,32.000000,1,1,1,1,0,1,0
,48,788.000000,0,0,0,0,1,1,0
,50,1.000000,0,1,0,0,1,1,0
,52,116.000000,0,0,1,0,1,1,0
,54,8.000000,0,1,1,0,1,1,0
,55,2.000000,1,1,1,0,1,1,0
,56,1771.000000,0,0,0,1,1,1,0
,57,1612.000000,1,0,0,1,1,1,0
,58,75.000000,0,1,0,1,1,1,0
,59,1804.000000,1,1,0,1,1,1,0
,60,1270.000000,0,0,1,1,1,1,0
,61,1692.000000,1,0,1,1,1,1,0
,62,486.000000,0,1,1,1,1,1,0
,63,13506.000000,1,1,1,1,1,1,0
,64,258.000000,0,0,0,0,0,0,1
,67,13.000000,1,1,0,0,0,0,1
,68,927.000000,0,0,1,0,0,0,1
,69,67.000000,1,0,1,0,0,0,1
,70,165.000000,0,1,1,0,0,0,1
,71,331.000000,1,1,1,0,0,0,1
,72,13.000000,0,0,0,1,0,0,1
,73,11.000000,1,0,0,1,0,0,1
,75,9.000000,1,1,0,1,0,0,1
,76,316.000000,0,0,1,1,0,0,1
,77,166.000000,1,0,1,1,0,0,1
,78,238.000000,0,1,1,1,0,0,1
,79,2819.000000,1,1,1,1,0,0,1
,80,37.000000,0,0,0,0,1,0,1
,84,172.000000,0,0,1,0,1,0,1
,85,2.000000,1,0,1,0,1,0,1
,86,16.000000,0,1,1,0,1,0,1
,87,22.000000,1,1,1,0,1,0,1
,88,36.000000,0,0,0,1,1,0,1
,89,12.000000,1,0,0,1,1,0,1
,90,2.000000,0,1,0,1,1,0,1
,91,14.000000,1,1,0,1,1,0,1
,92,513.000000,0,0,1,1,1,0,1
,93,246.000000,1,0,1,1,1,0,1
,94,404.000000,0,1,1,1,1,0,1
,95,5812.000000,1,1,1,1,1,0,1
,96,198.000000,0,0,0,0,0,1,1
,97,1.000000,1,0,0,0,0,1,1
,100,414.000000,0,0,1,0,0,1,1
,101,3.000000,1,0,1,0,0,1,1
,102,47.000000,0,1,1,0,0,1,1
,103,31.000000,1,1,1,0,0,1,1
,104,15.000000,0,0,0,1,0,1,1
,108,269.000000,0,0,1,1,0,1,1
,109,37.000000,1,0,1,1,0,1,1
,110,90.000000,0,1,1,1,0,1,1
,111,398.000000,1,1,1,1,0,1,1
,112,1618.000000,0,0,0,0,1,1,1
,113,1.000000,1,0,0,0,1,1,1
,116,2786.000000,0,0,1,0,1,1,1
,117,11.000000,1,0,1,0,1,1,1
,118,194.000000,0,1,1,0,1,1,1
,119,105.000000,1,1,1,0,1,1,1
,120,2986.000000,0,0,0,1,1,1,1
,121,993.000000,1,0,0,1,1,1,1
,122,106.000000,0,1,0,1,1,1,1
,123,917.000000,1,1,0,1,1,1,1
,124,33939.000000,0,0,1,1,1,1,1
,125,24729.000000,1,0,1,1,1,1,1
,126,30558.000000,0,1,1,1,1,1,1
,127,2145182.000000,1,1,1,1,1,1,1
