"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,268.000000,0,0,0,0,0,0,0
,1,1.000000,1,0,0,0,0,0,0
,2,185.000000,0,1,0,0,0,0,0
,3,1.000000,1,1,0,0,0,0,0
,4,2.000000,0,0,1,0,0,0,0
,6,448.000000,0,1,1,0,0,0,0
,7,1.000000,1,1,1,0,0,0,0
,8,264.000000,0,0,0,1,0,0,0
,10,99.000000,0,1,0,1,0,0,0
,12,6.000000,0,0,1,1,0,0,0
,14,778.000000,0,1,1,1,0,0,0
,15,11.000000,1,1,1,1,0,0,0
,16,1.000000,0,0,0,0,1,0,0
,22,3.000000,0,1,1,0,1,0,0
,24,159.000000,0,0,0,1,1,0,0
,26,76.000000,0,1,0,1,1,0,0
,28,13.000000,0,0,1,1,1,0,0
,30,1910.000000,0,1,1,1,1,0,0
,31,9.000000,1,1,1,1,1,0,0
,32,33.000000,0,0,0,0,0,1,0
,33,41.000000,1,0,0,0,0,1,0
,34,8.000000,0,1,0,0,0,1,0
,35,20.000000,1,1,0,0,0,1,0
,36,1.000000,0,0,1,0,0,1,0
,37,3.000000,1,0,1,0,0,1,0
,38,200.000000,0,1,1,0,0,1,0
,39,392.000000,1,1,1,0,0,1,0
,40,5.000000,0,0,0,1,0,1,0
,41,5.000000,1,0,0,1,0,1,0
,42,4.000000,0,1,0,1,0,1,0
,43,10.000000,1,1,0,1,0,1,0
,46,235.000000,0,1,1,1,0,1,0
,47,391.000000,1,1,1,1,0,1,0
,56,2.000000,0,0,0,1,1,1,0
,58,1.000000,0,1,0,1,1,1,0
,62,172.000000,0,1,1,1,1,1,0
,63,205.000000,1,1,1,1,1,1,0
,64,247.000000,0,0,0,0,0,0,1
,65,16.000000,1,0,0,0,0,0,1
,66,60.000000,0,1,0,0,0,0,1
,67,4.000000,1,1,0,0,0,0,1
,70,119.000000,0,1,1,0,0,0,1
,71,2.000000,1,1,1,0,0,0,1
,72,197.000000,0,0,0,1,0,0,1
,73,8.000000,1,0,0,1,0,0,1
,74,78.000000,0,1,0,1,0,0,1
,75,19.000000,1,1,0,1,0,0,1
,76,4.000000,0,0,1,1,0,0,1
,78,822.000000,0,1,1,1,0,0,1
,79,60.000000,1,1,1,1,0,0,1
,80,5.000000,0,0,0,0,1,0,1
,88,919.000000,0,0,0,1,1,0,1
,89,78.000000,1,0,0,1,1,0,1
,90,1010.000000,0,1,0,1,1,0,1
,91,116.000000,1,1,0,1,1,0,1
,92,93.000000,0,0,1,1,1,0,1
,93,14.000000,1,0,1,1,1,0,1
,94,23140.000000,0,1,1,1,1,0,1
,95,4308.000000,1,1,1,1,1,0,1
,96,93.000000,0,0,0,0,0,1,1
,97,408.000000,1,0,0,0,0,1,1
,98,43.000000,0,1,0,0,0,1,1
,99,270.000000,1,1,0,0,0,1,1
,100,2.000000,0,0,1,0,0,1,1
,101,11.000000,1,0,1,0,0,1,1
,102,110.000000,0,1,1,0,0,1,1
,103,1139.000000,1,1,1,0,0,1,1
,104,72.000000,0,0,0,1,0,1,1
,105,158.000000,1,0,0,1,0,1,1
,106,116.000000,0,1,0,1,0,1,1
,107,520.000000,1,1,0,1,0,1,1
,108,6.000000,0,0,1,1,0,1,1
,109,22.000000,1,0,1,1,0,1,1
,110,1298.000000,0,1,1,1,0,1,1
,111,8232.000000,1,1,1,1,0,1,1
,112,1.000000,0,0,0,0,1,1,1
,113,1.000000,1,0,0,0,1,1,1
,119,8.000000,1,1,1,0,1,1,1
,120,380.000000,0,0,0,1,1,1,1
,121,881.000000,1,0,0,1,1,1,1
,122,563.000000,0,1,0,1,1,1,1
,123,1652.000000,1,1,0,1,1,1,1
,124,45.000000,0,0,1,1,1,1,1
,125,55.000000,1,0,1,1,1,1,1
,126,72824.000000,0,1,1,1,1,1,1
,127,2161066.000000,1,1,1,1,1,1,1
