"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,89.000000,0,0,0,0,0,0,0
,2,3.000000,0,1,0,0,0,0,0
,4,1.000000,0,0,1,0,0,0,0
,6,9.000000,0,1,1,0,0,0,0
,8,240.000000,0,0,0,1,0,0,0
,9,11.000000,1,0,0,1,0,0,0
,10,17.000000,0,1,0,1,0,0,0
,11,1.000000,1,1,0,1,0,0,0
,12,5.000000,0,0,1,1,0,0,0
,14,60.000000,0,1,1,1,0,0,0
,16,87.000000,0,0,0,0,1,0,0
,20,2.000000,0,0,1,0,1,0,0
,22,37.000000,0,1,1,0,1,0,0
,24,1203.000000,0,0,0,1,1,0,0
,25,24.000000,1,0,0,1,1,0,0
,26,129.000000,0,1,0,1,1,0,0
,27,5.000000,1,1,0,1,1,0,0
,28,55.000000,0,0,1,1,1,0,0
,29,2.000000,1,0,1,1,1,0,0
,30,937.000000,0,1,1,1,1,0,0
,31,22.000000,1,1,1,1,1,0,0
,32,22.000000,0,0,0,0,0,1,0
,33,7.000000,1,0,0,0,0,1,0
,34,7.000000,0,1,0,0,0,1,0
,38,11.000000,0,1,1,0,0,1,0
,39,6.000000,1,1,1,0,0,1,0
,40,213.000000,0,0,0,1,0,1,0
,41,352.000000,1,0,0,1,0,1,0
,42,13.000000,0,1,0,1,0,1,0
,43,67.000000,1,1,0,1,0,1,0
,44,2.000000,0,0,1,1,0,1,0
,45,17.000000,1,0,1,1,0,1,0
,46,117.000000,0,1,1,1,0,1,0
,47,564.000000,1,1,1,1,0,1,0
,48,9.000000,0,0,0,0,1,1,0
,54,5.000000,0,1,1,0,1,1,0
,55,2.000000,1,1,1,0,1,1,0
,56,1090.000000,0,0,0,1,1,1,0
,57,1196.000000,1,0,0,1,1,1,0
,58,319.000000,0,1,0,1,1,1,0
,59,914.000000,1,1,0,1,1,1,0
,60,117.000000,0,0,1,1,1,1,0
,61,367.000000,1,0,1,1,1,1,0
,62,4097.000000,0,1,1,1,1,1,0
,63,24042.000000,1,1,1,1,1,1,0
,72,27.000000,0,0,0,1,0,0,1
,73,5.000000,1,0,0,1,0,0,1
,80,1.000000,0,0,0,0,1,0,1
,88,624.000000,0,0,0,1,1,0,1
,89,94.000000,1,0,0,1,1,0,1
,90,32.000000,0,1,0,1,1,0,1
,91,4.000000,1,1,0,1,1,0,1
,92,8.000000,0,0,1,1,1,0,1
,93,2.000000,1,0,1,1,1,0,1
,94,109.000000,0,1,1,1,1,0,1
,95,5.000000,1,1,1,1,1,0,1
,104,19.000000,0,0,0,1,0,1,1
,105,570.000000,1,0,0,1,0,1,1
,107,74.000000,1,1,0,1,0,1,1
,109,52.000000,1,0,1,1,0,1,1
,111,602.000000,1,1,1,1,0,1,1
,120,1127.000000,0,0,0,1,1,1,1
,121,15147.000000,1,0,0,1,1,1,1
,122,255.000000,0,1,0,1,1,1,1
,123,17465.000000,1,1,0,1,1,1,1
,124,77.000000,0,0,1,1,1,1,1
,125,5746.000000,1,0,1,1,1,1,1
,126,1345.000000,0,1,1,1,1,1,1
,127,2207373.000000,1,1,1,1,1,1,1
