"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,204.000000,0,0,0,0,0,0,0
,1,166.000000,1,0,0,0,0,0,0
,2,4.000000,0,1,0,0,0,0,0
,3,21.000000,1,1,0,0,0,0,0
,4,156.000000,0,0,1,0,0,0,0
,5,145.000000,1,0,1,0,0,0,0
,6,104.000000,0,1,1,0,0,0,0
,7,194.000000,1,1,1,0,0,0,0
,8,34.000000,0,0,0,1,0,0,0
,9,283.000000,1,0,0,1,0,0,0
,11,22.000000,1,1,0,1,0,0,0
,12,9.000000,0,0,1,1,0,0,0
,13,189.000000,1,0,1,1,0,0,0
,14,4.000000,0,1,1,1,0,0,0
,15,566.000000,1,1,1,1,0,0,0
,16,22.000000,0,0,0,0,1,0,0
,17,2.000000,1,0,0,0,1,0,0
,20,10.000000,0,0,1,0,1,0,0
,21,16.000000,1,0,1,0,1,0,0
,22,2.000000,0,1,1,0,1,0,0
,23,3.000000,1,1,1,0,1,0,0
,24,7.000000,0,0,0,1,1,0,0
,25,30.000000,1,0,0,1,1,0,0
,27,1.000000,1,1,0,1,1,0,0
,28,2.000000,0,0,1,1,1,0,0
,29,32.000000,1,0,1,1,1,0,0
,31,22.000000,1,1,1,1,1,0,0
,32,33.000000,0,0,0,0,0,1,0
,33,22.000000,1,0,0,0,0,1,0
,36,177.000000,0,0,1,0,0,1,0
,37,81.000000,1,0,1,0,0,1,0
,38,228.000000,0,1,1,0,0,1,0
,39,694.000000,1,1,1,0,0,1,0
,40,5.000000,0,0,0,1,0,1,0
,41,32.000000,1,0,0,1,0,1,0
,44,5.000000,0,0,1,1,0,1,0
,45,184.000000,1,0,1,1,0,1,0
,46,11.000000,0,1,1,1,0,1,0
,47,3419.000000,1,1,1,1,0,1,0
,48,72.000000,0,0,0,0,1,1,0
,49,20.000000,1,0,0,0,1,1,0
,52,352.000000,0,0,1,0,1,1,0
,53,364.000000,1,0,1,0,1,1,0
,54,588.000000,0,1,1,0,1,1,0
,55,1591.000000,1,1,1,0,1,1,0
,56,18.000000,0,0,0,1,1,1,0
,57,39.000000,1,0,0,1,1,1,0
,60,121.000000,0,0,1,1,1,1,0
,61,1568.000000,1,0,1,1,1,1,0
,62,60.000000,0,1,1,1,1,1,0
,63,17676.000000,1,1,1,1,1,1,0
,64,3.000000,0,0,0,0,0,0,1
,65,2.000000,1,0,0,0,0,0,1
,68,1.000000,0,0,1,0,0,0,1
,71,7.000000,1,1,1,0,0,0,1
,72,8.000000,0,0,0,1,0,0,1
,73,671.000000,1,0,0,1,0,0,1
,75,188.000000,1,1,0,1,0,0,1
,76,4.000000,0,0,1,1,0,0,1
,77,985.000000,1,0,1,1,0,0,1
,78,1.000000,0,1,1,1,0,0,1
,79,3504.000000,1,1,1,1,0,0,1
,80,1.000000,0,0,0,0,1,0,1
,81,1.000000,1,0,0,0,1,0,1
,88,5.000000,0,0,0,1,1,0,1
,89,424.000000,1,0,0,1,1,0,1
,91,13.000000,1,1,0,1,1,0,1
,93,625.000000,1,0,1,1,1,0,1
,95,606.000000,1,1,1,1,1,0,1
,96,1.000000,0,0,0,0,0,1,1
,100,1.000000,0,0,1,0,0,1,1
,102,1.000000,0,1,1,0,0,1,1
,103,9.000000,1,1,1,0,0,1,1
,104,2.000000,0,0,0,1,0,1,1
,105,16.000000,1,0,0,1,0,1,1
,107,1.000000,1,1,0,1,0,1,1
,108,4.000000,0,0,1,1,0,1,1
,109,593.000000,1,0,1,1,0,1,1
,111,22036.000000,1,1,1,1,0,1,1
,112,5.000000,0,0,0,0,1,1,1
,113,1.000000,1,0,0,0,1,1,1
,116,7.000000,0,0,1,0,1,1,1
,117,9.000000,1,0,1,0,1,1,1
,118,1.000000,0,1,1,0,1,1,1
,119,17.000000,1,1,1,0,1,1,1
,120,8.000000,0,0,0,1,1,1,1
,121,429.000000,1,0,0,1,1,1,1
,123,10.000000,1,1,0,1,1,1,1
,124,33.000000,0,0,1,1,1,1,1
,125,7906.000000,1,0,1,1,1,1,1
,126,8.000000,0,1,1,1,1,1,1
,127,2219501.000000,1,1,1,1,1,1,1
