"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,491.000000,0,0,0,0,0,0,0
,1,210.000000,1,0,0,0,0,0,0
,2,5.000000,0,1,0,0,0,0,0
,3,1.000000,1,1,0,0,0,0,0
,4,10.000000,0,0,1,0,0,0,0
,5,17.000000,1,0,1,0,0,0,0
,8,92.000000,0,0,0,1,0,0,0
,9,20.000000,1,0,0,1,0,0,0
,10,45.000000,0,1,0,1,0,0,0
,11,9.000000,1,1,0,1,0,0,0
,12,43.000000,0,0,1,1,0,0,0
,13,29.000000,1,0,1,1,0,0,0
,14,260.000000,0,1,1,1,0,0,0
,15,106.000000,1,1,1,1,0,0,0
,16,5.000000,0,0,0,0,1,0,0
,17,10.000000,1,0,0,0,1,0,0
,32,4.000000,0,0,0,0,0,1,0
,33,693.000000,1,0,0,0,0,1,0
,35,6.000000,1,1,0,0,0,1,0
,37,197.000000,1,0,1,0,0,1,0
,39,1.000000,1,1,1,0,0,1,0
,40,1.000000,0,0,0,1,0,1,0
,41,132.000000,1,0,0,1,0,1,0
,43,12.000000,1,1,0,1,0,1,0
,44,1.000000,0,0,1,1,0,1,0
,45,391.000000,1,0,1,1,0,1,0
,46,9.000000,0,1,1,1,0,1,0
,47,523.000000,1,1,1,1,0,1,0
,48,1.000000,0,0,0,0,1,1,0
,49,141.000000,1,0,0,0,1,1,0
,53,9.000000,1,0,1,0,1,1,0
,57,7.000000,1,0,0,1,1,1,0
,61,12.000000,1,0,1,1,1,1,0
,63,6.000000,1,1,1,1,1,1,0
,64,624.000000,0,0,0,0,0,0,1
,65,246.000000,1,0,0,0,0,0,1
,66,20.000000,0,1,0,0,0,0,1
,67,14.000000,1,1,0,0,0,0,1
,68,2.000000,0,0,1,0,0,0,1
,69,5.000000,1,0,1,0,0,0,1
,71,2.000000,1,1,1,0,0,0,1
,72,90.000000,0,0,0,1,0,0,1
,73,85.000000,1,0,0,1,0,0,1
,74,311.000000,0,1,0,1,0,0,1
,75,311.000000,1,1,0,1,0,0,1
,76,28.000000,0,0,1,1,0,0,1
,77,59.000000,1,0,1,1,0,0,1
,78,1169.000000,0,1,1,1,0,0,1
,79,1892.000000,1,1,1,1,0,0,1
,80,393.000000,0,0,0,0,1,0,1
,81,532.000000,1,0,0,0,1,0,1
,82,162.000000,0,1,0,0,1,0,1
,83,311.000000,1,1,0,0,1,0,1
,85,1.000000,1,0,1,0,1,0,1
,87,3.000000,1,1,1,0,1,0,1
,88,61.000000,0,0,0,1,1,0,1
,89,149.000000,1,0,0,1,1,0,1
,90,841.000000,0,1,0,1,1,0,1
,91,2323.000000,1,1,0,1,1,0,1
,92,11.000000,0,0,1,1,1,0,1
,93,50.000000,1,0,1,1,1,0,1
,94,1497.000000,0,1,1,1,1,0,1
,95,4746.000000,1,1,1,1,1,0,1
,96,6.000000,0,0,0,0,0,1,1
,97,1216.000000,1,0,0,0,0,1,1
,98,1.000000,0,1,0,0,0,1,1
,99,111.000000,1,1,0,0,0,1,1
,101,171.000000,1,0,1,0,0,1,1
,103,33.000000,1,1,1,0,0,1,1
,104,3.000000,0,0,0,1,0,1,1
,105,984.000000,1,0,0,1,0,1,1
,106,2.000000,0,1,0,1,0,1,1
,107,1731.000000,1,1,0,1,0,1,1
,108,3.000000,0,0,1,1,0,1,1
,109,1650.000000,1,0,1,1,0,1,1
,110,46.000000,0,1,1,1,0,1,1
,111,21621.000000,1,1,1,1,0,1,1
,112,22.000000,0,0,0,0,1,1,1
,113,7497.000000,1,0,0,0,1,1,1
,114,7.000000,0,1,0,0,1,1,1
,115,2249.000000,1,1,0,0,1,1,1
,117,376.000000,1,0,1,0,1,1,1
,119,261.000000,1,1,1,0,1,1,1
,120,1.000000,0,0,0,1,1,1,1
,121,5895.000000,1,0,0,1,1,1,1
,122,42.000000,0,1,0,1,1,1,1
,123,53274.000000,1,1,0,1,1,1,1
,125,3675.000000,1,0,1,1,1,1,1
,126,36.000000,0,1,1,1,1,1,1
,127,2166908.000000,1,1,1,1,1,1,1
