"OID_","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
,0,76.000000,0,0,0,0,0,0,0
,2,2.000000,0,1,0,0,0,0,0
,6,16.000000,0,1,1,0,0,0,0
,8,561.000000,0,0,0,1,0,0,0
,9,2.000000,1,0,0,1,0,0,0
,10,60.000000,0,1,0,1,0,0,0
,11,1.000000,1,1,0,1,0,0,0
,12,4.000000,0,0,1,1,0,0,0
,13,1.000000,1,0,1,1,0,0,0
,14,280.000000,0,1,1,1,0,0,0
,15,26.000000,1,1,1,1,0,0,0
,16,2.000000,0,0,0,0,1,0,0
,24,1099.000000,0,0,0,1,1,0,0
,25,12.000000,1,0,0,1,1,0,0
,26,269.000000,0,1,0,1,1,0,0
,27,3.000000,1,1,0,1,1,0,0
,28,104.000000,0,0,1,1,1,0,0
,29,2.000000,1,0,1,1,1,0,0
,30,2959.000000,0,1,1,1,1,0,0
,31,89.000000,1,1,1,1,1,0,0
,32,30.000000,0,0,0,0,0,1,0
,33,12.000000,1,0,0,0,0,1,0
,34,1.000000,0,1,0,0,0,1,0
,35,2.000000,1,1,0,0,0,1,0
,38,1.000000,0,1,1,0,0,1,0
,39,3.000000,1,1,1,0,0,1,0
,40,267.000000,0,0,0,1,0,1,0
,41,203.000000,1,0,0,1,0,1,0
,42,18.000000,0,1,0,1,0,1,0
,43,100.000000,1,1,0,1,0,1,0
,44,9.000000,0,0,1,1,0,1,0
,45,11.000000,1,0,1,1,0,1,0
,46,229.000000,0,1,1,1,0,1,0
,47,1036.000000,1,1,1,1,0,1,0
,56,310.000000,0,0,0,1,1,1,0
,57,176.000000,1,0,0,1,1,1,0
,58,169.000000,0,1,0,1,1,1,0
,59,170.000000,1,1,0,1,1,1,0
,60,63.000000,0,0,1,1,1,1,0
,61,36.000000,1,0,1,1,1,1,0
,62,4490.000000,0,1,1,1,1,1,0
,63,6818.000000,1,1,1,1,1,1,0
,64,2.000000,0,0,0,0,0,0,1
,72,86.000000,0,0,0,1,0,0,1
,73,8.000000,1,0,0,1,0,0,1
,74,2.000000,0,1,0,1,0,0,1
,78,2.000000,0,1,1,1,0,0,1
,88,1130.000000,0,0,0,1,1,0,1
,89,93.000000,1,0,0,1,1,0,1
,90,217.000000,0,1,0,1,1,0,1
,91,19.000000,1,1,0,1,1,0,1
,92,90.000000,0,0,1,1,1,0,1
,93,7.000000,1,0,1,1,1,0,1
,94,1026.000000,0,1,1,1,1,0,1
,95,99.000000,1,1,1,1,1,0,1
,96,5.000000,0,0,0,0,0,1,1
,97,2.000000,1,0,0,0,0,1,1
,104,93.000000,0,0,0,1,0,1,1
,105,1395.000000,1,0,0,1,0,1,1
,106,2.000000,0,1,0,1,0,1,1
,107,306.000000,1,1,0,1,0,1,1
,108,1.000000,0,0,1,1,0,1,1
,109,86.000000,1,0,1,1,0,1,1
,110,6.000000,0,1,1,1,0,1,1
,111,2022.000000,1,1,1,1,0,1,1
,120,1428.000000,0,0,0,1,1,1,1
,121,7074.000000,1,0,0,1,1,1,1
,122,1389.000000,0,1,0,1,1,1,1
,123,11166.000000,1,1,0,1,1,1,1
,124,399.000000,0,0,1,1,1,1,1
,125,1996.000000,1,0,1,1,1,1,1
,126,10968.000000,0,1,1,1,1,1,1
,127,2226417.000000,1,1,1,1,1,1,1
